Fecha,ora,Potencia [kW],Insolación [W/m²],Temperatura de modulos [°C],Temperatura ambiente [°C]
03/06/2020,10:10:00 PM,x,1.03,15.59,15.36658409
03/06/2020,10:15:00 PM,x,1.03,15.33,15.265675
03/06/2020,10:20:00 PM,x,1.03,15.12,15.13661364
03/06/2020,10:25:00 PM,x,1.02,14.78,15.004825
03/06/2020,10:30:00 PM,x,1.03,14.68,14.87030909
03/06/2020,10:35:00 PM,x,1.02,14.8,14.73761136
03/06/2020,10:40:00 PM,x,1.03,14.77,14.62764091
03/06/2020,10:45:00 PM,x,1.02,14.56,14.55948864
03/06/2020,10:50:00 PM,x,1.02,14.35,14.49857955
03/06/2020,10:55:00 PM,x,1.02,14.28,14.47945909
03/06/2020,11:00:00 PM,x,1.02,14.22,14.47491364
03/06/2020,11:05:00 PM,x,1.02,14.38,14.41309545
03/06/2020,11:10:00 PM,x,1.02,14.58,14.31130682
03/06/2020,11:15:00 PM,x,1.03,14.45,14.22042727
03/06/2020,11:20:00 PM,x,1.03,14.57,14.21042727
03/06/2020,11:25:00 PM,x,1.03,14.63,14.23497273
03/06/2020,11:30:00 PM,x,1.02,14.12,14.27951818
03/06/2020,11:35:00 PM,x,1.02,13.65,14.31585227
03/06/2020,11:40:00 PM,x,1.01,13.56,14.33039773
03/06/2020,11:45:00 PM,x,1.02,14.24,14.36133636
03/06/2020,11:50:00 PM,x,1.02,14.55,14.39497273
03/06/2020,11:55:00 PM,x,1.02,14.71,14.45224545
03/07/2020,12:00:00 AM,x,1.03,14.78,14.56403409
03/07/2020,12:05:00 AM,x,1.02,14.74,14.71127727
03/07/2020,12:10:00 AM,x,1.02,14.79,14.85303636
03/07/2020,12:15:00 AM,x,1.03,14.94,14.86576364
03/07/2020,12:20:00 AM,x,1.03,15.26,14.77215682
03/07/2020,12:25:00 AM,x,1.03,15.35,14.62585227
03/07/2020,12:30:00 AM,x,1.03,15.27,14.44957727
03/07/2020,12:35:00 AM,x,1.03,15.12,14.23239318
03/07/2020,12:40:00 AM,x,1.02,14.38,13.98063409
03/07/2020,12:45:00 AM,x,1.01,13.52,13.71075227
03/07/2020,12:50:00 AM,x,1,13.1,13.41356818
03/07/2020,12:55:00 AM,x,1,12.84,13.09002045
03/07/2020,01:00:00 AM,x,0.99,12.35,12.76647273
03/07/2020,01:05:00 AM,x,1,12.02,12.45380455
03/07/2020,01:10:00 AM,x,0.99,11.97,12.20022727
03/07/2020,01:15:00 AM,x,1,11.99,12.01116591
03/07/2020,01:20:00 AM,x,1,11.79,11.85480227
03/07/2020,01:25:00 AM,x,1,11.71,11.722075
03/07/2020,01:30:00 AM,x,1.01,11.68,11.62837955
03/07/2020,01:35:00 AM,x,1,11.59,11.55835
03/07/2020,01:40:00 AM,x,1,11.44,11.47832045
03/07/2020,01:45:00 AM,x,1,11.38,11.38468409
03/07/2020,01:50:00 AM,x,1,11.38,11.30286591
03/07/2020,01:55:00 AM,x,1.01,11.32,11.22556364
03/07/2020,02:00:00 AM,x,1.01,11.25,11.1792
03/07/2020,02:05:00 AM,x,1,11.09,11.16374545
03/07/2020,02:10:00 AM,x,1,10.96,11.17007955
03/07/2020,02:15:00 AM,x,1,10.89,11.17186818
03/07/2020,02:20:00 AM,x,1.01,10.86,11.15641364
03/07/2020,02:25:00 AM,x,1.01,11.17,11.15550455
03/07/2020,02:30:00 AM,x,1,11.42,11.16732273
03/07/2020,02:35:00 AM,x,1.01,11.51,11.18641364
03/07/2020,02:40:00 AM,x,1.01,11.4,11.22277727
03/07/2020,02:45:00 AM,x,1,11.21,11.27823182
03/07/2020,02:50:00 AM,x,1.01,11.31,11.36186818
03/07/2020,02:55:00 AM,x,1.01,11.38,11.46823182
03/07/2020,03:00:00 AM,x,1,11.3,11.59456591
03/07/2020,03:05:00 AM,x,1,11.36,11.71002045
03/07/2020,03:10:00 AM,x,1,11.5,11.82729318
03/07/2020,03:15:00 AM,x,1.01,11.78,12.01362727
03/07/2020,03:20:00 AM,x,1.01,12.34,12.21908182
03/07/2020,03:25:00 AM,x,1.01,12.81,12.4109
03/07/2020,03:30:00 AM,x,1.01,12.78,12.606325
03/07/2020,03:35:00 AM,x,1.01,12.69,12.75902273
03/07/2020,03:40:00 AM,x,1.01,13.26,12.88990227
03/07/2020,03:45:00 AM,x,1.01,13.57,12.99902273
03/07/2020,03:50:00 AM,x,1.01,13.49,13.07993182
03/07/2020,03:55:00 AM,x,1.01,13.45,13.12175
03/07/2020,04:00:00 AM,x,1.01,13.04,13.17084091
03/07/2020,04:05:00 AM,x,1.01,12.94,13.23902273
03/07/2020,04:10:00 AM,x,1,12.98,13.26902273
03/07/2020,04:15:00 AM,x,1.01,13.23,13.28993182
03/07/2020,04:20:00 AM,x,1.01,13.27,13.33356818
03/07/2020,04:25:00 AM,x,1.01,13.32,13.37538636
03/07/2020,04:30:00 AM,x,1.01,13.44,13.41720455
03/07/2020,04:35:00 AM,x,1.01,13.59,13.43723409
03/07/2020,04:40:00 AM,x,1.01,13.8,13.40996136
03/07/2020,04:45:00 AM,x,1.01,13.97,13.34635455
03/07/2020,04:50:00 AM,x,1.01,13.91,13.25823182
03/07/2020,04:55:00 AM,x,1.01,13.5,13.15192727
03/07/2020,05:00:00 AM,x,1,13.16,13.04289545
03/07/2020,05:05:00 AM,x,1,12.68,12.92022727
03/07/2020,05:10:00 AM,x,1,12.53,12.77392273
03/07/2020,05:15:00 AM,x,0.99,12.3,12.61761818
03/07/2020,05:20:00 AM,x,0.99,12.15,12.47949545
03/07/2020,05:25:00 AM,x,0.99,12.24,12.41134318
03/07/2020,05:30:00 AM,x,0.99,12.24,12.37826136
03/07/2020,05:35:00 AM,x,0.99,12.19,12.39138864
03/07/2020,05:40:00 AM,x,0.99,12.25,12.40581818
03/07/2020,05:45:00 AM,x,0.99,12.39,12.41428636
03/07/2020,05:50:00 AM,x,1,12.75,12.41776364
03/07/2020,05:55:00 AM,x,1.12,12.8,12.40532955
03/07/2020,06:00:00 AM,0,1.48,12.84,12.39377045
03/07/2020,06:05:00 AM,0,2.27,12.73,12.37417727
03/07/2020,06:10:00 AM,0,3.97,12.49,12.34597273
03/07/2020,06:15:00 AM,0.11,6.89,12.38,12.30984091
03/07/2020,06:20:00 AM,0.35,11.66,12.45,12.22772045
03/07/2020,06:25:00 AM,0.7,17.21,12.64,12.11268864
03/07/2020,06:30:00 AM,1.18,25.16,12.76,11.97925455
03/07/2020,06:35:00 AM,1.7,32.69,12.97,11.86048182
03/07/2020,06:40:00 AM,1.63,30.45,12.95,11.76668182
03/07/2020,06:45:00 AM,1.82,33.41,12.9,11.75156818
03/07/2020,06:50:00 AM,2.54,45.9,12.99,11.77557273
03/07/2020,06:55:00 AM,3.8,62.95,13.37,11.78219773
03/07/2020,07:00:00 AM,4.15,66.47,13.51,11.79597727
03/07/2020,07:05:00 AM,5.18,83.41,14.04,11.82059091
03/07/2020,07:10:00 AM,4.81,79.39,14.57,11.84143409
03/07/2020,07:15:00 AM,3.86,66.92,14.51,11.60477727
03/07/2020,07:20:00 AM,4.06,70.66,14.45,11.44909091
03/07/2020,07:25:00 AM,4.56,78.65,14.65,11.71946136
03/07/2020,07:30:00 AM,4.93,85.59,14.96,12.27249091
03/07/2020,07:35:00 AM,5.76,98.78,15.4,12.50032955
03/07/2020,07:40:00 AM,8.72,234.74,16.84,12.33109773
03/07/2020,07:45:00 AM,18.61,400.44,22.8,12.21378409
03/07/2020,07:50:00 AM,19.78,391.44,27.02,12.22830909
03/07/2020,07:55:00 AM,14.36,270.06,26.21,12.30197727
03/07/2020,08:00:00 AM,15.17,277.68,22.86,12.41421364
03/07/2020,08:05:00 AM,24.35,443.13,24.53,12.45984545
03/07/2020,08:10:00 AM,27.79,500.78,27.32,12.63076591
03/07/2020,08:15:00 AM,30.18,543.59,29.98,13.00515227
03/07/2020,08:20:00 AM,32.1,575.87,31.62,12.83284545
03/07/2020,08:25:00 AM,31.43,559.91,31.61,12.10364545
03/07/2020,08:30:00 AM,31.68,558.72,30.85,12.01493182
03/07/2020,08:35:00 AM,36.61,644.89,32.05,12.20924091
03/07/2020,08:40:00 AM,35.14,610.34,33.74,11.84500682
03/07/2020,08:45:00 AM,38.83,670.99,34.21,11.67
03/07/2020,08:50:00 AM,41.72,719.02,32.78,11.60786591
03/07/2020,08:55:00 AM,33.73,569.86,31.38,11.78662955
03/07/2020,09:00:00 AM,30.29,503.21,28.62,11.83671591
03/07/2020,09:05:00 AM,40.1,665.29,28.66,12.04877045
03/07/2020,09:10:00 AM,38.28,625.9,30.73,12.10002955
03/07/2020,09:15:00 AM,35.78,572.9,30.84,12.15658864
03/07/2020,09:20:00 AM,28.15,434.79,29.51,12.17193409
03/07/2020,09:25:00 AM,29.17,449.46,27.85,11.98803409
03/07/2020,09:30:00 AM,31.98,496.81,29.57,12.04096818
03/07/2020,09:35:00 AM,32.84,511.76,31.1,12.74865455
03/07/2020,09:40:00 AM,35.24,548.77,30.86,13.28562727
03/07/2020,09:45:00 AM,41.74,655.98,30.9,13.90563636
03/07/2020,09:50:00 AM,44.23,703.18,33.69,14.15055909
03/07/2020,09:55:00 AM,45.35,723.14,36.35,14.32479773
03/07/2020,10:00:00 AM,46.86,753.15,39.3,14.82416136
03/07/2020,10:05:00 AM,47.75,771.54,41.37,15.63160227
03/07/2020,10:10:00 AM,48.58,789.82,44.71,16.45573864
03/07/2020,10:15:00 AM,50.4,822.97,44.82,17.68415455
03/07/2020,10:20:00 AM,58.69,979.41,46.99,18.81955909
03/07/2020,10:25:00 AM,59.47,1004.41,51.56,20.16963409
03/07/2020,10:30:00 AM,54.04,922.78,53.34,20.981675
03/07/2020,10:35:00 AM,57.97,983.37,54.05,21.29524091
03/07/2020,10:40:00 AM,55.97,946.67,53.86,21.76357727
03/07/2020,10:45:00 AM,57.59,980.12,55.18,22.13476818
03/07/2020,10:50:00 AM,43.9,731.73,51.48,23.01207955
03/07/2020,10:55:00 AM,51.65,849.69,51.37,23.50295455
03/07/2020,11:00:00 AM,59.11,993.41,52.03,23.90945227
03/07/2020,11:05:00 AM,56.54,953.46,55.18,25.47230909
03/07/2020,11:10:00 AM,63.4,1079.49,57.24,25.44111818
03/07/2020,11:15:00 AM,61.97,1060.32,59.27,24.88539545
03/07/2020,11:20:00 AM,63.94,1101.96,60.13,24.15273636
03/07/2020,11:25:00 AM,57.19,1015.35,60.82,24.30130909
03/07/2020,11:30:00 AM,25.97,421.48,52.98,24.702775
03/07/2020,11:35:00 AM,51.96,818.15,49.34,25.16654318
03/07/2020,11:40:00 AM,63.5,1062.98,51.76,26.161125
03/07/2020,11:45:00 AM,64.9,1112.63,55.8,27.13858409
03/07/2020,11:50:00 AM,61.15,1025.25,58.71,26.68067273
03/07/2020,11:55:00 AM,63.48,1090.76,59.61,25.66560227
03/07/2020,12:00:00 PM,56.03,968.8,60.78,23.50170455
03/07/2020,12:05:00 PM,42.77,743.17,57.25,23.17450227
03/07/2020,12:10:00 PM,18.84,321.18,46,24.27243409
03/07/2020,12:15:00 PM,40.26,648.33,40.35,25.43640227
03/07/2020,12:20:00 PM,57.44,943.22,47.31,25.90121818
03/07/2020,12:25:00 PM,62.26,1008.03,48.24,26.60085227
03/07/2020,12:30:00 PM,64.52,1080.28,54.26,26.38341818
03/07/2020,12:35:00 PM,54.65,899.68,58.53,25.92435455
03/07/2020,12:40:00 PM,39.35,620.21,52.6,24.84936591
03/07/2020,12:45:00 PM,39.31,611.62,50.38,25.40071818
03/07/2020,12:50:00 PM,36,500.73,48.13,25.95765227
03/07/2020,12:55:00 PM,45.23,693.47,49.44,26.52047045
03/07/2020,01:00:00 PM,28.37,417.93,41.63,26.38402727
03/07/2020,01:05:00 PM,31.73,485.33,39.51,26.08451591
03/07/2020,01:10:00 PM,20.2,284.18,34.58,25.31804318
03/07/2020,01:15:00 PM,22.84,315.95,33.05,24.64189545
03/07/2020,01:20:00 PM,24.14,353.23,33.15,24.44619773
03/07/2020,01:25:00 PM,39.04,573.23,36.28,24.66625682
03/07/2020,01:30:00 PM,27.48,432.13,40.04,24.50562955
03/07/2020,01:35:00 PM,29.56,429.17,37.96,24.69126818
03/07/2020,01:40:00 PM,35.76,540.47,40.63,24.64970682
03/07/2020,01:45:00 PM,20.78,309.12,39.75,24.70925
03/07/2020,01:50:00 PM,14.21,201.45,35.87,25.01619545
03/07/2020,01:55:00 PM,12.3,170.45,31.82,25.67850227
03/07/2020,02:00:00 PM,10.56,144.96,30.49,25.45058409
03/07/2020,02:05:00 PM,11.16,147.17,29.67,25.19729091
03/07/2020,02:10:00 PM,15.65,200.72,29.96,24.91336364
03/07/2020,02:15:00 PM,12.05,144.11,29.73,24.06960909
03/07/2020,02:20:00 PM,8.4,105.68,28.37,23.36269545
03/07/2020,02:25:00 PM,7.94,94.81,26.57,22.99563864
03/07/2020,02:30:00 PM,10.82,130.9,25.48,22.66488636
03/07/2020,02:35:00 PM,16.91,211.03,26.8,22.30119318
03/07/2020,02:40:00 PM,19.52,209.16,27.22,22.00766364
03/07/2020,02:45:00 PM,11.93,139.79,26.09,21.53766136
03/07/2020,02:50:00 PM,9.13,107.3,25.73,21.09667727
03/07/2020,02:55:00 PM,7.98,89.83,25.06,20.86203182
03/07/2020,03:00:00 PM,7.36,84.42,23.63,20.81911136
03/07/2020,03:05:00 PM,7.34,78.53,22.76,20.88856364
03/07/2020,03:10:00 PM,9.12,94.88,22.96,20.87492273
03/07/2020,03:15:00 PM,8.74,97.09,23.24,20.69780682
03/07/2020,03:20:00 PM,5.36,76.69,23.4,20.46435455
03/07/2020,03:25:00 PM,4.63,66.35,22.91,20.27790455
03/07/2020,03:30:00 PM,4,58.6,22.61,20.18033864
03/07/2020,03:35:00 PM,4.42,62.7,22.31,20.06244091
03/07/2020,03:40:00 PM,4.44,64.66,21.7,19.98717273
03/07/2020,03:45:00 PM,4.74,70.93,21.98,19.91491591
03/07/2020,03:50:00 PM,3.55,55.09,21.88,19.73896364
03/07/2020,03:55:00 PM,2.56,41.75,21.17,19.59261136
03/07/2020,04:00:00 PM,3.24,52.28,20.61,19.49528182
03/07/2020,04:05:00 PM,2.06,35.74,20.21,19.42425227
03/07/2020,04:10:00 PM,2.21,35.7,20.45,19.41544773
03/07/2020,04:15:00 PM,3.25,51.32,20.64,19.39055455
03/07/2020,04:20:00 PM,3.25,52.5,20.85,19.31218409
03/07/2020,04:25:00 PM,2.12,35.85,20.8,19.26245909
03/07/2020,04:30:00 PM,2.16,37.51,20.71,19.27455909
03/07/2020,04:35:00 PM,1.75,31.64,20.53,19.15172273
03/07/2020,04:40:00 PM,1.46,26.74,20.27,19.08585455
03/07/2020,04:45:00 PM,1.06,21,19.91,19.09894545
03/07/2020,04:50:00 PM,0.91,18.58,19.87,19.13121818
03/07/2020,04:55:00 PM,1.74,28.8,19.98,19.10393636
03/07/2020,05:00:00 PM,5.28,68.7,19.93,19.10064545
03/07/2020,05:05:00 PM,5.14,67.84,20.77,19.08471136
03/07/2020,05:10:00 PM,4.08,60.12,21.07,19.05126591
03/07/2020,05:15:00 PM,3.29,50.5,21.14,19.00813864
03/07/2020,05:20:00 PM,2.57,42.93,20.73,18.92246364
03/07/2020,05:25:00 PM,1.26,24.47,20.25,18.85161136
03/07/2020,05:30:00 PM,0.44,12.11,19.72,18.87284091
03/07/2020,05:35:00 PM,0.31,10.06,19.36,18.80842273
03/07/2020,05:40:00 PM,0.24,8.52,19.03,18.68790455
03/07/2020,05:45:00 PM,0.18,7.27,18.56,18.53469545
03/07/2020,05:50:00 PM,0.18,7.55,18.51,18.41877273
03/07/2020,05:55:00 PM,0.1,6.13,18.13,18.31034091
03/07/2020,06:00:00 PM,0.02,4.72,18.01,18.20759318
03/07/2020,06:05:00 PM,0,3.68,17.91,18.113275
03/07/2020,06:10:00 PM,0,1.74,17.87,18.03440682
03/07/2020,06:15:00 PM,0,1.55,18.11,17.96366364
03/07/2020,06:20:00 PM,0,1.17,18.3,17.87468636
03/07/2020,06:25:00 PM,0,1.04,18.23,17.81424091
03/07/2020,06:30:00 PM,x,1.06,18.03,17.76326591
03/07/2020,06:35:00 PM,x,1.06,17.92,17.7274
03/07/2020,06:40:00 PM,x,1.06,17.58,17.70580227
03/07/2020,06:45:00 PM,x,1.05,17.32,17.66000682
03/07/2020,06:50:00 PM,x,1.05,17.3,17.57581591
03/07/2020,06:55:00 PM,x,1.05,17.33,17.50760455
03/07/2020,07:00:00 PM,x,1.05,17.43,17.47217955
03/07/2020,07:05:00 PM,x,1.05,17.61,17.45766364
03/07/2020,07:10:00 PM,x,1.05,17.59,17.47223864
03/07/2020,07:15:00 PM,x,1.05,17.37,17.49951136
03/07/2020,07:20:00 PM,x,1.05,17.48,17.50496591
03/07/2020,07:25:00 PM,x,1.05,17.64,17.48132955
03/07/2020,07:30:00 PM,x,1.05,17.76,17.45405682
03/07/2020,07:35:00 PM,x,1.05,17.74,17.41314773
03/07/2020,07:40:00 PM,x,1.05,17.62,17.38317727
03/07/2020,07:45:00 PM,x,1.05,17.36,17.37957045
03/07/2020,07:50:00 PM,x,1.05,17.07,17.36687273
03/07/2020,07:55:00 PM,x,1.05,17.13,17.31599318
03/07/2020,08:00:00 PM,x,1.05,17.16,17.23693182
03/07/2020,08:05:00 PM,x,1.04,17.26,17.14608182
03/07/2020,08:10:00 PM,x,1.04,17.33,17.04250455
03/07/2020,08:15:00 PM,x,1.04,17.34,16.9362
03/07/2020,08:20:00 PM,x,1.04,17.08,16.85080455
03/07/2020,08:25:00 PM,x,1.04,16.89,16.76086364
03/07/2020,08:30:00 PM,x,1.03,16.74,16.67092273
03/07/2020,08:35:00 PM,x,1.03,16.48,16.56095227
03/07/2020,08:40:00 PM,x,1.03,16.19,16.41098182
03/07/2020,08:45:00 PM,x,1.03,16.13,16.24101136
03/07/2020,08:50:00 PM,x,1.03,16.14,16.08467727
03/07/2020,08:55:00 PM,x,1.03,16.17,15.96016136
03/07/2020,09:00:00 PM,x,1.03,16.05,15.856525
03/07/2020,09:05:00 PM,x,1.03,15.68,15.766525
03/07/2020,09:10:00 PM,x,1.03,15.47,15.68834318
03/07/2020,09:15:00 PM,x,1.03,15.36,15.60197955
03/07/2020,09:20:00 PM,x,1.03,15.52,15.54107045
03/07/2020,09:25:00 PM,x,1.03,15.6,15.466525
03/07/2020,09:30:00 PM,x,1.03,15.49,15.38925227
03/07/2020,09:35:00 PM,x,1.03,15.33,15.33379773
03/07/2020,09:40:00 PM,x,1.03,15.18,15.28288864
03/07/2020,09:45:00 PM,x,1.03,15.47,15.22379773
03/07/2020,09:50:00 PM,x,1.03,15.35,15.13291818
03/07/2020,09:55:00 PM,x,1.03,15.2,15.01931136
03/07/2020,10:00:00 PM,x,1.03,15.07,14.90934091
03/07/2020,10:05:00 PM,x,1.03,14.91,14.80755227
03/07/2020,10:10:00 PM,x,1.03,14.71,14.70667273
03/07/2020,10:15:00 PM,x,1.02,14.52,14.57124773
03/07/2020,10:20:00 PM,x,1.02,14.35,14.43127727
03/07/2020,10:25:00 PM,x,1.02,14.28,14.30403409
03/07/2020,10:30:00 PM,x,1.02,14.21,14.19221591
03/07/2020,10:35:00 PM,x,1.02,14.07,14.10588182
03/07/2020,10:40:00 PM,x,1.02,13.98,14.03315455
03/07/2020,10:45:00 PM,x,1.02,13.81,13.96860909
03/07/2020,10:50:00 PM,x,1.02,13.8,13.9177
03/07/2020,10:55:00 PM,x,1.03,13.84,13.88679091
03/07/2020,11:00:00 PM,x,1.02,13.96,13.88406364
03/07/2020,11:05:00 PM,x,1.03,13.91,13.90857955
03/07/2020,11:10:00 PM,x,1.02,13.81,13.94857955
03/07/2020,11:15:00 PM,x,1.02,13.79,13.99855
03/07/2020,11:20:00 PM,x,1.02,13.94,14.03761136
03/07/2020,11:25:00 PM,x,1.02,14.18,14.06852045
03/07/2020,11:30:00 PM,x,1.03,14.34,14.09124773
03/07/2020,11:35:00 PM,x,1.02,14.42,14.113975
03/07/2020,11:40:00 PM,x,1.03,14.36,14.15579318
03/07/2020,11:45:00 PM,x,1.03,14.23,14.19758182
03/07/2020,11:50:00 PM,x,1.03,14.18,14.21121818
03/07/2020,11:55:00 PM,x,1.02,14.21,14.18576364
03/08/2020,12:00:00 AM,x,1.03,14.16,14.13215682
03/08/2020,12:05:00 AM,x,1.02,14.27,14.06033864
03/08/2020,12:10:00 AM,x,1.03,14.25,13.98218636
03/08/2020,12:15:00 AM,x,1.02,14.09,13.89860909
03/08/2020,12:20:00 AM,x,1.02,13.9,13.81048636
03/08/2020,12:25:00 AM,x,1.02,13.75,13.72597045
03/08/2020,12:30:00 AM,x,1.02,13.63,13.64239318
03/08/2020,12:35:00 AM,x,1.02,13.5,13.54151364
03/08/2020,12:40:00 AM,x,1.01,13.31,13.44793636
03/08/2020,12:45:00 AM,x,1.01,13.21,13.36978409
03/08/2020,12:50:00 AM,x,1.01,13.28,13.29526818
03/08/2020,12:55:00 AM,x,1.01,13.24,13.22529773
03/08/2020,01:00:00 AM,x,1.01,13.16,13.16987273
03/08/2020,01:05:00 AM,x,1.01,13.22,13.15808409
03/08/2020,01:10:00 AM,x,1.01,13.23,13.15808409
03/08/2020,01:15:00 AM,x,1.01,13.08,13.15535682
03/08/2020,01:20:00 AM,x,1.01,12.98,13.137175
03/08/2020,01:25:00 AM,x,1.01,13.02,13.12353864
03/08/2020,01:30:00 AM,x,1.01,13.37,13.10081136
03/08/2020,01:35:00 AM,x,1.01,13.31,13.06172045
03/08/2020,01:40:00 AM,x,1.01,13.18,13.01353864
03/08/2020,01:45:00 AM,x,1.01,13.08,12.97356818
03/08/2020,01:50:00 AM,x,1.01,13.09,12.94359773
03/08/2020,01:55:00 AM,x,1.01,12.91,12.91453636
03/08/2020,02:00:00 AM,x,1.01,12.79,12.85365682
03/08/2020,02:05:00 AM,x,1.01,12.7,12.79277727
03/08/2020,02:10:00 AM,x,1,12.64,12.74371591
03/08/2020,02:15:00 AM,x,1,12.65,12.69829091
03/08/2020,02:20:00 AM,x,1,12.7,12.65013864
03/08/2020,02:25:00 AM,x,1,12.7,12.62925909
03/08/2020,02:30:00 AM,x,1,12.64,12.62837955
03/08/2020,02:35:00 AM,x,1,12.64,12.64568182
03/08/2020,02:40:00 AM,x,1,12.58,12.69204545
03/08/2020,02:45:00 AM,x,1,12.56,12.77931818
03/08/2020,02:50:00 AM,x,1,12.68,12.89019773
03/08/2020,02:55:00 AM,x,1,12.78,13.01289545
03/08/2020,03:00:00 AM,x,1,12.89,13.15832045
03/08/2020,03:05:00 AM,x,1,13.15,13.32010909
03/08/2020,03:10:00 AM,x,1,13.61,13.50192727
03/08/2020,03:15:00 AM,x,1.01,13.92,13.68917045
03/08/2020,03:20:00 AM,x,1.01,14.05,13.86459545
03/08/2020,03:25:00 AM,x,1.01,14.24,14.01732273
03/08/2020,03:30:00 AM,x,1.01,14.42,14.13732273
03/08/2020,03:35:00 AM,x,1,14.58,14.22459545
03/08/2020,03:40:00 AM,x,1.01,14.62,14.26641364
03/08/2020,03:45:00 AM,x,1.01,14.61,14.274625
03/08/2020,03:50:00 AM,x,1,14.46,14.28192727
03/08/2020,03:55:00 AM,x,1,14.21,14.27650227
03/08/2020,04:00:00 AM,x,1,14.11,14.24925909
03/08/2020,04:05:00 AM,x,1,14.07,14.20198636
03/08/2020,04:10:00 AM,x,1,14.01,14.15747045
03/08/2020,04:15:00 AM,x,1,14.13,14.11477273
03/08/2020,04:20:00 AM,x,1,14.18,14.08204545
03/08/2020,04:25:00 AM,x,1,14.12,14.07659091
03/08/2020,04:30:00 AM,x,1,14.06,14.08477273
03/08/2020,04:35:00 AM,x,1,14.13,14.08568182
03/08/2020,04:40:00 AM,x,1,14.14,14.06386364
03/08/2020,04:45:00 AM,x,1,14.1,14.01752955
03/08/2020,04:50:00 AM,x,1,14.15,13.962075
03/08/2020,04:55:00 AM,x,1,14.2,13.90301364
03/08/2020,05:00:00 AM,x,1,14.08,13.83665
03/08/2020,05:05:00 AM,x,1,13.77,13.73755909
03/08/2020,05:10:00 AM,x,0.99,13.62,13.61028636
03/08/2020,05:15:00 AM,x,1,13.57,13.47667955
03/08/2020,05:20:00 AM,x,0.99,13.47,13.32667955
03/08/2020,05:25:00 AM,x,1,13.33,13.161225
03/08/2020,05:30:00 AM,x,1,13.04,12.98565227
03/08/2020,05:35:00 AM,x,1,12.74,12.8262
03/08/2020,05:40:00 AM,x,0.99,12.63,12.67528636
03/08/2020,05:45:00 AM,x,1,12.5,12.52325909
03/08/2020,05:50:00 AM,x,1,12.38,12.36099091
03/08/2020,05:55:00 AM,x,1.04,12.15,12.19761818
03/08/2020,06:00:00 AM,0,1.43,12.03,12.04994773
03/08/2020,06:05:00 AM,0,2.53,12.01,11.93513182
03/08/2020,06:10:00 AM,0,3.84,11.99,11.86456591
03/08/2020,06:15:00 AM,0.04,5.45,11.83,11.83618182
03/08/2020,06:20:00 AM,0.13,7.68,11.75,11.82530909
03/08/2020,06:25:00 AM,0.44,13.75,11.83,11.88680682
03/08/2020,06:30:00 AM,0.97,22.63,12.18,11.95157273
03/08/2020,06:35:00 AM,1.21,26.72,12.69,11.99920227
03/08/2020,06:40:00 AM,1.57,31.53,13.18,12.01082955
03/08/2020,06:45:00 AM,2.68,48.68,13.81,12.01773182
03/08/2020,06:50:00 AM,3.4,59.61,14.73,12.02975682
03/08/2020,06:55:00 AM,2.87,48.74,14.28,12.08120682
03/08/2020,07:00:00 AM,3.61,59.64,14.39,12.14292727
03/08/2020,07:05:00 AM,3.94,68.52,14.22,12.16668864
03/08/2020,07:10:00 AM,4.36,76.96,14.23,12.15233182
03/08/2020,07:15:00 AM,4.66,83.61,14.35,11.952525
03/08/2020,07:20:00 AM,4.57,82.49,14.63,11.75347955
03/08/2020,07:25:00 AM,4.76,85.74,14.91,11.99486364
03/08/2020,07:30:00 AM,5.11,90.37,15.02,12.51804318
03/08/2020,07:35:00 AM,5.72,97.62,15.17,13.13189773
03/08/2020,07:40:00 AM,8.65,205.23,16.7,13.54264318
03/08/2020,07:45:00 AM,17,356.21,22.18,13.80467727
03/08/2020,07:50:00 AM,16.45,313.81,25.55,14.10420455
03/08/2020,07:55:00 AM,14.21,252.41,26.41,14.51177955
03/08/2020,08:00:00 AM,11.93,198.6,25.2,15.13078409
03/08/2020,08:05:00 AM,14.62,244.4,24.19,15.54830682
03/08/2020,08:10:00 AM,21.3,364.46,26.36,16.16901136
03/08/2020,08:15:00 AM,25.18,438.65,29.5,16.74319773
03/08/2020,08:20:00 AM,26.51,465.33,31.73,17.1407
03/08/2020,08:25:00 AM,25.49,455.63,33.7,16.95337727
03/08/2020,08:30:00 AM,31.13,552.92,34.56,17.19199773
03/08/2020,08:35:00 AM,33.25,594.53,36.18,18.17381136
03/08/2020,08:40:00 AM,35.29,625.87,37.26,19.45454545
03/08/2020,08:45:00 AM,32.62,578.04,38.51,20.46998636
03/08/2020,08:50:00 AM,41.45,741.35,40.24,20.86077727
03/08/2020,08:55:00 AM,40.06,719.99,44.77,21.07633636
03/08/2020,09:00:00 AM,29.04,513.94,43.75,20.951225
03/08/2020,09:05:00 AM,23.81,373.75,40.75,19.96974318
03/08/2020,09:10:00 AM,16.66,271.27,35.23,20.69393864
03/08/2020,09:15:00 AM,21.94,385.37,33.43,21.279525
03/08/2020,09:20:00 AM,13.8,208.21,28.03,21.77869091
03/08/2020,09:25:00 AM,19.79,330.65,25.96,21.83427727
03/08/2020,09:30:00 AM,56.48,928.57,36.24,21.48566591
03/08/2020,09:35:00 AM,31.27,516.45,41.67,20.906275
03/08/2020,09:40:00 AM,19.54,301.38,35.96,20.36512955
03/08/2020,09:45:00 AM,21.5,325.94,32.23,19.43678864
