Fecha,ora,Potencia [kW],Insolación [W/m²],Temperatura de modulos [°C],Temperatura ambiente [°C]
03/08/2020,09:50:00 AM,18.2,287.33,31.32,18.68095682
03/08/2020,09:55:00 AM,12.74,189.47,29.37,19.52047955
03/08/2020,10:00:00 AM,10.61,163.39,27.54,20.67157955
03/08/2020,10:05:00 AM,12.4,195.35,26.81,20.40152955
03/08/2020,10:10:00 AM,37.69,603.27,30.3,21.22367955
03/08/2020,10:15:00 AM,58.02,972.03,44.54,21.48763636
03/08/2020,10:20:00 AM,38.35,664.35,46.04,22.02522955
03/08/2020,10:25:00 AM,57.56,971.89,50.31,21.23307045
03/08/2020,10:30:00 AM,56.83,981.39,53.81,21.16814091
03/08/2020,10:35:00 AM,34.49,568.96,53.7,21.87363182
03/08/2020,10:40:00 AM,35.53,583.37,43.5,23.35836591
03/08/2020,10:45:00 AM,33.49,548.76,45.73,24.01499318
03/08/2020,10:50:00 AM,65.52,1112.97,50.67,23.72336364
03/08/2020,10:55:00 AM,66.11,1123.52,58.03,24.71676364
03/08/2020,11:00:00 AM,59.71,999.03,60.69,25.64818864
03/08/2020,11:05:00 AM,37.07,609.36,46.83,25.11031591
03/08/2020,11:10:00 AM,55.2,918.71,50.03,25.51737727
03/08/2020,11:15:00 AM,51.59,874.44,49.66,25.33580227
03/08/2020,11:20:00 AM,44.02,715.97,52.92,26.36176591
03/08/2020,11:25:00 AM,29.56,456.6,47,26.81676136
03/08/2020,11:30:00 AM,28.04,436.24,43.47,26.62874318
03/08/2020,11:35:00 AM,21.49,316.98,39.32,26.40961818
03/08/2020,11:40:00 AM,24.94,356.37,37.48,26.66964091
03/08/2020,11:45:00 AM,23.86,352.49,37.24,26.85211591
03/08/2020,11:50:00 AM,19.51,295.06,36.11,25.35302955
03/08/2020,11:55:00 AM,17.26,259.59,34.59,24.80494091
03/08/2020,12:00:00 PM,19.28,278.91,33.68,25.12572045
03/08/2020,12:05:00 PM,26.68,383.01,35.48,25.04435909
03/08/2020,12:10:00 PM,32.34,469.91,38.52,24.94013864
03/08/2020,12:15:00 PM,55.74,922.43,43.14,24.72845909
03/08/2020,12:20:00 PM,50.17,771.03,51.19,24.40038636
03/08/2020,12:25:00 PM,22.61,302.13,42.64,24.08594091
03/08/2020,12:30:00 PM,16.49,220.21,35.28,23.79676591
03/08/2020,12:35:00 PM,16.44,216.26,31.78,23.56208636
03/08/2020,12:40:00 PM,18.65,243.52,31.37,23.24253636
03/08/2020,12:45:00 PM,15.48,194.1,29.22,23.816725
03/08/2020,12:50:00 PM,9.79,121.71,26.65,23.18157955
03/08/2020,12:55:00 PM,7.52,89.4,24.34,21.8922
03/08/2020,01:00:00 PM,7.1,82.44,23.13,21.03098636
03/08/2020,01:05:00 PM,5.8,69.45,21.99,20.46287045
03/08/2020,01:10:00 PM,5.04,61.32,21.47,20.03200455
03/08/2020,01:15:00 PM,4.82,58.31,21.04,19.67725909
03/08/2020,01:20:00 PM,5.2,61.92,20.65,19.38605227
03/08/2020,01:25:00 PM,4.98,59.39,20.58,19.27066818
03/08/2020,01:30:00 PM,5.1,63.93,20.58,19.27465909
03/08/2020,01:35:00 PM,5.16,74.89,21.15,19.29157727
03/08/2020,01:40:00 PM,4.73,73.86,21.41,19.27841591
03/08/2020,01:45:00 PM,4.07,64.58,21.59,19.19216364
03/08/2020,01:50:00 PM,2.81,47.53,21.71,18.95921818
03/08/2020,01:55:00 PM,1.39,26.32,21.35,18.6486
03/08/2020,02:00:00 PM,0.82,17.57,20.49,18.30412045
03/08/2020,02:05:00 PM,0.61,14.39,19.8,17.87222727
03/08/2020,02:10:00 PM,0.64,14.58,18.67,17.43490909
03/08/2020,02:15:00 PM,0.72,15.84,16.59,16.88098636
03/08/2020,02:20:00 PM,0.78,16.83,15.78,16.28237727
03/08/2020,02:25:00 PM,1.24,23.6,15.48,15.64107955
03/08/2020,02:30:00 PM,1.91,34.3,15.08,14.99685
03/08/2020,02:35:00 PM,1.1,21.26,14.89,14.41250455
03/08/2020,02:40:00 PM,2.27,37.6,14.62,13.89685682
03/08/2020,02:45:00 PM,2.78,44.29,15.02,13.69795909
03/08/2020,02:50:00 PM,2.81,43.99,14.87,13.69688864
03/08/2020,02:55:00 PM,3.66,56.54,14.67,13.76519773
03/08/2020,03:00:00 PM,3.88,58.63,14.81,13.86881136
03/08/2020,03:05:00 PM,5.94,86.03,15.32,13.89654545
03/08/2020,03:10:00 PM,4.7,68.39,16.11,13.98170227
03/08/2020,03:15:00 PM,2.21,37.5,16.44,14.02861364
03/08/2020,03:20:00 PM,1.37,24.48,16.26,14.071175
03/08/2020,03:25:00 PM,1.54,26,15.95,14.17041364
03/08/2020,03:30:00 PM,1.37,22.95,15.25,14.24606818
03/08/2020,03:35:00 PM,0.84,16.47,14.87,14.34839545
03/08/2020,03:40:00 PM,0.58,12.72,14.51,14.33845
03/08/2020,03:45:00 PM,0.36,10.2,14.24,14.17522727
03/08/2020,03:50:00 PM,0.24,8.49,14.2,14.00265
03/08/2020,03:55:00 PM,0.36,10.87,14.09,13.87194091
03/08/2020,04:00:00 PM,0.73,17.55,14.22,13.77158182
03/08/2020,04:05:00 PM,0.77,17.91,14.36,13.67953409
03/08/2020,04:10:00 PM,1.03,21.36,14.12,13.60534091
03/08/2020,04:15:00 PM,1.38,25.66,14.4,13.48759318
03/08/2020,04:20:00 PM,1.42,26.24,14.52,13.36031818
03/08/2020,04:25:00 PM,1.88,32.61,14.46,13.24668182
03/08/2020,04:30:00 PM,2.42,40.24,14.63,13.14491136
03/08/2020,04:35:00 PM,3.67,55.37,15.08,13.14435
03/08/2020,04:40:00 PM,5.98,85.13,15.38,13.24884318
03/08/2020,04:45:00 PM,7.37,107.26,16.01,13.36769318
03/08/2020,04:50:00 PM,7.49,110.87,16.09,13.49480455
03/08/2020,04:55:00 PM,7.39,107.38,16.02,13.67199545
03/08/2020,05:00:00 PM,5.34,78.1,16.31,13.87934545
03/08/2020,05:05:00 PM,4.07,61.07,16.56,14.08278636
03/08/2020,05:10:00 PM,3.48,51.28,16.54,14.32150909
03/08/2020,05:15:00 PM,2.33,38.91,16.33,14.55633864
03/08/2020,05:20:00 PM,1.82,32.33,16.4,14.79248409
03/08/2020,05:25:00 PM,1.44,26.06,16.45,15.04449318
03/08/2020,05:30:00 PM,1.12,21.59,16.22,15.1958
03/08/2020,05:35:00 PM,0.84,17.87,15.82,15.25893864
03/08/2020,05:40:00 PM,0.54,13.01,15.53,15.29660909
03/08/2020,05:45:00 PM,0.26,8.79,15.37,15.29651818
03/08/2020,05:50:00 PM,0.13,6.7,15.52,15.26101364
03/08/2020,05:55:00 PM,0.06,5.35,15.61,15.20387955
03/08/2020,06:00:00 PM,0,3.7,15.39,15.16741136
03/08/2020,06:05:00 PM,0,2.53,15.37,15.16262045
03/08/2020,06:10:00 PM,0,1.71,15.12,15.15983409
03/08/2020,06:15:00 PM,0,1.27,15,15.159125
03/08/2020,06:20:00 PM,0,1.09,15.01,15.15769545
03/08/2020,06:25:00 PM,0,1.01,15.15,15.12773182
03/08/2020,06:30:00 PM,0,1.03,15.22,15.08562045
03/08/2020,06:35:00 PM,x,1.03,15.11,15.03277955
03/08/2020,06:40:00 PM,x,1.03,15.11,14.99751591
03/08/2020,06:45:00 PM,x,1.03,15.32,14.97095227
03/08/2020,06:50:00 PM,x,1.03,15.14,14.94206818
03/08/2020,06:55:00 PM,x,1.03,14.84,14.89840227
03/08/2020,07:00:00 PM,x,1.03,14.74,14.83570455
03/08/2020,07:05:00 PM,x,1.03,14.71,14.78209773
03/08/2020,07:10:00 PM,x,1.03,14.7,14.74485455
03/08/2020,07:15:00 PM,x,1.02,14.69,14.70215682
03/08/2020,07:20:00 PM,x,1.02,14.67,14.68579318
03/08/2020,07:25:00 PM,x,1.02,14.53,14.673975
03/08/2020,07:30:00 PM,x,1.02,14.52,14.643975
03/08/2020,07:35:00 PM,x,1.02,14.7,14.59673182
03/08/2020,07:40:00 PM,x,1.02,14.85,14.55403409
03/08/2020,07:45:00 PM,x,1.03,14.96,14.52403409
03/08/2020,07:50:00 PM,x,1.03,14.71,14.49767045
03/08/2020,07:55:00 PM,x,1.03,14.41,14.48948864
03/08/2020,08:00:00 PM,x,1.02,14.19,14.46676136
03/08/2020,08:05:00 PM,x,1.02,14.23,14.41948864
03/08/2020,08:10:00 PM,x,1.02,14.36,14.34948864
03/08/2020,08:15:00 PM,x,1.02,14.38,14.26224545
03/08/2020,08:20:00 PM,x,1.02,14.44,14.19685
03/08/2020,08:25:00 PM,x,1.02,14.27,14.15597045
03/08/2020,08:30:00 PM,x,1.02,14.18,14.13051591
03/08/2020,08:35:00 PM,x,1.02,14.08,14.09324318
03/08/2020,08:40:00 PM,x,1.02,14,14.04597045
03/08/2020,08:45:00 PM,x,1.01,13.99,14.00960682
03/08/2020,08:50:00 PM,x,1.02,13.96,13.95960682
03/08/2020,08:55:00 PM,x,1.02,13.91,13.91415227
03/08/2020,09:00:00 PM,x,1.02,13.82,13.86233409
03/08/2020,09:05:00 PM,x,1.02,13.84,13.81327273
03/08/2020,09:10:00 PM,x,1.02,13.98,13.77418182
03/08/2020,09:15:00 PM,x,1.02,13.89,13.74506136
03/08/2020,09:20:00 PM,x,1.02,13.77,13.75324318
03/08/2020,09:25:00 PM,x,1.02,13.61,13.77778864
03/08/2020,09:30:00 PM,x,1.01,13.54,13.81506136
03/08/2020,09:35:00 PM,x,1.02,13.57,13.84778864
03/08/2020,09:40:00 PM,x,1.02,13.67,13.86960682
03/08/2020,09:45:00 PM,x,1.02,14.05,13.901425
03/08/2020,09:50:00 PM,x,1.02,14.18,13.94415227
03/08/2020,09:55:00 PM,x,1.02,14.23,14.00233409
03/08/2020,10:00:00 PM,x,1.02,14.2,14.06594091
03/08/2020,10:05:00 PM,x,1.02,14.22,14.12139545
03/08/2020,10:10:00 PM,x,1.02,14.24,14.15866818
03/08/2020,10:15:00 PM,x,1.02,14.24,14.15866818
03/08/2020,10:20:00 PM,x,1.02,14.25,14.13685
03/08/2020,10:25:00 PM,x,1.02,14.24,14.10594091
03/08/2020,10:30:00 PM,x,1.02,14.18,14.07321364
03/08/2020,10:35:00 PM,x,1.02,14.08,14.04503182
03/08/2020,10:40:00 PM,x,1.02,14.05,14.01048636
03/08/2020,10:45:00 PM,x,1.02,13.94,13.97866818
03/08/2020,10:50:00 PM,x,1.02,13.89,13.94775909
03/08/2020,10:55:00 PM,x,1.02,13.84,13.91412273
03/08/2020,11:00:00 PM,x,1.02,13.91,13.88685
03/08/2020,11:05:00 PM,x,1.02,13.86,13.87139545
03/08/2020,11:10:00 PM,x,1.02,13.89,13.86866818
03/08/2020,11:15:00 PM,x,1.02,13.91,13.87775909
03/08/2020,11:20:00 PM,x,1.02,13.87,13.86957727
03/08/2020,11:25:00 PM,x,1.02,13.88,13.84597045
03/08/2020,11:30:00 PM,x,1.02,13.91,13.81690909
03/08/2020,11:35:00 PM,x,1.02,14.02,13.80966591
03/08/2020,11:40:00 PM,x,1.02,14.04,13.78969545
03/08/2020,11:45:00 PM,x,1.02,13.8,13.75517955
03/08/2020,11:50:00 PM,x,1.01,13.58,13.72523864
03/08/2020,11:55:00 PM,x,1.01,13.59,13.70347955
03/09/2020,12:00:00 AM,x,1.01,13.78,13.68990227
03/09/2020,12:05:00 AM,x,1.01,13.67,13.67629545
03/09/2020,12:10:00 AM,x,1.01,13.53,13.66453636
03/09/2020,12:15:00 AM,x,1,13.54,13.67914091
03/09/2020,12:20:00 AM,x,1,13.64,13.71641364
03/09/2020,12:25:00 AM,x,1,13.76,13.75914091
03/09/2020,12:30:00 AM,x,1.01,13.87,13.78186818
03/09/2020,12:35:00 AM,x,1,13.91,13.82641364
03/09/2020,12:40:00 AM,x,1,13.96,13.88368636
03/09/2020,12:45:00 AM,x,1.01,13.99,13.92911136
03/09/2020,12:50:00 AM,x,1.01,14.06,13.95726364
03/09/2020,12:55:00 AM,x,1.01,14.03,13.97996136
03/09/2020,01:00:00 AM,x,1.01,14.16,13.996325
03/09/2020,01:05:00 AM,x,1.01,14.16,14.006325
03/09/2020,01:10:00 AM,x,1.01,14.04,14.00629545
03/09/2020,01:15:00 AM,x,1.01,13.95,14.00541591
03/09/2020,01:20:00 AM,x,1.01,14.01,13.99450682
03/09/2020,01:25:00 AM,x,1.01,14.05,13.97362727
03/09/2020,01:30:00 AM,x,1,14.02,13.93002045
03/09/2020,01:35:00 AM,x,1.01,13.96,13.86459545
03/09/2020,01:40:00 AM,x,1,13.98,13.79826136
03/09/2020,01:45:00 AM,x,1.01,13.94,13.74647273
03/09/2020,01:50:00 AM,x,1,13.8,13.69107727
03/09/2020,01:55:00 AM,x,1,13.68,13.63110682
03/09/2020,02:00:00 AM,x,1,13.44,13.55840909
03/09/2020,02:05:00 AM,x,1,13.31,13.46755909
03/09/2020,02:10:00 AM,x,1,13.38,13.34665
03/09/2020,02:15:00 AM,x,0.99,13.4,13.21304318
03/09/2020,02:20:00 AM,x,1,13.39,13.08855682
03/09/2020,02:25:00 AM,x,0.99,13.22,12.99401136
03/09/2020,02:30:00 AM,x,0.99,12.96,12.90937727
03/09/2020,02:35:00 AM,x,1,12.65,12.80477273
03/09/2020,02:40:00 AM,x,1,12.47,12.66201591
03/09/2020,02:45:00 AM,x,0.98,12.43,12.49922955
03/09/2020,02:50:00 AM,x,1,12.64,12.32829091
03/09/2020,02:55:00 AM,x,1.03,12.51,12.19005
03/09/2020,03:00:00 AM,x,1.02,12.16,12.07908182
03/09/2020,03:05:00 AM,x,1.01,11.81,12.00814318
03/09/2020,03:10:00 AM,x,1.01,11.61,11.92993182
03/09/2020,03:15:00 AM,x,1.01,11.51,11.86893409
03/09/2020,03:20:00 AM,x,1.01,11.7,11.79345
03/09/2020,03:25:00 AM,x,1.01,11.74,11.73987273
03/09/2020,03:30:00 AM,x,1.01,11.87,11.74353864
03/09/2020,03:35:00 AM,x,1.01,11.61,11.80535682
03/09/2020,03:40:00 AM,x,1.01,11.76,11.88172045
03/09/2020,03:45:00 AM,x,1.01,11.81,11.93353864
03/09/2020,03:50:00 AM,x,1.01,11.92,11.95902273
03/09/2020,03:55:00 AM,x,1.01,12.2,11.99265909
03/09/2020,04:00:00 AM,x,1.01,12.49,12.00265909
03/09/2020,04:05:00 AM,x,1.01,12.45,12.04538636
03/09/2020,04:10:00 AM,x,1.01,12.08,12.09450682
03/09/2020,04:15:00 AM,x,1,11.98,12.14905227
03/09/2020,04:20:00 AM,x,1.01,12.11,12.20905227
03/09/2020,04:25:00 AM,x,1.01,11.98,12.26450682
03/09/2020,04:30:00 AM,x,1.01,12.08,12.30359773
03/09/2020,04:35:00 AM,x,1,12.3,12.34359773
03/09/2020,04:40:00 AM,x,1.01,12.41,12.416325
03/09/2020,04:45:00 AM,x,1.01,12.58,12.47902273
03/09/2020,04:50:00 AM,x,1.01,12.81,12.49723409
03/09/2020,04:55:00 AM,x,1.01,12.92,12.5009
03/09/2020,05:00:00 AM,x,1.01,12.89,12.48456591
03/09/2020,05:05:00 AM,x,1.01,12.88,12.47365682
03/09/2020,05:10:00 AM,x,1.01,12.67,12.47550455
03/09/2020,05:15:00 AM,x,1,12.31,12.44280682
03/09/2020,05:20:00 AM,x,1,12.02,12.35647273
03/09/2020,05:25:00 AM,x,1,11.9,12.24468409
03/09/2020,05:30:00 AM,x,1,12.18,12.13005
03/09/2020,05:35:00 AM,x,1,12.43,12.01558636
03/09/2020,05:40:00 AM,x,1,12.22,11.91195909
03/09/2020,05:45:00 AM,x,1,11.86,11.83113636
03/09/2020,05:50:00 AM,x,1,11.69,11.76081136
03/09/2020,05:55:00 AM,x,1.04,11.63,11.68845227
03/09/2020,06:00:00 AM,0,1.29,11.63,11.59493864
03/09/2020,06:05:00 AM,0,1.93,11.56,11.48662955
03/09/2020,06:10:00 AM,0.01,3.74,11.51,11.41075909
03/09/2020,06:15:00 AM,0.24,9.11,11.51,11.39856818
03/09/2020,06:20:00 AM,0.67,16.26,11.6,11.43146818
03/09/2020,06:25:00 AM,0.85,19.42,11.75,11.4916
03/09/2020,06:30:00 AM,1.14,24.12,11.99,11.55475909
03/09/2020,06:35:00 AM,1.63,31.91,12.39,11.58741136
03/09/2020,06:40:00 AM,2.36,43.28,13.1,11.71399773
03/09/2020,06:45:00 AM,3.66,62.48,14.05,11.95654773
03/09/2020,06:50:00 AM,5.18,84.38,15,12.23821364
03/09/2020,06:55:00 AM,6.64,102.99,15.63,12.48633182
03/09/2020,07:00:00 AM,8.51,133.34,16.19,12.72624091
03/09/2020,07:05:00 AM,8.7,140.28,17.34,12.975975
03/09/2020,07:10:00 AM,8.5,137.17,18.34,13.16278864
03/09/2020,07:15:00 AM,8.36,133.85,18.52,13.14273409
03/09/2020,07:20:00 AM,7.97,128.98,18.04,13.00743864
03/09/2020,07:25:00 AM,7.68,126.92,17.97,13.06750682
03/09/2020,07:30:00 AM,6.76,116,17.87,13.51085227
03/09/2020,07:35:00 AM,6.91,118.82,17.61,13.95642045
03/09/2020,07:40:00 AM,9.95,204.96,18.46,14.664175
03/09/2020,07:45:00 AM,18.5,386.48,23.33,15.03950682
03/09/2020,07:50:00 AM,21.13,419.89,26.59,14.82318864
03/09/2020,07:55:00 AM,19.18,371.9,28.82,15.056025
03/09/2020,08:00:00 AM,20.84,405.78,30.87,15.42118636
03/09/2020,08:05:00 AM,12.61,237.93,29.4,15.64320909
03/09/2020,08:10:00 AM,15.3,275.43,27.25,15.87785
03/09/2020,08:15:00 AM,30.5,541.58,29.07,16.26933636
03/09/2020,08:20:00 AM,21.12,349.96,27.78,16.577825
03/09/2020,08:25:00 AM,12.56,197.33,24.53,16.59727955
03/09/2020,08:30:00 AM,12.14,185.52,22.22,16.51566364
03/09/2020,08:35:00 AM,13.38,196.62,20.77,16.01999773
03/09/2020,08:40:00 AM,12.97,186.9,21.15,15.84465682
03/09/2020,08:45:00 AM,12.24,173.94,21.99,16.13477955
03/09/2020,08:50:00 AM,12.59,180.7,22.82,15.80805
03/09/2020,08:55:00 AM,12.97,187.25,22.87,15.43170455
03/09/2020,09:00:00 AM,14.04,203.54,22.83,15.8926
03/09/2020,09:05:00 AM,15.96,236.93,24.07,16.62525227
03/09/2020,09:10:00 AM,21.67,332,25.45,16.92047045
03/09/2020,09:15:00 AM,31.39,495.93,28.93,16.25455455
03/09/2020,09:20:00 AM,39.18,635.17,34.62,17.03845455
03/09/2020,09:25:00 AM,31.49,490.14,37.19,17.41538864
03/09/2020,09:30:00 AM,27.82,428.03,36.35,17.98275455
03/09/2020,09:35:00 AM,34.98,562.98,36.62,18.68606136
03/09/2020,09:40:00 AM,58.39,988.25,41.13,18.83038636
03/09/2020,09:45:00 AM,31.25,523.38,42.58,20.28204773
03/09/2020,09:50:00 AM,26.21,463.98,36.01,21.48427727
03/09/2020,09:55:00 AM,26.59,429.97,36.43,21.09304773
03/09/2020,10:00:00 AM,21.43,342.58,35.24,21.04769091
03/09/2020,10:05:00 AM,42.65,732.69,40.06,21.52980682
03/09/2020,10:10:00 AM,25.82,439.06,43.05,22.26465
03/09/2020,10:15:00 AM,19.61,301.8,37.01,21.62562955
03/09/2020,10:20:00 AM,37.49,612.71,36.87,21.42266818
03/09/2020,10:25:00 AM,30.96,516.92,38.74,20.89085227
03/09/2020,10:30:00 AM,16.9,264.11,32.21,20.09282045
03/09/2020,10:35:00 AM,27.92,425.38,30.92,20.04679091
03/09/2020,10:40:00 AM,30.5,457.51,33.41,18.70501818
03/09/2020,10:45:00 AM,30.42,445.29,33.17,17.49482955
03/09/2020,10:50:00 AM,29.95,435.2,30.75,17.33904545
03/09/2020,10:55:00 AM,33.29,487.76,31.18,16.83477955
03/09/2020,11:00:00 AM,34.84,513.5,32.43,15.60752273
03/09/2020,11:05:00 AM,39.7,591.66,33.25,15.41415682
03/09/2020,11:10:00 AM,38.05,571.71,32.47,14.84641591
03/09/2020,11:15:00 AM,37.79,574.36,33.91,13.45239318
03/09/2020,11:20:00 AM,34.25,508.21,32.91,12.46870682
03/09/2020,11:25:00 AM,44.22,732.72,33.94,12.49975455
03/09/2020,11:30:00 AM,48.1,751.75,39.4,13.13712045
03/09/2020,11:35:00 AM,49.68,776.13,37.52,12.78409773
03/09/2020,11:40:00 AM,66.25,1160.19,41.07,13.90893636
03/09/2020,11:45:00 AM,72.5,1228.14,45.7,14.95794773
03/09/2020,11:50:00 AM,54.24,906.79,45.14,14.35999545
03/09/2020,11:55:00 AM,25.39,383.93,35.23,14.46393864
03/09/2020,12:00:00 PM,50.09,867.76,38.34,14.59856136
03/09/2020,12:05:00 PM,35.5,578.38,45.06,15.91552955
03/09/2020,12:10:00 PM,22.66,399.31,39.76,17.84691818
03/09/2020,12:15:00 PM,48.23,836.44,37,18.97442273
03/09/2020,12:20:00 PM,72.85,1226.77,51.14,18.65912955
03/09/2020,12:25:00 PM,72.92,1281.57,58.1,18.29936591
03/09/2020,12:30:00 PM,53.58,919.31,56.66,18.94697727
03/09/2020,12:35:00 PM,42.08,647.72,45.66,18.04830455
03/09/2020,12:40:00 PM,43.36,641.6,39.04,16.98353864
03/09/2020,12:45:00 PM,46.75,702.12,35.02,17.16644318
03/09/2020,12:50:00 PM,30.2,423.85,32.57,17.20885227
03/09/2020,12:55:00 PM,27.05,387.03,29.84,17.07865
03/09/2020,01:00:00 PM,27.74,376.7,28.62,16.17455909
03/09/2020,01:05:00 PM,27.88,376,27.29,15.00960682
03/09/2020,01:10:00 PM,34.5,476.38,27.31,15.37054773
03/09/2020,01:15:00 PM,42.74,590.57,30.93,17.002375
03/09/2020,01:20:00 PM,37.1,512.1,31.66,17.76243182
03/09/2020,01:25:00 PM,36.14,493.31,32.87,18.39117273
03/09/2020,01:30:00 PM,51.46,783.55,37.26,18.97207273
03/09/2020,01:35:00 PM,50.54,734.82,46.04,19.34426818
03/09/2020,01:40:00 PM,30.26,423.04,43.9,19.94980682
03/09/2020,01:45:00 PM,27.29,378.6,39.46,20.59689318
03/09/2020,01:50:00 PM,28.62,377.61,36.45,20.96615682
03/09/2020,01:55:00 PM,23.36,323.78,33.29,21.18476818
03/09/2020,02:00:00 PM,22.03,312.18,29.31,21.73833182
03/09/2020,02:05:00 PM,22.63,325.89,29.08,21.30871818
03/09/2020,02:10:00 PM,20.18,289.71,28.27,20.23102045
03/09/2020,02:15:00 PM,16.8,241.58,26.93,19.36865455
03/09/2020,02:20:00 PM,13.46,193.78,25.54,18.67873182
03/09/2020,02:25:00 PM,13.08,184.19,23.87,18.13121591
03/09/2020,02:30:00 PM,13.87,195.92,23.8,17.97263182
03/09/2020,02:35:00 PM,11.26,157.03,23.4,17.89578636
03/09/2020,02:40:00 PM,11.14,154.17,22.68,17.68516136
03/09/2020,02:45:00 PM,13.37,187.43,22.68,17.350875
03/09/2020,02:50:00 PM,13.64,192.17,22.99,17.11359091
03/09/2020,02:55:00 PM,12.12,174.47,23.09,16.95747955
03/09/2020,03:00:00 PM,11.04,157.13,22.75,16.87376818
03/09/2020,03:05:00 PM,14.2,195.46,22.89,16.89021818
03/09/2020,03:10:00 PM,19.37,261.8,23.91,16.99637727
03/09/2020,03:15:00 PM,14.59,203.63,23.25,17.16196818
03/09/2020,03:20:00 PM,14.17,200.72,22.69,17.34436136
03/09/2020,03:25:00 PM,13.7,199.33,22.99,17.52004773
03/09/2020,03:30:00 PM,9.08,135.77,22.89,17.67516136
03/09/2020,03:35:00 PM,7.54,111.47,22.46,17.88715455
03/09/2020,03:40:00 PM,8.42,125.23,22.48,18.16217727
03/09/2020,03:45:00 PM,7.9,119.36,22.63,18.28199545
03/09/2020,03:50:00 PM,6.79,103.93,22.73,18.43975227
03/09/2020,03:55:00 PM,5.77,88.63,22.23,18.58894545
03/09/2020,04:00:00 PM,5.98,90.17,21.8,18.56561591
03/09/2020,04:05:00 PM,7.46,112.1,22.07,18.48291136
03/09/2020,04:10:00 PM,8.68,129.23,22.15,18.46804545
03/09/2020,04:15:00 PM,8.75,130.71,22.15,18.46676591
03/09/2020,04:20:00 PM,8.34,122.68,22.14,18.44243409
03/09/2020,04:25:00 PM,7.16,105.82,21.66,18.429775
03/09/2020,04:30:00 PM,7.1,103.77,21.3,18.47498636
03/09/2020,04:35:00 PM,6.73,99.8,21.49,18.56681591
03/09/2020,04:40:00 PM,5.65,86.87,21.56,18.68071136
03/09/2020,04:45:00 PM,4.52,71.55,21.41,18.77132955
03/09/2020,04:50:00 PM,3.48,57.53,21.08,18.81968182
03/09/2020,04:55:00 PM,2.42,42.56,20.75,18.81324091
03/09/2020,05:00:00 PM,1.6,30.25,20.42,18.79122273
03/09/2020,05:05:00 PM,1.27,25.45,20.03,18.70456364
03/09/2020,05:10:00 PM,1.22,25.27,19.72,18.53535
03/09/2020,05:15:00 PM,0.79,18.93,19.3,18.31155909
03/09/2020,05:20:00 PM,0.4,12,18.54,18.08445455
03/09/2020,05:25:00 PM,0.43,11.53,18.06,17.85854091
03/09/2020,05:30:00 PM,0.79,15.9,17.81,17.62610909
03/09/2020,05:35:00 PM,1.4,24.45,17.67,17.40580909
03/09/2020,05:40:00 PM,1.92,31.91,17.66,17.212325
03/09/2020,05:45:00 PM,1.91,32.55,17.77,17.03786818
03/09/2020,05:50:00 PM,1.42,26.1,17.73,16.89982955
03/09/2020,05:55:00 PM,1.15,22.15,17.6,16.80076364
03/09/2020,06:00:00 PM,0.95,19.09,17.4,16.73469773
03/09/2020,06:05:00 PM,0.42,11.68,17.15,16.70474318
03/09/2020,06:10:00 PM,0,2.9,16.86,16.68319318
03/09/2020,06:15:00 PM,0,1.49,16.68,16.64353409
03/09/2020,06:20:00 PM,0,1.06,16.63,16.58936364
03/09/2020,06:25:00 PM,0,1.03,16.6,16.53627955
03/09/2020,06:30:00 PM,0,1.05,16.58,16.49597273
03/09/2020,06:35:00 PM,x,1.05,16.42,16.45919773
03/09/2020,06:40:00 PM,x,1.05,16.31,16.42469318
03/09/2020,06:45:00 PM,x,1.05,16.32,16.38965909
03/09/2020,06:50:00 PM,x,1.04,16.33,16.33062727
03/09/2020,06:55:00 PM,x,1.04,16.37,16.29059773
03/09/2020,07:00:00 PM,x,1.05,16.4,16.26880909
03/09/2020,07:05:00 PM,x,1.04,16.42,16.26792955
03/09/2020,07:10:00 PM,x,1.04,16.28,16.26614091
03/09/2020,07:15:00 PM,x,1.04,15.98,16.24529091
03/09/2020,07:20:00 PM,x,1.04,16.16,16.23347273
03/09/2020,07:25:00 PM,x,1.04,16.34,16.23892727
03/09/2020,07:30:00 PM,x,1.04,16.41,16.25441136
03/09/2020,07:35:00 PM,x,1.04,16.29,16.18259318
03/09/2020,07:40:00 PM,x,1.03,16.09,16.00171364
03/09/2020,07:45:00 PM,x,1.04,16.2,15.76904545
03/09/2020,07:50:00 PM,x,1.04,16.43,15.51549773
03/09/2020,07:55:00 PM,x,1.04,16.57,15.22831364
03/09/2020,08:00:00 PM,x,1.04,15.63,14.93749318
03/09/2020,08:05:00 PM,x,1.03,14.29,14.68212727
03/09/2020,08:10:00 PM,x,1.02,13.42,14.46855
03/09/2020,08:15:00 PM,x,1.01,13.37,14.26318409
03/09/2020,08:20:00 PM,x,1.01,13.18,14.04687955
03/09/2020,08:25:00 PM,x,1.01,13.21,13.83602955
03/09/2020,08:30:00 PM,x,1.01,13.48,13.69790682
03/09/2020,08:35:00 PM,x,1.01,13.74,13.69066364
03/09/2020,08:40:00 PM,x,1.01,13.94,13.78793636
03/09/2020,08:45:00 PM,x,1.02,14.05,13.90245227
03/09/2020,08:50:00 PM,x,1.02,14.25,14.03787727
03/09/2020,08:55:00 PM,x,1.02,14.11,14.19148409
03/09/2020,09:00:00 PM,x,1.02,14.21,14.31690909
03/09/2020,09:05:00 PM,x,1.02,14.49,14.41778864
