,Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura Ambiente [C],Insolacion media [W/m2]
673,3/01/2020,8:05,28.5,514.71,33.21,13.5491454525,512.9890909
674,3/01/2020,8:10,30.07,536.17,34.1,14.200566479999999,534.6281818
675,3/01/2020,8:15,31.69,556.17,35.47,14.866561365,555.4945455
676,3/01/2020,8:20,33.14,576.78,36.46,15.5048403375,575.6881818
677,3/01/2020,8:25,35.06,602.28,38.0,16.0550420475,595.2927272999999
678,3/01/2020,8:30,36.22,618.66,38.98,16.4536875,614.9727272999999
679,3/01/2020,8:35,37.44,637.08,40.26,16.8276068175,634.3309091
680,3/01/2020,8:40,38.78,653.49,42.1,17.1140607975,653.4009091
681,3/01/2020,8:45,39.96,671.19,42.68,17.3829732975,670.9081818
682,3/01/2020,8:50,41.17,689.85,42.79,17.6938142025,688.7627272999999
683,3/01/2020,8:55,42.6,708.32,43.3,17.98933125,705.6081818
684,3/01/2020,9:00,43.94,727.65,44.55,18.19362273,721.7527273
685,3/01/2020,9:05,45.26,745.94,44.07,18.3671420475,737.3727273
686,3/01/2020,9:10,45.86,748.75,44.71,18.4632443175,752.4818182
687,3/01/2020,9:15,47.35,773.18,46.42,18.4951943175,766.9327272999999
688,3/01/2020,9:20,48.26,787.58,47.43,18.4524528375,781.5009091000001
689,3/01/2020,9:25,49.06,796.25,46.86,18.3876818175,794.6909091
690,3/01/2020,9:30,49.8,808.9,47.53,18.5452943175,784.5036364
691,3/01/2020,9:35,50.76,819.69,48.08,18.2879693175,799.5254545
692,3/01/2020,9:40,51.61,830.15,47.52,18.1407681825,812.0509091
693,3/01/2020,9:45,53.29,850.1,46.57,18.07663977,824.0527272999999
694,3/01/2020,9:50,53.12,853.41,46.34,18.0482045475,835.3818182
695,3/01/2020,9:55,40.3,615.59,43.78,17.9677806825,846.62
696,3/01/2020,10:00,57.7,911.18,44.84,17.7521215875,857.2745455
697,3/01/2020,10:05,55.3,886.53,46.34,17.4217619325,870.5481818
698,3/01/2020,10:10,57.89,905.2,49.11,17.344194885,882.7718182
699,3/01/2020,10:15,58.2,912.2,50.44,17.4916721625,894.6627273
700,3/01/2020,10:20,59.11,919.87,49.08,17.7642409125,907.9927273
701,3/01/2020,10:25,59.32,926.1,47.59,17.67585852,942.7572727
702,3/01/2020,10:30,62.12,965.7,47.25,18.02889375,949.8718182
703,3/01/2020,10:35,61.66,964.61,50.08,18.360080115,959.5663636
704,3/01/2020,10:40,62.76,980.9,52.33,18.61412898,966.8190909
705,3/01/2020,10:45,63.5,1000.04,54.37,18.788519317499997,976.3472727
706,3/01/2020,10:50,63.62,998.0,53.0,19.1762642025,985.9772727
707,3/01/2020,10:55,63.55,989.44,52.17,19.6552619325,996.4390909
708,3/01/2020,11:00,63.88,993.17,54.13,20.338707952500002,994.3436364
709,3/01/2020,11:05,63.42,984.98,55.03,20.4586329525,1001.9836359999999
710,3/01/2020,11:10,64.82,1017.01,55.88,20.51560227,1005.436364
711,3/01/2020,11:15,65.34,1025.8,57.68,20.551614202499998,1010.93
712,3/01/2020,11:20,66.38,1041.18,57.78,20.8794784125,988.9509091
713,3/01/2020,11:25,57.55,942.65,56.64,20.947355115,970.4863636
714,3/01/2020,11:30,67.66,1048.65,54.15,20.48762898,976.3463636
715,3/01/2020,11:35,65.35,1018.88,54.21,20.487415912499998,977.4145455
716,3/01/2020,11:40,67.94,1060.47,56.56,20.745066480000002,960.2281818
717,3/01/2020,11:45,46.1,756.23,51.16,20.872503412500002,927.8345455
718,3/01/2020,11:50,52.76,786.33,47.58,20.6088630675,930.6336364
719,3/01/2020,11:55,70.87,1057.63,49.16,20.7797795475,910.9418182000001
720,3/01/2020,12:00,64.01,996.73,55.35,20.9755994325,896.4227273
