,Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura ambiente [C],Insolacion media [W/m2]
377,2/09/2020,7:25,1.76,37.71,11.66,11.05566364,25.11636364
378,2/09/2020,7:30,1.81,38.59,11.85,11.00106364,28.19272727
379,2/09/2020,7:35,1.55,33.87,11.87,10.965575,32.16090909
380,2/09/2020,7:40,1.68,35.0,11.83,10.89856364,40.28363636
381,2/09/2020,7:45,2.08,41.41,12.07,10.87410455,53.50363636
382,2/09/2020,7:50,1.51,32.86,12.05,10.994625,64.55909091
383,2/09/2020,7:55,1.8,36.36,12.09,11.21880909,69.53090909
384,2/09/2020,8:00,2.54,46.76,12.48,11.39513636,72.67272727
385,2/09/2020,8:05,6.14,100.42,13.26,11.56016136,76.12636364
386,2/09/2020,8:10,9.92,160.41,15.21,11.73067045,78.68636364
387,2/09/2020,8:15,8.95,146.76,16.1,11.86552045,81.41909091
388,2/09/2020,8:20,5.32,92.4,15.63,12.03703409,82.68636364
389,2/09/2020,8:25,4.24,73.15,14.74,12.15657045,84.29
390,2/09/2020,8:30,4.33,71.86,14.73,12.22890227,86.32090909
391,2/09/2020,8:35,3.86,63.16,14.48,12.35902727,83.40727273
392,2/09/2020,8:40,4.16,71.47,14.38,12.36472045,78.90272727
393,2/09/2020,8:45,2.65,46.8,14.32,12.1359,85.60363636
394,2/09/2020,8:50,3.02,54.0,13.89,11.97125227,96.05363636
395,2/09/2020,8:55,3.97,69.1,13.89,11.91118409,105.4445455
396,2/09/2020,9:00,3.62,68.37,13.81,11.914675,112.5572727
397,2/09/2020,9:05,6.02,110.86,13.91,11.97373636,116.36
398,2/09/2020,9:10,12.84,220.47,15.61,11.94257273,122.3527273
399,2/09/2020,9:15,12.25,207.35,16.98,11.81559773,134.60636359999998
400,2/09/2020,9:20,10.5,176.45,16.92,11.76313182,148.5472727
401,2/09/2020,9:25,9.07,150.1,16.92,11.7072,167.7381818
402,2/09/2020,9:30,6.46,104.99,16.28,11.70700909,191.4145455
403,2/09/2020,9:35,8.35,137.39,15.85,11.90229091,210.7927273
404,2/09/2020,9:40,11.59,181.59,16.63,12.17957045,223.4536364
405,2/09/2020,9:45,13.16,207.35,17.53,12.45232273,237.9981818
406,2/09/2020,9:50,17.41,280.2,19.08,12.67313864,256.4809091
407,2/09/2020,9:55,19.88,328.81,20.97,12.984975,270.3645455
408,2/09/2020,10:00,19.49,324.02,21.92,13.254525,290.0172727
409,2/09/2020,10:05,21.96,359.74,22.49,13.70387273,303.39636360000003
410,2/09/2020,10:10,22.13,367.34,24.38,12.809082276,308.8745455
411,2/09/2020,10:15,22.46,379.76,24.94,13.254117957,307.6536364
412,2/09/2020,10:20,17.81,302.82,24.55,13.7684475,295.6990909
413,2/09/2020,10:25,18.54,321.17,25.19,14.248718181000001,273.7818182
414,2/09/2020,10:30,16.06,284.56,24.84,13.774197844000001,250.9609091
415,2/09/2020,10:35,13.56,241.85,24.1,14.042204773499998,225.7763636
416,2/09/2020,10:40,10.62,193.92,22.6,14.172604429500002,197.4209091
417,2/09/2020,10:45,7.99,148.7,21.75,14.237693179499999,168.4545455
418,2/09/2020,10:50,4.69,87.72,20.21,14.136210905999999,148.10181819999997
419,2/09/2020,10:55,4.03,72.99,19.12,14.016867047,128.2818182
420,2/09/2020,11:00,4.79,82.71,18.34,13.862070453,113.2181818
421,2/09/2020,11:05,3.18,55.43,17.49,13.662536820499998,101.58909090000002
422,2/09/2020,11:10,3.76,61.13,17.02,14.083238862,93.95545455
423,2/09/2020,11:15,4.85,78.94,17.08,13.634306595,88.59
424,2/09/2020,11:20,6.4,103.15,17.65,13.150104543000001,87.32727273
425,2/09/2020,11:25,7.2,118.86,18.28,12.802291362,83.16545455
426,2/09/2020,11:30,6.71,113.93,18.0,13.90464318,78.44272727
427,2/09/2020,11:35,6.08,109.95,15.61,13.55389773,78.30454545
428,2/09/2020,11:40,4.67,89.68,14.64,13.21561136,79.92818182
429,2/09/2020,11:45,3.66,73.83,13.91,12.88134773,82.39727273
430,2/09/2020,11:50,1.14,27.21,13.61,12.53921136,85.97909091
431,2/09/2020,11:55,1.51,30.76,13.39,12.21605682,88.80454545
432,2/09/2020,12:00,2.84,53.91,13.59,11.906225,92.13727273
433,2/09/2020,12:05,4.3,78.99,13.79,11.82067273,96.60363636
434,2/09/2020,12:10,6,106.1,14.15,11.81379545,100.39090909999999
435,2/09/2020,12:15,8.3,142.55,14.97,11.88822955,99.89909091
436,2/09/2020,12:20,8.93,149.94,15.58,11.80289545,102.96909090000001
437,2/09/2020,12:25,8.95,150.59,15.6,11.68523636,106.12363640000001
438,2/09/2020,12:30,9.25,159.08,16.02,11.66855455,105.70545449999999
439,2/09/2020,12:35,7.32,131.34,15.71,11.73458864,102.61
440,2/09/2020,12:40,3.5,68.42,14.58,11.84084318,96.76272727
441,2/09/2020,12:45,3.23,60.98,13.6,11.951925,87.20272727
442,2/09/2020,12:50,3.71,65.46,13.05,12.01810682,76.73
443,2/09/2020,12:55,2.72,49.31,13.28,12.06310227,66.53181818
