,Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura ambiente [C],Insolacion media [W/m2],Temp Ambiente [C]
196,2/10/2019,10:15,19.14,239.45,25.07,13.9032869325,387.68636360000005,13.9032869325
197,2/10/2019,10:20,41.7,545.36,29.17,14.3940767025,399.6590909,14.3940767025
198,2/10/2019,10:25,41.88,564.36,33.6,14.3074875,460.8490909,14.3074875
199,2/10/2019,10:30,37.13,478.25,33.95,14.835501135,499.3145455,14.835501135
200,2/10/2019,10:35,35.3,487.9,32.65,15.153155115,545.2354545,15.153155115
201,2/10/2019,10:40,51.92,779.09,38.3,15.9139857975,555.2227272999999,15.9139857975
202,2/10/2019,10:45,25.52,335.85,39.82,15.99124602,576.4354545,15.99124602
203,2/10/2019,10:50,60.74,875.59,43.23,16.653201135,553.0018182,16.653201135
204,2/10/2019,10:55,44.63,632.99,43.72,16.768772730000002,531.5636364,16.768772730000002
205,2/10/2019,11:00,56.42,819.6,42.73,16.441888635,539.9745455,16.441888635
206,2/10/2019,11:05,26.71,349.01,39.12,16.77192102,530.5845455,16.77192102
207,2/10/2019,11:10,35.23,472.79,32.62,17.2495482975,481.7409091,17.2495482975
208,2/10/2019,11:15,23.08,287.59,31.79,16.5889653375,468.9427273,16.5889653375
209,2/10/2019,11:20,26.58,328.54,28.81,16.052025,453.3563636,16.052025
210,2/10/2019,11:25,42.41,570.77,31.7,15.8732965875,434.5509091,15.8732965875
211,2/10/2019,11:30,32.6,384.61,34.65,16.02175398,391.7827273,16.02175398
212,2/10/2019,11:35,18.71,241.81,30.53,15.7434903375,380.4809091,15.7434903375
213,2/10/2019,11:40,15.67,195.07,26.26,16.0522568175,359.1963636000001,16.0522568175
214,2/10/2019,11:45,53.8,704.14,30.64,15.949481250000002,359.0554545,15.949481250000002
215,2/10/2019,11:50,32.17,426.13,35.41,15.9873630675,357.2518182,15.9873630675
216,2/10/2019,11:55,28.27,349.15,31.97,15.98211477,356.5145455,15.98211477
217,2/10/2019,12:00,18.01,224.69,31.62,16.007996587500006,353.4745455000001,16.007996587500006
218,2/10/2019,12:05,18.41,238.66,30.71,15.9760721625,361.2372727,15.9760721625
219,2/10/2019,12:10,22.6,286.04,30.24,15.3150340875,436.5272727,15.3150340875
220,2/10/2019,12:15,23.74,308.7,28.82,16.13746875,466.3045455,16.13746875
221,2/10/2019,12:20,42.28,562.66,31.4,16.7437295475,482.6290909,16.7437295475
222,2/10/2019,12:25,27.04,351.17,34.11,17.3854346625,485.2681818,17.3854346625
223,2/10/2019,12:30,25.31,327.2,32.41,17.359791480000002,531.2718182,17.359791480000002
224,2/10/2019,12:35,72.02,1023.26,39.34,17.662440337499994,544.1681818,17.662440337499994
225,2/10/2019,12:40,73.01,1031.69,51.71,17.954226135,540.4672727000002,17.954226135
226,2/10/2019,12:45,44.52,605.7,49.24,18.2095806825,534.5327273,18.2095806825
227,2/10/2019,12:50,31.75,378.18,42.18,18.57664773,502.0909091,18.57664773
228,2/10/2019,12:55,54.29,730.73,45.16,17.841961365,488.6872727,17.841961365
229,2/10/2019,13:00,31.2,380.52,39.05,16.902124432500006,479.0154545,16.902124432500006
230,2/10/2019,13:05,18.74,245.33,33.4,16.932141480000002,408.7336364,16.932141480000002
231,2/10/2019,13:10,18.22,243.42,30.77,15.7533034125,376.0381818,15.7533034125
232,2/10/2019,13:15,15.77,205.8,26.97,14.38169148,392.0281818,14.38169148
233,2/10/2019,13:20,15.37,203.73,19.28,13.580948865,407.6454545,13.580948865
234,2/10/2019,13:25,17.6,220.81,15.7,14.855975453,388.88,14.855975453
235,2/10/2019,13:30,22.38,250.16,18.52,14.28125375,386.4918182,14.28125375
236,2/10/2019,13:35,57.83,672.04,24.53,13.902491820500002,387.3236364,13.902491820500002
237,2/10/2019,13:40,62.54,781.59,33.96,13.760551476499998,382.6190909,13.760551476499998
238,2/10/2019,13:45,42.79,549.97,35.16,13.779819429499998,379.6790909,13.779819429499998
239,2/10/2019,13:50,42.2,524.31,32.55,14.320278406000002,378.7727273,14.320278406000002
240,2/10/2019,13:55,30.95,354.25,30.89,15.199220905999999,378.9890909,15.199220905999999
241,2/10/2019,14:00,26.9,254.48,28.75,14.188784662500002,369.3481818,14.188784662500002
242,2/10/2019,14:05,32.74,191.67,27.51,15.1432329525,325.8818182,15.1432329525
243,2/10/2019,14:10,43.56,173.46,26.33,15.5021556825,277.4381818,15.5021556825
244,2/10/2019,14:15,45.0,193.76,26.0,15.56924148,243.1772727,15.56924148
245,2/10/2019,14:20,32.22,223.19,27.14,15.8378556825,206.2527273,15.8378556825
246,2/10/2019,14:25,15.64,144.11,27.01,15.85495227,185.9527273,15.85495227
247,2/10/2019,14:30,25.87,193.91,25.38,15.85516023,174.04181819999997,15.85516023
248,2/10/2019,14:35,40.34,248.71,24.57,15.8016443175,165.5290909,15.8016443175
249,2/10/2019,14:40,19.61,173.1,25.78,15.739725,160.49818180000003,15.739725
250,2/10/2019,14:45,10.08,118.14,25.32,14.1533325,155.3490909,14.1533325
251,2/10/2019,14:50,10.99,130.95,25.0,15.7677357975,144.13181819999997,15.7677357975
252,2/10/2019,14:55,18.17,123.46,25.15,15.5991357975,136.3063636,15.5991357975
253,2/10/2019,15:00,8.87,98.03,24.15,15.58141875,123.0827273,15.58141875
254,2/10/2019,15:05,10.02,118.12,23.9,15.698168182499998,103.5709091,15.698168182499998
255,2/10/2019,15:10,12.22,137.12,24.24,15.53907273,91.18545455,15.53907273
256,2/10/2019,15:15,12.65,99.8,24.36,15.26408523,87.79090909,15.26408523
257,2/10/2019,15:20,5.77,58.03,22.17,14.977748865,93.37636364,14.977748865
258,2/10/2019,15:25,4.33,48.45,21.12,14.8991880675,91.10272727,14.8991880675
259,2/10/2019,15:30,3.19,34.08,20.38,14.842588635,84.42545455,14.842588635
260,2/10/2019,15:35,2.78,36.86,19.7,14.68431648,74.81,14.68431648
261,2/10/2019,15:40,6.84,80.8,20.26,14.2630125,64.82363636,14.2630125
262,2/10/2019,15:45,19.19,192.39,22.49,13.7247715875,59.44909091,13.7247715875
263,2/10/2019,15:50,9.89,98.45,23.31,15.013768297,58.72454545,15.013768297
264,2/10/2019,15:55,2.11,24.58,21.3,14.564551023499998,61.24818182,14.564551023499998
265,2/10/2019,16:00,0.61,12.35,18.67,14.190359773499999,68.52909091,14.190359773499999
266,2/10/2019,16:05,1.74,27.27,15.04,13.978748406,73.38363636,13.978748406
267,2/10/2019,16:10,2.83,40.68,14.84,13.829387953,74.25272727,13.829387953
268,2/10/2019,16:15,3.65,50.06,14.95,13.792067156,63.18818182,13.792067156
269,2/10/2019,16:20,5.87,76.21,16.07,14.270432724,61.36727273,14.270432724
270,2/10/2019,16:25,9.47,114.17,17.74,13.988082275999998,63.05636364,13.988082275999998
271,2/10/2019,16:30,7.99,90.26,18.43,13.880757275999999,64.84727273,13.880757275999999
272,2/10/2019,16:35,7.9,90.36,18.59,14.050290681,66.52636364,14.050290681
273,2/10/2019,16:40,6.25,70.68,18.66,14.270068638,65.54727273,14.270068638
274,2/10/2019,16:45,7.16,78.42,18.69,13.7089468205,62.51272727,13.7089468205
275,2/10/2019,16:50,3.58,43.16,18.36,13.9020339765,56.56636364,13.9020339765
276,2/10/2019,16:55,2.23,32.05,17.9,14.012667273499998,46.67636364,14.012667273499998
277,2/10/2019,17:00,3.49,45.74,17.62,13.947066594,38.83818182,13.947066594
278,2/10/2019,17:05,2.21,29.91,17.23,13.7734830705,31.02454545,13.7734830705
279,2/10/2019,17:10,0.95,16.68,17.03,14.337916362,24.75636364,14.337916362
280,2/10/2019,17:15,0.42,10.8,16.77,14.084453862,17.90636364,14.084453862
281,2/10/2019,17:20,0.08,5.38,16.18,13.774602276,14.22727273,13.774602276
282,2/10/2019,17:25,0.01,4.04,15.21,13.482310905,11.42545455,13.482310905
283,2/10/2019,17:30,0.02,4.41,13.98,13.251477276,7.363636363999999,13.251477276
284,2/10/2019,17:35,0.0,1.73,13.76,13.052117042999999,4.740909091,13.052117042999999
285,2/10/2019,17:40,0.0,3.07,13.52,12.8507625,3.322727273,12.8507625
286,2/10/2019,17:45,0.0,2.69,13.46,12.655836819000001,2.4381818180000003,12.655836819000001
287,2/10/2019,17:50,0.0,1.23,13.48,13.88008864,2.046363636,13.88008864
288,2/10/2019,17:55,0.0,1.06,13.57,13.78387727,1.776363636,13.78387727
