,Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura ambiente [C],Insolacion media [W/m2],Temp Ambiente [C]
82,1/06/2020,12:50,18.35,286.57,24.19,15.290290912499998,335.9418182,15.290290912499998
83,1/06/2020,12:55,17.7,277.54,24.98,15.55525227,292.4836364,15.55525227
84,1/06/2020,13:00,21.62,339.04,26.79,14.988432952499998,268.2963636,14.988432952499998
85,1/06/2020,13:05,21.58,343.97,27.79,14.15425227,261.5018182,14.15425227
86,1/06/2020,13:10,16.86,266.58,27.73,15.2808035235,261.8790909,15.2808035235
87,1/06/2020,13:15,14.15,235.23,26.96,15.185520452999999,256.2363636,15.185520452999999
88,1/06/2020,13:20,15.72,254.72,26.73,15.011086929500001,253.1863636,15.011086929500001
89,1/06/2020,13:25,13.18,210.69,25.61,14.961197726500002,250.1636364,14.961197726500002
90,1/06/2020,13:30,11.75,182.71,23.5,14.9869855705,239.4736364,14.9869855705
91,1/06/2020,13:35,13.14,201.36,21.15,14.99457375,228.3390909,14.99457375
92,1/06/2020,13:40,14.24,220.19,18.6,14.863360797,221.8863636,14.863360797
93,1/06/2020,13:45,16.27,253.02,21.01,14.731050570499999,218.0590909,14.731050570499999
94,1/06/2020,13:50,15.7,244.29,23.42,14.6963126175,210.0245455,14.6963126175
95,1/06/2020,13:55,13.86,221.45,23.89,14.5712061325,203.3436364,14.5712061325
96,1/06/2020,14:00,13.5,221.49,24.52,14.153355797,198.8063636,14.153355797
97,1/06/2020,14:05,12.28,195.6,24.08,13.731510453,193.3490909,13.731510453
98,1/06/2020,14:10,12.58,193.13,24.09,14.322438405,187.2990909,14.322438405
99,1/06/2020,14:15,11.12,166.34,23.85,14.021713638,177.7636364,14.021713638
100,1/06/2020,14:20,8.94,137.2,21.97,13.512117276,166.2872727,13.512117276
101,1/06/2020,14:25,8.2,132.8,16.72,12.943873638,155.49454550000004,12.943873638
102,1/06/2020,14:30,8.98,141.33,14.04,13.72990682,144.3009091,13.72990682
