Fecha,Hora,Potencia [kW],Insolaci½n [W/mì],Temperatura de modulos [C],Temperatura Ambiente [C]
12/06/2019,06:10:00 PM,x,1.07,16.66,17.09982955
12/06/2019,06:15:00 PM,x,1.06,16.51,16.99276364
12/06/2019,06:20:00 PM,x,1.06,16.51,16.89191364
12/06/2019,06:25:00 PM,x,1.06,16.55,16.76824773
12/06/2019,06:30:00 PM,x,1.06,16.71,16.62188409
12/06/2019,06:35:00 PM,x,1.06,16.8,16.50921591
12/06/2019,06:40:00 PM,x,1.06,16.9,16.44018409
12/06/2019,06:45:00 PM,x,1.06,16.81,16.38112273
12/06/2019,06:50:00 PM,x,1.06,16.47,16.31751591
12/06/2019,06:55:00 PM,x,1.05,16.1,16.23936364
12/06/2019,07:00:00 PM,x,1.05,15.96,16.12848409
12/06/2019,07:05:00 PM,x,1.05,15.9,16.00305909
12/06/2019,07:10:00 PM,x,1.05,15.86,15.86490682
12/06/2019,07:15:00 PM,x,1.05,15.81,15.73132955
12/06/2019,07:20:00 PM,x,1.05,15.69,15.63863182
12/06/2019,07:25:00 PM,x,1.05,15.49,15.60863182
12/06/2019,07:30:00 PM,x,1.05,15.42,15.61226818
12/06/2019,07:35:00 PM,x,1.05,15.38,15.61954091
12/06/2019,07:40:00 PM,x,1.04,15.34,15.62317727
12/06/2019,07:45:00 PM,x,1.05,15.45,15.63681364
12/06/2019,07:50:00 PM,x,1.05,15.77,15.65590455
12/06/2019,07:55:00 PM,x,1.05,16,15.66045
12/06/2019,08:00:00 PM,x,1.05,15.98,15.64957045
12/06/2019,08:05:00 PM,x,1.05,15.9,15.65232727
12/06/2019,08:10:00 PM,x,1.05,15.96,15.6796
12/06/2019,08:15:00 PM,x,1.05,15.9,15.69781136
12/06/2019,08:20:00 PM,x,1.05,15.54,15.66784091
12/06/2019,08:25:00 PM,x,1.04,15.3,15.61605227
12/06/2019,08:30:00 PM,x,1.04,15.41,15.56244545
12/06/2019,08:35:00 PM,x,1.04,15.64,15.52153636
12/06/2019,08:40:00 PM,x,1.04,15.65,15.48792955
12/06/2019,08:45:00 PM,x,1.04,15.44,15.43705
12/06/2019,08:50:00 PM,x,1.04,15.43,15.39707955
12/06/2019,08:55:00 PM,x,1.04,15.39,15.34344318
12/06/2019,09:00:00 PM,x,1.05,15.45,15.2462
12/06/2019,09:05:00 PM,x,1.04,15.59,15.070775
12/06/2019,09:10:00 PM,x,1.04,15.34,14.85171364
12/06/2019,09:15:00 PM,x,1.04,15.1,14.64628864
12/06/2019,09:20:00 PM,x,1.04,14.71,14.46904545
12/06/2019,09:25:00 PM,x,1.03,14.34,14.31725682
12/06/2019,09:30:00 PM,x,1.03,13.71,14.17277045
12/06/2019,09:35:00 PM,x,1.03,13.24,14.01913409
12/06/2019,09:40:00 PM,x,1.03,13.18,13.89186136
12/06/2019,09:45:00 PM,x,1.03,13.48,13.78277045
12/06/2019,09:50:00 PM,x,1.03,13.72,13.70004318
12/06/2019,09:55:00 PM,x,1.03,13.86,13.62277045
12/06/2019,10:00:00 PM,x,1.04,13.9,13.56458864
12/06/2019,10:05:00 PM,x,1.04,13.94,13.52549773
12/06/2019,10:10:00 PM,x,1.04,13.9,13.49458864
12/06/2019,10:15:00 PM,x,1.04,13.8,13.44549773
12/06/2019,10:20:00 PM,x,1.03,13.49,13.36277045
12/06/2019,10:25:00 PM,x,1.03,13.07,13.23552727
12/06/2019,10:30:00 PM,x,1.03,12.81,13.08285909
12/06/2019,10:35:00 PM,x,1.03,12.84,12.91019091
12/06/2019,10:40:00 PM,x,1.03,12.94,12.73388636
12/06/2019,10:45:00 PM,x,1.03,12.81,12.5894
12/06/2019,10:50:00 PM,x,1.02,12.46,12.49488409
12/06/2019,10:55:00 PM,x,1.02,12.22,12.45579318
12/06/2019,11:00:00 PM,x,1.02,12.04,12.41400455
12/06/2019,11:05:00 PM,x,1.02,11.96,12.33676136
12/06/2019,11:10:00 PM,x,1.02,12.21,12.28042727
12/06/2019,11:15:00 PM,x,1.02,12.45,12.24591136
12/06/2019,11:20:00 PM,x,1.03,12.64,12.23045682
12/06/2019,11:25:00 PM,x,1.02,12.35,12.21863864
12/06/2019,11:30:00 PM,x,1.02,11.99,12.22500227
12/06/2019,11:35:00 PM,x,1.02,12.32,12.26772955
12/06/2019,11:40:00 PM,x,1.02,12.43,12.30045682
12/06/2019,11:45:00 PM,x,1.02,12.29,12.31679091
12/06/2019,11:50:00 PM,x,1.02,12.09,12.32500227
12/06/2019,11:55:00 PM,x,1.02,12.11,12.37042727
12/07/2019,12:00:00 AM,x,1.02,12.43,12.44406364
12/07/2019,12:05:00 AM,x,1.02,12.57,12.48224545
12/07/2019,12:10:00 AM,x,1.03,12.63,12.50406364
12/07/2019,12:15:00 AM,x,1.02,12.73,12.55406364
12/07/2019,12:20:00 AM,x,1.03,12.85,12.62497273
12/07/2019,12:25:00 AM,x,1.02,12.8,12.67679091
12/07/2019,12:30:00 AM,x,1.02,12.74,12.67860909
12/07/2019,12:35:00 AM,x,1.02,12.67,12.67042727
12/07/2019,12:40:00 AM,x,1.02,12.84,12.65318409
12/07/2019,12:45:00 AM,x,1.02,12.87,12.60500227
12/07/2019,12:50:00 AM,x,1.02,12.68,12.52051591
12/07/2019,12:55:00 AM,x,1.02,12.45,12.42418182
12/07/2019,01:00:00 AM,x,1.02,12.48,12.33693864
12/07/2019,01:05:00 AM,x,1.02,12.44,12.24605909
12/07/2019,01:10:00 AM,x,1.02,12.2,12.15336136
12/07/2019,01:15:00 AM,x,1.01,11.92,12.07063409
12/07/2019,01:20:00 AM,x,1.01,11.74,12.01790682
12/07/2019,01:25:00 AM,x,1.01,11.78,11.98702727
12/07/2019,01:30:00 AM,x,1.01,11.67,11.93342045
12/07/2019,01:35:00 AM,x,1.01,11.82,11.88345
12/07/2019,01:40:00 AM,x,1.02,11.96,11.838025
12/07/2019,01:45:00 AM,x,1.02,12.1,11.79526818
12/07/2019,01:50:00 AM,x,1.01,12.11,11.75163182
12/07/2019,01:55:00 AM,x,1.01,11.89,11.67163182
12/07/2019,02:00:00 AM,x,1.01,11.89,11.59799545
12/07/2019,02:05:00 AM,x,1.01,11.7,11.53708636
12/07/2019,02:10:00 AM,x,1.02,11.45,11.47438864
12/07/2019,02:15:00 AM,x,1.01,11.26,11.39441818
12/07/2019,02:20:00 AM,x,1.01,10.9,11.31169091
12/07/2019,02:25:00 AM,x,1.01,10.86,11.25532727
12/07/2019,02:30:00 AM,x,1.01,11.15,11.22350909
12/07/2019,02:35:00 AM,x,1.01,11.27,11.20711591
12/07/2019,02:40:00 AM,x,1.01,11.22,11.20350909
12/07/2019,02:45:00 AM,x,1.01,11.2,11.20623636
12/07/2019,02:50:00 AM,x,1.01,11.27,11.22350909
12/07/2019,02:55:00 AM,x,1.01,11.54,11.25078182
12/07/2019,03:00:00 AM,x,1.02,11.52,11.23714545
12/07/2019,03:05:00 AM,x,1.01,11.41,11.20623636
12/07/2019,03:10:00 AM,x,1.01,11.29,11.18262955
12/07/2019,03:15:00 AM,x,1.01,11.09,11.16447727
12/07/2019,03:20:00 AM,x,1.01,11.16,11.15356818
12/07/2019,03:25:00 AM,x,1.01,11,11.11450682
12/07/2019,03:30:00 AM,x,1.01,10.93,11.07183864
12/07/2019,03:35:00 AM,x,1,10.96,11.00095909
12/07/2019,03:40:00 AM,x,1,11,10.94189773
12/07/2019,03:45:00 AM,x,1.01,11.15,10.92010909
12/07/2019,03:50:00 AM,x,1,11.11,10.87104773
12/07/2019,03:55:00 AM,x,1,11.05,10.82380455
12/07/2019,04:00:00 AM,x,1,10.63,10.78928864
12/07/2019,04:05:00 AM,x,1,10.64,10.75747045
12/07/2019,04:10:00 AM,x,1,10.85,10.72110682
12/07/2019,04:15:00 AM,x,1,10.62,10.68113636
12/07/2019,04:20:00 AM,x,1,10.48,10.66110682
12/07/2019,04:25:00 AM,x,1,10.55,10.62019773
12/07/2019,04:30:00 AM,x,1,10.61,10.59201591
12/07/2019,04:35:00 AM,x,1,10.6,10.54747045
12/07/2019,04:40:00 AM,x,1,10.71,10.47383409
12/07/2019,04:45:00 AM,x,1.01,10.89,10.44565227
12/07/2019,04:50:00 AM,x,1,10.6,10.42837955
12/07/2019,04:55:00 AM,x,1,10.32,10.40295455
12/07/2019,05:00:00 AM,x,1,10.15,10.37659091
12/07/2019,05:05:00 AM,x,1,10.04,10.35931818
12/07/2019,05:10:00 AM,x,1,10.31,10.33204545
12/07/2019,05:15:00 AM,x,1,10.29,10.27568182
12/07/2019,05:20:00 AM,x,0.99,10.27,10.24699773
12/07/2019,05:25:00 AM,x,1,10.32,10.27210682
12/07/2019,05:30:00 AM,x,1,10.41,10.29011591
12/07/2019,05:35:00 AM,x,1,10.41,10.29713182
12/07/2019,05:40:00 AM,x,1.01,10.27,10.26310682
12/07/2019,05:45:00 AM,0,1.17,10.29,10.25265455
12/07/2019,05:50:00 AM,0,2.04,10.63,10.26613182
12/07/2019,05:55:00 AM,0,3.52,10.43,10.28861591
12/07/2019,06:00:00 AM,0.11,6.01,10.28,10.26864318
12/07/2019,06:05:00 AM,0.38,10.67,10.25,10.22247273
12/07/2019,06:10:00 AM,0.79,16.23,10.67,10.17581591
12/07/2019,06:15:00 AM,1.28,22.89,11.13,10.13327727
12/07/2019,06:20:00 AM,1.8,29.39,11.49,10.07006364
12/07/2019,06:25:00 AM,2.35,35.76,11.32,10.02841818
12/07/2019,06:30:00 AM,2.88,41.55,11.22,10.01181136
12/07/2019,06:35:00 AM,3.32,46.34,11.23,10.04344773
12/07/2019,06:40:00 AM,3.7,51.26,11.45,10.084075
12/07/2019,06:45:00 AM,3.89,54.82,11.65,10.08191364
12/07/2019,06:50:00 AM,3.91,57,11.71,10.07575682
12/07/2019,06:55:00 AM,3.91,58.4,11.8,10.06781591
12/07/2019,07:00:00 AM,3.96,60.27,12.21,10.04292727
12/07/2019,07:05:00 AM,4.12,63.71,12.66,10.034475
12/07/2019,07:10:00 AM,4.5,69.16,12.61,10.03227045
12/07/2019,07:15:00 AM,5.04,77.32,12.98,10.04350682
12/07/2019,07:20:00 AM,5.87,90.14,13,10.08922955
12/07/2019,07:25:00 AM,7.06,107.82,13.1,10.20423409
12/07/2019,07:30:00 AM,8.45,127.97,13.79,10.30543636
12/07/2019,07:35:00 AM,9.76,146.16,14.51,10.41979773
12/07/2019,07:40:00 AM,10.85,159.94,15.19,10.58325682
12/07/2019,07:45:00 AM,11.83,174.14,16.02,10.78677273
12/07/2019,07:50:00 AM,12.44,182.86,17.11,11.06906591
12/07/2019,07:55:00 AM,13.02,190.94,17.57,11.40866136
12/07/2019,08:00:00 AM,13.22,192.08,18.09,11.78712727
12/07/2019,08:05:00 AM,13.91,205.22,18.83,12.22559773
12/07/2019,08:10:00 AM,14.64,216.13,19.73,12.61399773
12/07/2019,08:15:00 AM,15.26,227.21,20.56,13.13718864
12/07/2019,08:20:00 AM,16.92,256.88,21.68,13.69640909
12/07/2019,08:25:00 AM,18.66,281.72,22.95,14.31167955
12/07/2019,08:30:00 AM,19.62,298.37,24.28,14.82705455
12/07/2019,08:35:00 AM,23.96,370.02,26.29,15.32827045
12/07/2019,08:40:00 AM,24.79,381.06,28.5,15.77670455
12/07/2019,08:45:00 AM,21.67,328.97,28.01,16.08076591
12/07/2019,08:50:00 AM,19.32,291.31,27.6,16.13437727
12/07/2019,08:55:00 AM,19.8,297.03,27.17,16.01469091
12/07/2019,09:00:00 AM,19.49,287.27,27.01,15.79870227
12/07/2019,09:05:00 AM,18.19,268.66,26.37,15.45126591
12/07/2019,09:10:00 AM,17.36,253.22,24.75,14.87405227
12/07/2019,09:15:00 AM,19.36,283.35,23.13,14.03277273
12/07/2019,09:20:00 AM,22.9,339.46,23.51,13.04310682
12/07/2019,09:25:00 AM,25.54,373.32,24.34,12.11924091
12/07/2019,09:30:00 AM,32,473.46,25.83,11.36375
12/07/2019,09:35:00 AM,37.58,561.04,28,10.83881591
12/07/2019,09:40:00 AM,45.84,692.48,30.57,10.60892727
12/07/2019,09:45:00 AM,52.96,816.12,33.77,10.66518409
12/07/2019,09:50:00 AM,58.1,900.8,36.63,10.75879545
12/07/2019,09:55:00 AM,59.3,919.59,39.25,10.90539318
12/07/2019,10:00:00 AM,60.02,938.33,42.36,12.47114545
12/07/2019,10:05:00 AM,61.07,957.49,45.11,13.45302273
12/07/2019,10:10:00 AM,64.63,1017.54,47.61,14.18958182
12/07/2019,10:15:00 AM,66.31,1041.93,47.37,14.53306364
12/07/2019,10:20:00 AM,64.06,1004.01,46.45,14.55336818
12/07/2019,10:25:00 AM,23.75,354.59,39.19,14.44013864
12/07/2019,10:30:00 AM,24.48,361.02,32.3,14.42150909
12/07/2019,10:35:00 AM,35.53,526.26,33.27,14.26836591
12/07/2019,10:40:00 AM,47.1,692.48,33.53,14.52143182
12/07/2019,10:45:00 AM,63.58,957.62,38.7,14.80103864
12/07/2019,10:50:00 AM,74.47,1147.76,45.42,15.09383636
12/07/2019,10:55:00 AM,74.98,1180.02,50.01,15.54932045
12/07/2019,11:00:00 AM,74.94,1184.4,50.8,15.94745455
12/07/2019,11:05:00 AM,65.29,1080.81,52.45,15.93886136
12/07/2019,11:10:00 AM,74.21,1181.14,54.97,16.63511591
12/07/2019,11:15:00 AM,67.49,1078.14,52.08,18.11987045
12/07/2019,11:20:00 AM,18.18,266.58,41.34,18.80785682
12/07/2019,11:25:00 AM,17.93,251.19,33.11,19.12095227
12/07/2019,11:30:00 AM,30.78,439.63,30.36,19.780675
12/07/2019,11:35:00 AM,39.13,573.44,37.32,20.77562955
12/07/2019,11:40:00 AM,21.84,274.78,32.84,20.18870909
12/07/2019,11:45:00 AM,37.45,537.98,33.17,21.67593636
12/07/2019,11:50:00 AM,42.56,607.28,34.84,20.95953864
12/07/2019,11:55:00 AM,48.36,730.34,43.3,21.00418636
12/07/2019,12:00:00 PM,30.49,394.21,41.08,21.64017045
12/07/2019,12:05:00 PM,71.9,1087.79,45.48,21.27601364
12/07/2019,12:10:00 PM,28.34,417.54,46.97,20.57491364
12/07/2019,12:15:00 PM,33.6,492.13,40.79,20.74821818
12/07/2019,12:20:00 PM,23.18,294.54,35.01,20.81379318
12/07/2019,12:25:00 PM,18.2,226.22,30.42,21.12391818
12/07/2019,12:30:00 PM,33.71,463.77,29.75,20.74689318
12/07/2019,12:35:00 PM,46.5,651.46,37.37,21.92970909
12/07/2019,12:40:00 PM,36.34,514.4,34.31,20.86460227
12/07/2019,12:45:00 PM,41.48,528.47,33,20.27955
12/07/2019,12:50:00 PM,23.78,309.99,33.05,19.40033182
12/07/2019,12:55:00 PM,16.74,192.28,30.37,19.86182955
12/07/2019,01:00:00 PM,13.48,163.76,28.46,20.64376591
12/07/2019,01:05:00 PM,14.98,185.73,27.72,21.27405227
12/07/2019,01:10:00 PM,26.66,329.84,29.08,22.02319318
12/07/2019,01:15:00 PM,63.66,649.66,36.88,22.90182273
12/07/2019,01:20:00 PM,26.64,216.79,35.19,23.05546364
12/07/2019,01:25:00 PM,33.74,283.73,32.5,22.96501364
12/07/2019,01:30:00 PM,24.34,302.44,32.96,22.87884773
12/07/2019,01:35:00 PM,21.84,193.46,32.12,22.77427045
12/07/2019,01:40:00 PM,15.24,114.78,29.22,22.73403864
12/07/2019,01:45:00 PM,6.04,64.45,26.76,22.89292955
12/07/2019,01:50:00 PM,3.22,40.74,24.45,21.909875
12/07/2019,01:55:00 PM,2.63,34.77,23.32,21.41198636
12/07/2019,02:00:00 PM,2.23,32.51,21.59,21.02687955
12/07/2019,02:05:00 PM,1.87,28.38,18.84,20.29144773
12/07/2019,02:10:00 PM,1.8,29.42,18.47,19.43942273
12/07/2019,02:15:00 PM,2.51,39.67,18.62,18.63120455
12/07/2019,02:20:00 PM,3.52,54.4,19.57,18.09183182
12/07/2019,02:25:00 PM,3.07,46.63,20.41,17.70425455
12/07/2019,02:30:00 PM,3.67,53.76,19.49,17.48628409
12/07/2019,02:35:00 PM,4.43,62.85,18.16,17.50458409
12/07/2019,02:40:00 PM,5.09,68.77,18.01,17.56160227
12/07/2019,02:45:00 PM,4.07,56.22,19.02,17.63492273
12/07/2019,02:50:00 PM,3.24,45.95,19.42,17.63913182
12/07/2019,02:55:00 PM,2.58,38.9,19.4,17.47592045
12/07/2019,03:00:00 PM,2.52,40.34,19.43,17.30745
12/07/2019,03:05:00 PM,3.23,47.66,19.69,17.27759318
12/07/2019,03:10:00 PM,3.66,52.7,19.85,17.29164545
12/07/2019,03:15:00 PM,2.34,32.36,18.9,17.19037727
12/07/2019,03:20:00 PM,1.6,24.64,17.9,17.05505455
12/07/2019,03:25:00 PM,1.87,29.55,16.85,16.91183636
12/07/2019,03:30:00 PM,2.34,36.34,16.97,16.80391818
12/07/2019,03:35:00 PM,2.42,37.86,17.16,16.65205455
12/07/2019,03:40:00 PM,2.45,37.88,17.31,16.49702955
12/07/2019,03:45:00 PM,2.08,33.29,17.52,16.36759091
12/07/2019,03:50:00 PM,2.6,41.22,17.9,16.33111591
12/07/2019,03:55:00 PM,2.58,39.02,18.2,16.42747045
12/07/2019,04:00:00 PM,2.95,43.06,17.87,16.52428182
12/07/2019,04:05:00 PM,2.66,41.17,17.77,16.61556136
12/07/2019,04:10:00 PM,2.26,36.17,17.6,16.68209318
12/07/2019,04:15:00 PM,1.1,20.37,17.36,16.68566136
12/07/2019,04:20:00 PM,0.29,8.63,17.23,16.66483182
12/07/2019,04:25:00 PM,0.42,10.65,17.2,16.64126591
12/07/2019,04:30:00 PM,0.41,10.35,17.27,16.66183864
12/07/2019,04:35:00 PM,0.32,8.9,17.1,16.69051591
12/07/2019,04:40:00 PM,0.54,12.39,16.88,16.72245
12/07/2019,04:45:00 PM,0.3,8.27,16.6,16.71042955
12/07/2019,04:50:00 PM,0.07,5.15,16.84,16.63661136
12/07/2019,04:55:00 PM,0.06,5.02,16.86,16.54238636
12/07/2019,05:00:00 PM,0.06,5.31,16.92,16.39638636
12/07/2019,05:05:00 PM,0.16,6.9,17,16.27115682
12/07/2019,05:10:00 PM,0.19,6.9,16.79,16.21751591
12/07/2019,05:15:00 PM,0.14,6.23,16.34,16.20561136
12/07/2019,05:20:00 PM,0.01,4.08,15.95,16.15904091
12/07/2019,05:25:00 PM,0,3.15,15.43,16.11056364
12/07/2019,05:30:00 PM,0,2.67,15.52,16.05224091
12/07/2019,05:35:00 PM,0,1.93,15.95,15.99955455
12/07/2019,05:40:00 PM,0,1.53,16.25,15.97044545
12/07/2019,05:45:00 PM,0,1.22,16.2,15.97938636
12/07/2019,05:50:00 PM,0,1.12,16.2,16.02194545
12/07/2019,05:55:00 PM,0,1.05,16.14,16.12269545
12/07/2019,06:00:00 PM,0,1.04,16.23,16.21657273
12/07/2019,06:05:00 PM,x,1.06,16.28,16.25280909
12/07/2019,06:10:00 PM,x,1.05,16.27,16.1515
12/07/2019,06:15:00 PM,x,1.06,16.32,15.96748636
12/07/2019,06:20:00 PM,x,1.05,16.47,15.74866136
12/07/2019,06:25:00 PM,x,1.05,16.5,15.51690227
12/07/2019,06:30:00 PM,x,1.05,16.32,15.28420455
12/07/2019,06:35:00 PM,x,1.05,15.12,15.04429318
12/07/2019,06:40:00 PM,x,1.04,14.17,14.84523182
12/07/2019,06:45:00 PM,x,1.03,13.79,14.68438182
12/07/2019,06:50:00 PM,x,1.03,13.59,14.530775
12/07/2019,06:55:00 PM,x,1.03,13.67,14.40171364
12/07/2019,07:00:00 PM,x,1.03,13.64,14.28537955
12/07/2019,07:05:00 PM,x,1.04,14.08,14.27816591
12/07/2019,07:10:00 PM,x,1.04,14.55,14.36816591
12/07/2019,07:15:00 PM,x,1.04,14.78,14.48995455
12/07/2019,07:20:00 PM,x,1.04,15.08,14.61901591
12/07/2019,07:25:00 PM,x,1.04,15.04,14.73447045
12/07/2019,07:30:00 PM,x,1.03,15.04,14.869925
12/07/2019,07:35:00 PM,x,1.04,15.16,14.97177273
12/07/2019,07:40:00 PM,x,1.04,15.13,15.03813636
12/07/2019,07:45:00 PM,x,1.04,15.01,15.09813636
12/07/2019,07:50:00 PM,x,1.03,14.94,15.11995455
12/07/2019,07:55:00 PM,x,1.03,15.13,15.14813636
12/07/2019,08:00:00 PM,x,1.03,15.2,15.16537955
12/07/2019,08:05:00 PM,x,1.04,15.28,15.14628864
12/07/2019,08:10:00 PM,x,1.04,15.44,15.12359091
12/07/2019,08:15:00 PM,x,1.04,15.32,15.10725682
12/07/2019,08:20:00 PM,x,1.04,15.35,15.10452955
12/07/2019,08:25:00 PM,x,1.04,15.23,15.07271136
12/07/2019,08:30:00 PM,x,1.04,14.95,15.03362045
12/07/2019,08:35:00 PM,x,1.03,14.88,14.98910455
12/07/2019,08:40:00 PM,x,1.03,14.83,14.92640682
12/07/2019,08:45:00 PM,x,1.03,14.91,14.88189091
12/07/2019,08:50:00 PM,x,1.03,14.78,14.84192045
12/07/2019,08:55:00 PM,x,1.03,14.77,14.79740455
12/07/2019,09:00:00 PM,x,1.03,14.79,14.74743409
12/07/2019,09:05:00 PM,x,1.03,14.75,14.71470682
12/07/2019,09:10:00 PM,x,1.03,14.83,14.69016136
12/07/2019,09:15:00 PM,x,1.03,14.91,14.67743409
12/07/2019,09:20:00 PM,x,1.03,14.74,14.68834318
12/07/2019,09:25:00 PM,x,1.03,14.4,14.706525
12/07/2019,09:30:00 PM,x,1.03,14.52,14.73558636
12/07/2019,09:35:00 PM,x,1.03,14.56,14.77740455
12/07/2019,09:40:00 PM,x,1.03,14.77,14.82010227
12/07/2019,09:45:00 PM,x,1.03,14.9,14.84643636
12/07/2019,09:50:00 PM,x,1.03,14.97,14.84370909
12/07/2019,09:55:00 PM,x,1.04,15.11,14.82189091
12/07/2019,10:00:00 PM,x,1.03,15.21,14.77552727
12/07/2019,10:05:00 PM,x,1.04,15.3,14.69464773
12/07/2019,10:10:00 PM,x,1.04,15.2,14.59558636
12/07/2019,10:15:00 PM,x,1.03,14.71,14.49107045
12/07/2019,10:20:00 PM,x,1.03,14.16,14.39564545
12/07/2019,10:25:00 PM,x,1.03,14.01,14.26206818
12/07/2019,10:30:00 PM,x,1.02,13.67,14.04755227
12/07/2019,10:35:00 PM,x,1.02,13.68,13.79855
12/07/2019,10:40:00 PM,x,1.02,13.75,13.53863864
12/07/2019,10:45:00 PM,x,1.02,13.92,13.31597045
12/07/2019,10:50:00 PM,x,1.02,13.64,13.150575
12/07/2019,10:55:00 PM,x,1.02,12.85,12.98517955
12/07/2019,11:00:00 PM,x,1.01,12.56,12.87611818
12/07/2019,11:05:00 PM,x,1.01,12.34,12.78705682
12/07/2019,11:10:00 PM,x,1.01,12.26,12.69890455
12/07/2019,11:15:00 PM,x,1.01,12.34,12.58984318
12/07/2019,11:20:00 PM,x,1.01,12.19,12.50896364
12/07/2019,11:25:00 PM,x,1.01,12.47,12.46990227
12/07/2019,11:30:00 PM,x,1.01,12.7,12.43081136
12/07/2019,11:35:00 PM,x,1.01,12.78,12.41808409
12/07/2019,11:40:00 PM,x,1.01,12.72,12.42353864
12/07/2019,11:45:00 PM,x,1.01,12.75,12.42081136
12/07/2019,11:50:00 PM,x,1.01,12.42,12.42535682
12/07/2019,11:55:00 PM,x,1.01,12.13,12.41262955
12/08/2019,12:00:00 AM,x,1.01,12.2,12.37262955
12/08/2019,12:05:00 AM,x,1.01,12.32,12.297175
12/08/2019,12:10:00 AM,x,1.01,12.31,12.21993182
12/08/2019,12:15:00 AM,x,1.01,12.24,12.14993182
12/08/2019,12:20:00 AM,x,1.01,12.33,12.13629545
12/08/2019,12:25:00 AM,x,1.01,12.26,12.15993182
12/08/2019,12:30:00 AM,x,1.01,11.95,12.19538636
12/08/2019,12:35:00 AM,x,1,11.87,12.22902273
12/08/2019,12:40:00 AM,x,1.01,11.98,12.25902273
12/08/2019,12:45:00 AM,x,1.01,12.27,12.29356818
12/08/2019,12:50:00 AM,x,1.01,12.39,12.32265909
12/08/2019,12:55:00 AM,x,1.01,12.59,12.36538636
12/08/2019,01:00:00 AM,x,1.01,12.69,12.43538636
12/08/2019,01:05:00 AM,x,1.01,12.64,12.49990227
12/08/2019,01:10:00 AM,x,1.01,12.62,12.55626591
12/08/2019,01:15:00 AM,x,1.01,12.65,12.58535682
12/08/2019,01:20:00 AM,x,1.01,12.73,12.60081136
12/08/2019,01:25:00 AM,x,1.01,12.72,12.59626591
12/08/2019,01:30:00 AM,x,1.01,12.58,12.59444773
12/08/2019,01:35:00 AM,x,1.01,12.6,12.59990227
12/08/2019,01:40:00 AM,x,1.01,12.59,12.617175
12/08/2019,01:45:00 AM,x,1.01,12.56,12.64447727
12/08/2019,01:50:00 AM,x,1.01,12.54,12.67723409
12/08/2019,01:55:00 AM,x,1.01,12.67,12.71544545
12/08/2019,02:00:00 AM,x,1.01,12.7,12.75817273
12/08/2019,02:05:00 AM,x,1.01,12.81,12.80002045
12/08/2019,02:10:00 AM,x,1,12.95,12.85638409
12/08/2019,02:15:00 AM,x,1,13.09,12.92183864
12/08/2019,02:20:00 AM,x,1,13.14,12.98368636
12/08/2019,02:25:00 AM,x,1.01,13.05,13.024625
12/08/2019,02:30:00 AM,x,1,13.06,13.06738182
12/08/2019,02:35:00 AM,x,1.01,13.21,13.10374545
12/08/2019,02:40:00 AM,x,1.01,13.28,13.11465455
12/08/2019,02:45:00 AM,x,1,13.22,13.10917045
12/08/2019,02:50:00 AM,x,1,13.12,13.09280682
12/08/2019,02:55:00 AM,x,1,13.17,13.06556364
12/08/2019,03:00:00 AM,x,1.01,13.21,13.03829091
12/08/2019,03:05:00 AM,x,1,13.07,12.99741136
12/08/2019,03:10:00 AM,x,1.01,13.03,12.95289545
12/08/2019,03:15:00 AM,x,1,12.96,12.92562273
12/08/2019,03:20:00 AM,x,1,12.75,12.91744091
12/08/2019,03:25:00 AM,x,1,12.76,12.903775
12/08/2019,03:30:00 AM,x,1,12.76,12.87104773
12/08/2019,03:35:00 AM,x,1,12.79,12.84013864
12/08/2019,03:40:00 AM,x,1,12.92,12.81107727
12/08/2019,03:45:00 AM,x,1,13.03,12.78289545
12/08/2019,03:50:00 AM,x,1.01,13.02,12.77104773
12/08/2019,03:55:00 AM,x,1.01,12.85,12.75922955
12/08/2019,04:00:00 AM,x,1,12.73,12.74286591
12/08/2019,04:05:00 AM,x,1,12.71,12.71741136
12/08/2019,04:10:00 AM,x,1,12.65,12.66559318
12/08/2019,04:15:00 AM,x,1.01,12.62,12.60650227
12/08/2019,04:20:00 AM,x,1,12.63,12.57653182
12/08/2019,04:25:00 AM,x,1,12.58,12.56925909
12/08/2019,04:30:00 AM,x,1,12.51,12.54195682
12/08/2019,04:35:00 AM,x,1,12.35,12.48559318
12/08/2019,04:40:00 AM,x,1,12.38,12.39013864
12/08/2019,04:45:00 AM,x,1,12.69,12.25835
12/08/2019,04:50:00 AM,x,1.01,12.77,12.07474318
12/08/2019,04:55:00 AM,x,1.01,12.43,11.86386364
12/08/2019,05:00:00 AM,x,1,12.09,11.63662045
12/08/2019,05:05:00 AM,x,1,11.6,11.43210455
12/08/2019,05:10:00 AM,x,1,11.17,11.24392273
12/08/2019,05:15:00 AM,x,0.99,10.61,11.03013864
12/08/2019,05:20:00 AM,x,0.99,10.26,10.81660682
12/08/2019,05:25:00 AM,x,0.99,10.01,10.63364773
12/08/2019,05:30:00 AM,x,0.99,10.1,10.50719545
12/08/2019,05:35:00 AM,x,1,10.31,10.46516591
12/08/2019,05:40:00 AM,x,1.05,10.34,10.47752273
12/08/2019,05:45:00 AM,0,1.59,10.44,10.54603636
12/08/2019,05:50:00 AM,0,3.55,10.5,10.65816818
12/08/2019,05:55:00 AM,0.05,5.03,10.83,10.79599318
12/08/2019,06:00:00 AM,0.14,6.61,11.32,10.9223
