Fecha,Hora,Potencia [kW],Insolaci�n [W/m�],Temperatura de modulos [�C],Temperatura ambiente [�C],,,,
15/10/2019,12:00:00 AM,x,1,3,10,12,9,786741667,
15/10/2019,12:05:00 AM,x,1,3,10,19,9,712425,
15/10/2019,12:10:00 AM,x,1,3,9,94,9,6554375,
15/10/2019,12:15:00 AM,x,1,2,9,64,9,614447222,
15/10/2019,12:20:00 AM,x,1,2,9,52,9,590655,
15/10/2019,12:25:00 AM,x,1,1,9,51,9,564825,
15/10/2019,12:30:00 AM,x,1,3,9,3,9,478461364,
15/10/2019,12:35:00 AM,x,1,3,9,29,9,3794,
15/10/2019,12:40:00 AM,x,1,3,9,32,9,298490909,
15/10/2019,12:45:00 AM,x,1,3,9,41,9,264825,
15/10/2019,12:50:00 AM,x,1,3,9,34,9,246613636,
15/10/2019,12:55:00 AM,x,1,3,9,17,9,225645455,
15/10/2019,01:00:00 AM,x,1,2,9,1,9,224736364,
15/10/2019,01:05:00 AM,x,1,3,9,5,9,220190909,
15/10/2019,01:10:00 AM,x,1,3,9,27,9,204736364,
15/10/2019,01:15:00 AM,x,1,3,9,32,9,202009091,
15/10/2019,01:20:00 AM,x,1,3,9,28,9,209281818,
15/10/2019,01:25:00 AM,x,1,3,9,29,9,207493182,
15/10/2019,01:30:00 AM,x,1,3,9,24,9,191129545,
15/10/2019,01:35:00 AM,x,1,3,9,15,9,178402273,
15/10/2019,01:40:00 AM,x,1,3,9,38,9,141159091,
15/10/2019,01:45:00 AM,x,1,3,9,42,9,91188636,
15/10/2019,01:50:00 AM,x,1,2,9,15,9,32127273,
15/10/2019,01:55:00 AM,x,1,2,8,92,8,966702273,
15/10/2019,02:00:00 AM,x,1,3,8,91,8,897640909,
15/10/2019,02:05:00 AM,x,1,2,8,86,8,825881818,
15/10/2019,02:10:00 AM,x,1,2,8,77,8,716820455,
15/10/2019,02:15:00 AM,x,1,2,8,63,8,601395455,
15/10/2019,02:20:00 AM,x,1,2,8,57,8,504122727,
15/10/2019,02:25:00 AM,x,1,2,8,48,8,41685,
15/10/2019,02:30:00 AM,x,1,1,8,36,8,329606818,
15/10/2019,02:35:00 AM,x,1,2,8,18,8,254181818,
15/10/2019,02:40:00 AM,x,1,2,8,15,8,179636364,
15/10/2019,02:45:00 AM,x,1,2,8,8,8,114181818,
15/10/2019,02:50:00 AM,x,1,2,7,96,8,48727273,
15/10/2019,02:55:00 AM,x,1,2,7,95,7,985090909,
15/10/2019,03:00:00 AM,x,1,1,8,3,7,929606818,
15/10/2019,03:05:00 AM,x,1,2,7,95,7,885061364,
15/10/2019,03:10:00 AM,x,1,2,7,91,7,833243182,
15/10/2019,03:15:00 AM,x,1,2,7,85,7,783243182,
15/10/2019,03:20:00 AM,x,1,2,7,78,7,771425,
15/10/2019,03:25:00 AM,x,1,2,7,75,7,765940909,
15/10/2019,03:30:00 AM,x,1,2,7,69,7,744093182,
15/10/2019,03:35:00 AM,x,1,2,7,58,7,719547727,
15/10/2019,03:40:00 AM,x,1,2,7,53,7,707729545,
15/10/2019,03:45:00 AM,x,1,2,7,83,7,704093182,
15/10/2019,03:50:00 AM,x,1,3,7,89,7,715002273,
15/10/2019,03:55:00 AM,x,1,2,7,79,7,723184091,
15/10/2019,04:00:00 AM,x,1,2,7,68,7,713213636,
15/10/2019,04:05:00 AM,x,1,2,7,78,7,709577273,
15/10/2019,04:10:00 AM,x,1,2,7,81,7,715970455,
15/10/2019,04:15:00 AM,x,1,2,7,9,7,721454545,
15/10/2019,04:20:00 AM,x,1,2,7,84,7,717847727,
15/10/2019,04:25:00 AM,x,1,1,7,58,7,738786364,
15/10/2019,04:30:00 AM,x,1,2,7,54,7,783331818,
15/10/2019,04:35:00 AM,x,1,1,7,6,7,792452273,
15/10/2019,04:40:00 AM,x,1,1,7,89,7,7743,
15/10/2019,04:45:00 AM,x,1,2,7,85,7,749813636,
15/10/2019,04:50:00 AM,x,1,1,8,2,7,746206818,
15/10/2019,04:55:00 AM,x,1,2,8,17,7,787115909,
15/10/2019,05:00:00 AM,x,1,1,7,88,7,830781818,
15/10/2019,05:05:00 AM,x,1,1,7,61,7,884388636,
15/10/2019,05:10:00 AM,x,1,7,63,7,909311364,,
15/10/2019,05:15:00 AM,x,1,1,7,8,7,933570455,
15/10/2019,05:20:00 AM,x,1,1,8,3,7,932163636,
15/10/2019,05:25:00 AM,x,1,1,8,2,7,904761364,
15/10/2019,05:30:00 AM,x,1,2,8,19,7,915304545,
15/10/2019,05:35:00 AM,0,1,19,8,17,7,966645455,
15/10/2019,05:40:00 AM,0,2,4,8,15,7,995131818,
15/10/2019,05:45:00 AM,0,1,3,64,8,9,7,990215909
15/10/2019,05:50:00 AM,0,14,6,91,8,6,7,987390909
15/10/2019,05:55:00 AM,0,37,10,98,8,32,8,17181818
15/10/2019,06:00:00 AM,0,61,14,71,8,62,8,46711364
15/10/2019,06:05:00 AM,0,82,17,82,8,49,8,75934091
15/10/2019,06:10:00 AM,1,20,52,8,38,8,107384091,
15/10/2019,06:15:00 AM,1,25,24,12,8,75,8,155570455
15/10/2019,06:20:00 AM,1,5,27,85,9,22,8,230461364
15/10/2019,06:25:00 AM,1,67,30,41,9,47,8,320875
15/10/2019,06:30:00 AM,1,8,32,53,9,51,8,381381818
15/10/2019,06:35:00 AM,1,96,34,78,9,56,8,146722727
15/10/2019,06:40:00 AM,2,18,38,1,9,74,8,244715909
15/10/2019,06:45:00 AM,3,6,49,87,10,28,8,551395455
15/10/2019,06:50:00 AM,3,7,58,84,10,87,8,923918182
15/10/2019,06:55:00 AM,3,23,73,11,18,9,367188636,
15/10/2019,07:00:00 AM,5,44,280,32,14,44,10,13712727
15/10/2019,07:05:00 AM,9,98,318,43,19,14,10,93583409
15/10/2019,07:10:00 AM,16,331,9,22,1,11,25378864,
15/10/2019,07:15:00 AM,18,94,357,15,24,2,11,41156364
15/10/2019,07:20:00 AM,22,13,404,38,26,5,11,98784091
15/10/2019,07:25:00 AM,18,1,307,32,26,91,12,63087727
15/10/2019,07:30:00 AM,16,15,270,91,26,2,13,87229091
15/10/2019,07:35:00 AM,24,8,379,1,24,32,14,79995909
15/10/2019,07:40:00 AM,38,76,641,7,31,25,16,1495682
15/10/2019,07:45:00 AM,40,34,644,1,36,23,16,73877273
15/10/2019,07:50:00 AM,42,29,676,28,37,86,17,14396818
15/10/2019,07:55:00 AM,36,12,577,38,37,75,17,8724545
15/10/2019,08:00:00 AM,38,96,596,45,38,38,17,89175
15/10/2019,08:05:00 AM,17,14,247,86,32,76,17,26780227
15/10/2019,08:10:00 AM,18,254,32,28,64,17,99481818,
15/10/2019,08:15:00 AM,19,38,264,16,26,4,18,54112045
15/10/2019,08:20:00 AM,22,84,308,98,26,34,18,90161591
15/10/2019,08:25:00 AM,21,48,283,18,26,44,18,95725909
15/10/2019,08:30:00 AM,30,59,420,18,27,62,18,53456136
15/10/2019,08:35:00 AM,31,7,430,71,32,39,18,19056136
15/10/2019,08:40:00 AM,22,25,290,89,30,76,18,47368636
15/10/2019,08:45:00 AM,23,58,304,42,29,74,18,67104318
15/10/2019,08:50:00 AM,21,98,283,47,28,81,18,91167273
15/10/2019,08:55:00 AM,35,12,476,44,29,83,18,84854773
15/10/2019,09:00:00 AM,29,68,399,6,33,89,19,2830682
15/10/2019,09:05:00 AM,18,55,241,57,31,34,18,32816364
15/10/2019,09:10:00 AM,19,79,253,67,28,23,18,17825
15/10/2019,09:15:00 AM,20,77,261,69,27,45,17,86193864
15/10/2019,09:20:00 AM,23,27,299,93,26,29,17,53410682
15/10/2019,09:25:00 AM,22,32,281,8,25,1,17,71165455
15/10/2019,09:30:00 AM,35,81,497,22,26,85,17,34305227
15/10/2019,09:35:00 AM,27,22,355,62,29,45,16,73026136
15/10/2019,09:40:00 AM,12,77,162,72,23,42,16,43318409
15/10/2019,09:45:00 AM,14,24,180,89,21,87,16,36627273
15/10/2019,09:50:00 AM,14,59,181,27,22,19,16,50899318
15/10/2019,09:55:00 AM,13,68,175,51,22,57,16,42787045
15/10/2019,10:00:00 AM,14,69,187,13,22,83,17,32189091
15/10/2019,10:05:00 AM,15,58,203,45,23,33,17,56511818
15/10/2019,10:10:00 AM,14,4,181,26,24,1,17,96565682
15/10/2019,10:15:00 AM,16,12,208,24,24,88,18,52422273
15/10/2019,10:20:00 AM,33,58,422,18,28,77,18,92646364
15/10/2019,10:25:00 AM,28,3,341,9,31,61,19,34022955
15/10/2019,10:30:00 AM,28,52,350,22,31,95,19,76499773
15/10/2019,10:35:00 AM,21,2,254,23,30,8,20,3883409
15/10/2019,10:40:00 AM,16,26,200,76,28,66,19,97888864
15/10/2019,10:45:00 AM,16,19,202,5,27,29,19,85931364
15/10/2019,10:50:00 AM,13,51,161,62,26,67,20,34326818
15/10/2019,10:55:00 AM,9,36,119,67,25,31,20,51189545
15/10/2019,11:00:00 AM,11,16,143,69,24,4,20,60121136
15/10/2019,11:05:00 AM,16,61,214,78,24,53,20,32112727
15/10/2019,11:10:00 AM,26,65,322,25,27,27,20,10856818
15/10/2019,11:15:00 AM,22,31,274,38,29,29,20,19533636
15/10/2019,11:20:00 AM,15,79,198,17,28,82,20,6904318
15/10/2019,11:25:00 AM,13,13,171,99,27,14,19,68792955
15/10/2019,11:30:00 AM,16,94,220,72,26,63,19,84707727
15/10/2019,11:35:00 AM,18,98,235,78,27,46,20,14683182
15/10/2019,11:40:00 AM,13,14,160,99,26,91,20,47683636
15/10/2019,11:45:00 AM,12,2,155,75,25,9,20,46565
15/10/2019,11:50:00 AM,24,49,320,97,27,66,20,6482955
15/10/2019,11:55:00 AM,19,87,246,44,29,49,19,15498409
15/10/2019,12:00:00 PM,18,76,217,94,27,93,19,40215
15/10/2019,12:05:00 PM,14,95,180,71,26,3,19,63486818
15/10/2019,12:10:00 PM,14,23,180,32,26,11,19,76922273
15/10/2019,12:15:00 PM,21,77,274,14,26,88,19,879075
15/10/2019,12:20:00 PM,47,32,639,63,32,33,20,85
15/10/2019,12:25:00 PM,27,24,318,91,32,54,19,78381591
15/10/2019,12:30:00 PM,20,29,242,86,30,25,19,436225
15/10/2019,12:35:00 PM,15,25,181,67,29,6,19,4634773
15/10/2019,12:40:00 PM,11,44,143,8,25,91,18,66390909
15/10/2019,12:45:00 PM,8,8,119,58,23,38,18,68182955
15/10/2019,12:50:00 PM,9,44,133,61,22,51,19,54485909
15/10/2019,12:55:00 PM,12,71,173,74,22,67,19,42395909
15/10/2019,01:00:00 PM,17,23,227,13,23,52,19,21861136
15/10/2019,01:05:00 PM,23,89,300,53,25,81,18,95026136
15/10/2019,01:10:00 PM,26,29,316,69,28,46,18,82645227
15/10/2019,01:15:00 PM,21,31,255,22,29,33,18,94916364
15/10/2019,01:20:00 PM,17,34,211,83,27,73,19,35601591
15/10/2019,01:25:00 PM,15,53,196,67,26,49,19,88125
15/10/2019,01:30:00 PM,17,4,218,65,27,31,20,39279773
15/10/2019,01:35:00 PM,19,87,254,32,28,14,20,82977273
15/10/2019,01:40:00 PM,21,88,270,97,29,65,20,93866591
15/10/2019,01:45:00 PM,17,42,206,6,29,34,20,72825682
15/10/2019,01:50:00 PM,13,37,162,43,28,8,20,62485455
15/10/2019,01:55:00 PM,11,76,148,76,26,6,20,61430682
15/10/2019,02:00:00 PM,9,76,127,4,24,99,20,61559318
15/10/2019,02:05:00 PM,10,38,133,68,23,71,20,66823182
15/10/2019,02:10:00 PM,12,73,161,82,23,98,20,48302045
15/10/2019,02:15:00 PM,11,9,154,52,24,73,19,94788864
15/10/2019,02:20:00 PM,11,9,144,24,24,67,19,32754773
15/10/2019,02:25:00 PM,10,56,138,83,24,73,18,78354318
15/10/2019,02:30:00 PM,8,83,118,35,24,3,18,34741818
15/10/2019,02:35:00 PM,6,74,90,58,21,75,18,9191591
15/10/2019,02:40:00 PM,8,8,108,72,20,29,17,974525
15/10/2019,02:45:00 PM,10,6,129,93,20,2,17,74929091
15/10/2019,02:50:00 PM,12,6,161,5,21,3,17,48980909
15/10/2019,02:55:00 PM,11,88,152,55,21,1,17,193175
15/10/2019,03:00:00 PM,12,41,155,85,21,62,16,85935227
15/10/2019,03:05:00 PM,11,64,141,86,22,4,16,62222727
15/10/2019,03:10:00 PM,12,44,153,83,22,23,16,58806136
15/10/2019,03:15:00 PM,12,52,156,68,22,22,16,65686591
15/10/2019,03:20:00 PM,12,94,160,46,22,17,16,68086364
15/10/2019,03:25:00 PM,13,27,161,49,22,3,16,62925909
15/10/2019,03:30:00 PM,13,7,166,53,21,61,16,59916818
15/10/2019,03:35:00 PM,13,1,154,13,21,39,16,50224091
15/10/2019,03:40:00 PM,10,97,130,95,20,99,16,35333864
15/10/2019,03:45:00 PM,11,2,137,7,20,5,16,18383182
15/10/2019,03:50:00 PM,12,89,152,17,20,43,15,99688182
15/10/2019,03:55:00 PM,10,38,122,65,20,21,15,82599318
15/10/2019,04:00:00 PM,6,86,84,82,19,12,15,74207045
15/10/2019,04:05:00 PM,5,62,67,92,17,8,15,63443636
15/10/2019,04:10:00 PM,5,76,71,59,17,59,15,53087045
15/10/2019,04:15:00 PM,6,41,79,12,17,47,15,50817955
15/10/2019,04:20:00 PM,6,5,80,56,17,52,15,51240227
15/10/2019,04:25:00 PM,5,23,67,55,17,47,15,43687727
15/10/2019,04:30:00 PM,5,2,66,56,17,36,15,36992045
15/10/2019,04:35:00 PM,4,15,53,8,17,32,15,38401364
15/10/2019,04:40:00 PM,2,45,32,75,16,86,15,41818864
15/10/2019,04:45:00 PM,2,9,41,51,16,88,15,50685227
15/10/2019,04:50:00 PM,4,34,56,52,17,23,15,62481591
15/10/2019,04:55:00 PM,4,9,55,79,17,44,15,69059318
15/10/2019,05:00:00 PM,4,27,59,15,17,67,15,72400909
15/10/2019,05:05:00 PM,4,14,55,1,17,43,15,733675
15/10/2019,05:10:00 PM,4,19,51,88,17,56,15,72628636
15/10/2019,05:15:00 PM,2,87,38,48,17,45,15,72624091
15/10/2019,05:20:00 PM,1,7,26,21,16,85,15,72734545
15/10/2019,05:25:00 PM,1,42,23,25,16,32,15,69528636
15/10/2019,05:30:00 PM,0,89,16,27,16,23,15,63685682
15/10/2019,05:35:00 PM,0,43,10,2,16,4,15,58106591
15/10/2019,05:40:00 PM,0,7,4,91,15,69,15,49573182
15/10/2019,05:45:00 PM,0,2,3,15,48,15,36535227,
15/10/2019,05:50:00 PM,0,1,41,15,32,15,234175,
15/10/2019,05:55:00 PM,0,1,8,15,14,15,131525,
15/10/2019,06:00:00 PM,0,1,6,15,6,15,1188864,
15/10/2019,06:05:00 PM,x,1,7,14,97,14,89469545,
15/10/2019,06:10:00 PM,x,1,7,14,8,14,79061591,
15/10/2019,06:15:00 PM,x,1,7,14,59,14,69515909,
15/10/2019,06:20:00 PM,x,1,7,14,47,14,62619318,
15/10/2019,06:25:00 PM,x,1,7,14,42,14,59349545,
15/10/2019,06:30:00 PM,x,1,7,14,46,14,58346591,
15/10/2019,06:35:00 PM,x,1,6,14,42,14,58801136,
15/10/2019,06:40:00 PM,x,1,7,14,39,14,60713182,
15/10/2019,06:45:00 PM,x,1,6,14,55,14,63170682,
15/10/2019,06:50:00 PM,x,1,7,14,78,14,65537273,
15/10/2019,06:55:00 PM,x,1,7,14,95,14,67903864,
15/10/2019,07:00:00 PM,x,1,7,15,2,14,69179545,
15/10/2019,07:05:00 PM,x,1,6,15,1,14,69997727,
15/10/2019,07:10:00 PM,x,1,6,14,86,14,7064,
15/10/2019,07:15:00 PM,x,1,6,14,73,14,69370227,
15/10/2019,07:20:00 PM,x,1,6,14,68,14,64557955,
15/10/2019,07:25:00 PM,x,1,6,14,6,14,57291136,
15/10/2019,07:30:00 PM,x,1,6,14,51,14,498425,
15/10/2019,07:35:00 PM,x,1,5,14,46,14,43390909,
15/10/2019,07:40:00 PM,x,1,5,14,41,14,33302955,
15/10/2019,07:45:00 PM,x,1,5,14,25,14,24578636,
15/10/2019,07:50:00 PM,x,1,5,14,15,14,12217955,
15/10/2019,07:55:00 PM,x,1,5,14,2,14,678409,
15/10/2019,08:00:00 PM,x,1,5,14,3,13,90681364,
15/10/2019,08:05:00 PM,x,1,5,13,75,13,78135909,
15/10/2019,08:10:00 PM,x,1,5,13,77,13,59590455,
15/10/2019,08:15:00 PM,x,1,5,13,32,13,39957045,
15/10/2019,08:20:00 PM,x,1,4,13,33,13,1996,
15/10/2019,08:25:00 PM,x,1,5,13,41,13,2872045,
15/10/2019,08:30:00 PM,x,1,5,13,8,12,91781136,
15/10/2019,08:35:00 PM,x,1,5,12,37,12,90420455,
15/10/2019,08:40:00 PM,x,1,4,12,9,12,90693182,
15/10/2019,08:45:00 PM,x,1,4,11,95,12,96238636,
15/10/2019,08:50:00 PM,x,1,4,12,32,13,24175,
15/10/2019,08:55:00 PM,x,1,5,13,8,13,74175,
15/10/2019,09:00:00 PM,x,1,4,13,6,13,15962955,
15/10/2019,09:05:00 PM,x,1,5,13,8,13,314175,
15/10/2019,09:10:00 PM,x,1,5,13,93,13,49323636,
15/10/2019,09:15:00 PM,x,1,5,14,1,13,68593409,
15/10/2019,09:20:00 PM,x,1,5,13,96,13,84590455,
15/10/2019,09:25:00 PM,x,1,5,14,2,13,95045,
15/10/2019,09:30:00 PM,x,1,5,14,7,14,15875,
15/10/2019,09:35:00 PM,x,1,5,14,6,14,6678409,
15/10/2019,09:40:00 PM,x,1,5,14,7,14,95875,
15/10/2019,09:45:00 PM,x,1,5,14,8,14,10860227,
15/10/2019,09:50:00 PM,x,1,5,14,23,14,11314773,
15/10/2019,09:55:00 PM,x,1,5,14,32,14,85875,
15/10/2019,10:00:00 PM,x,1,5,14,36,14,2954091,
15/10/2019,10:05:00 PM,x,1,5,14,25,13,99229773,
15/10/2019,10:10:00 PM,x,1,5,14,15,13,96778182,
15/10/2019,10:15:00 PM,x,1,5,14,1,13,93962955,
15/10/2019,10:20:00 PM,x,1,5,13,72,13,89056818,
15/10/2019,10:25:00 PM,x,1,4,13,45,13,82877955,
15/10/2019,10:30:00 PM,x,1,4,13,65,13,76335455,
15/10/2019,10:35:00 PM,x,1,4,13,8,13,70065682,
15/10/2019,10:40:00 PM,x,1,4,13,77,13,62617045,
15/10/2019,10:45:00 PM,x,1,4,13,69,13,53622955,
15/10/2019,10:50:00 PM,x,1,4,13,64,13,46447045,
15/10/2019,10:55:00 PM,x,1,4,13,64,13,40904545,
15/10/2019,11:00:00 PM,x,1,4,13,56,13,33180227,
15/10/2019,11:05:00 PM,x,1,3,13,33,13,23183182,
15/10/2019,11:10:00 PM,x,1,3,13,2,13,13095227,
15/10/2019,11:15:00 PM,x,1,3,12,93,13,428,
15/10/2019,11:20:00 PM,x,1,3,12,84,12,94010227,
15/10/2019,11:25:00 PM,x,1,3,12,8,12,81922273,
15/10/2019,11:30:00 PM,x,1,3,12,7,12,71743409,
15/10/2019,11:35:00 PM,x,1,3,12,66,12,65197955,
15/10/2019,11:40:00 PM,x,1,3,12,72,12,60649545,
15/10/2019,11:45:00 PM,x,1,3,12,51,12,55010227,
15/10/2019,11:50:00 PM,x,1,3,12,31,12,48192045,
15/10/2019,11:55:00 PM,x,1,3,12,44,12,40464773,
16/10/2019,12:00:00 AM,x,1,3,12,61,12,34192045,
16/10/2019,12:05:00 AM,x,1,4,12,52,12,30007273,
16/10/2019,12:10:00 AM,x,1,4,12,31,12,25007273,
16/10/2019,12:15:00 AM,x,1,3,12,9,12,20916364,
16/10/2019,12:20:00 AM,x,1,3,11,95,12,19098182,
16/10/2019,12:25:00 AM,x,1,3,12,1,12,16643636,
16/10/2019,12:30:00 AM,x,1,4,12,2,12,10916364,
16/10/2019,12:35:00 AM,x,1,3,12,17,12,7010227,
16/10/2019,12:40:00 AM,x,1,3,12,6,12,6649545,
16/10/2019,12:45:00 AM,x,1,3,12,11,12,5285909,
16/10/2019,12:50:00 AM,x,1,3,12,17,12,2376818,
16/10/2019,12:55:00 AM,x,1,3,11,98,11,97922273,
16/10/2019,01:00:00 AM,x,1,3,12,9,11,9111,
16/10/2019,01:05:00 AM,x,1,3,12,27,11,87294773,
16/10/2019,01:10:00 AM,x,1,3,11,94,11,87385682,
16/10/2019,01:15:00 AM,x,1,3,11,63,11,86385682,
16/10/2019,01:20:00 AM,x,1,3,11,52,11,85476591,
16/10/2019,01:25:00 AM,x,1,2,11,45,11,855675,
16/10/2019,01:30:00 AM,x,1,2,11,75,11,83294773,
16/10/2019,01:35:00 AM,x,1,3,12,7,11,78476591,
16/10/2019,01:40:00 AM,x,1,3,12,11,75931136,,
16/10/2019,01:45:00 AM,x,1,3,12,7,11,75112955,
16/10/2019,01:50:00 AM,x,1,3,11,99,11,735675,
16/10/2019,01:55:00 AM,x,1,3,11,84,11,70655455,
16/10/2019,02:00:00 AM,x,1,3,11,74,11,64561591,
16/10/2019,02:05:00 AM,x,1,3,11,66,11,55743409,
16/10/2019,02:10:00 AM,x,1,3,11,54,11,466525,
16/10/2019,02:15:00 AM,x,1,3,11,35,11,36197955,
16/10/2019,02:20:00 AM,x,1,3,11,13,11,28197955,
16/10/2019,02:25:00 AM,x,1,3,11,8,11,23288864,
16/10/2019,02:30:00 AM,x,1,3,11,1,11,21376818,
16/10/2019,02:35:00 AM,x,1,3,11,11,20740455,,
16/10/2019,02:40:00 AM,x,1,3,10,92,11,23376818,
16/10/2019,02:45:00 AM,x,1,3,11,11,11,26646591,
16/10/2019,02:50:00 AM,x,1,3,11,3,11,297375,
16/10/2019,02:55:00 AM,x,1,4,11,53,11,33919318,
16/10/2019,03:00:00 AM,x,1,3,11,59,11,387375,
16/10/2019,03:05:00 AM,x,1,3,11,83,11,45646591,
16/10/2019,03:10:00 AM,x,1,4,11,71,11,547375,
16/10/2019,03:15:00 AM,x,1,3,11,47,11,64282955,
16/10/2019,03:20:00 AM,x,1,3,11,54,11,73010227,
16/10/2019,03:25:00 AM,x,1,3,11,63,11,78740455,
16/10/2019,03:30:00 AM,x,1,3,11,76,11,87285909,
16/10/2019,03:35:00 AM,x,1,3,11,92,11,93831364,
16/10/2019,03:40:00 AM,x,1,3,12,16,12,470682,
16/10/2019,03:45:00 AM,x,1,3,12,26,12,9016136,
16/10/2019,03:50:00 AM,x,1,3,12,16,12,18470682,
16/10/2019,03:55:00 AM,x,1,3,12,53,12,28379773,
16/10/2019,04:00:00 AM,x,1,3,12,55,12,366525,
16/10/2019,04:05:00 AM,x,1,3,12,44,12,40925227,
16/10/2019,04:10:00 AM,x,1,3,12,41,12,40288864,
16/10/2019,04:15:00 AM,x,1,3,12,58,12,36928182,
16/10/2019,04:20:00 AM,x,1,3,12,72,12,32022045,
16/10/2019,04:25:00 AM,x,1,3,12,67,12,24388636,
16/10/2019,04:30:00 AM,x,1,3,12,39,12,14118864,
16/10/2019,04:35:00 AM,x,1,3,12,9,12,1033864,
16/10/2019,04:40:00 AM,x,1,2,11,89,11,853125,
16/10/2019,04:45:00 AM,x,1,2,11,62,11,68045682,
16/10/2019,04:50:00 AM,x,1,2,11,69,11,50233409,
16/10/2019,04:55:00 AM,x,1,2,11,42,11,32784773,
16/10/2019,05:00:00 AM,x,1,1,11,11,17517955,,
16/10/2019,05:05:00 AM,x,1,1,10,68,11,7157273,
16/10/2019,05:10:00 AM,x,1,1,10,68,11,139545,
16/10/2019,05:15:00 AM,x,1,1,10,76,10,95297045,
16/10/2019,05:20:00 AM,x,1,1,10,75,10,9455,
16/10/2019,05:25:00 AM,x,1,1,10,71,10,98282955,
16/10/2019,05:30:00 AM,x,1,2,10,95,11,6975,
16/10/2019,05:35:00 AM,x,1,8,11,12,11,18190682,
16/10/2019,05:40:00 AM,0,1,41,11,1,11,26433409,
16/10/2019,05:45:00 AM,0,2,1,11,64,11,33582727,
16/10/2019,05:50:00 AM,0,1,3,77,11,92,11,43131136
16/10/2019,05:55:00 AM,0,12,6,36,12,13,11,55609091
16/10/2019,06:00:00 AM,0,24,8,28,12,15,11,61333636
16/10/2019,06:05:00 AM,0,68,14,65,12,3,11,66029773
16/10/2019,06:10:00 AM,1,15,21,12,12,2,11,68742955
16/10/2019,06:15:00 AM,2,5,33,12,84,11,67535909,
16/10/2019,06:20:00 AM,2,29,35,7,13,21,11,65786136
16/10/2019,06:25:00 AM,3,6,54,26,13,31,11,67236364
16/10/2019,06:30:00 AM,3,5,52,57,13,31,11,74381591
16/10/2019,06:35:00 AM,4,49,65,15,13,47,11,89819545
16/10/2019,06:40:00 AM,4,66,69,48,13,7,12,14794091
16/10/2019,06:45:00 AM,5,4,78,14,14,12,37670227,
16/10/2019,06:50:00 AM,5,68,86,99,14,91,12,60644091
16/10/2019,06:55:00 AM,6,53,98,25,15,86,12,88228636
16/10/2019,07:00:00 AM,8,84,124,86,17,31,13,13817273
16/10/2019,07:05:00 AM,8,18,111,36,17,88,13,46648409
16/10/2019,07:10:00 AM,9,35,122,65,18,27,13,94482727
16/10/2019,07:15:00 AM,10,58,138,25,19,7,14,35690909
16/10/2019,07:20:00 AM,11,22,149,82,19,45,14,68034318
16/10/2019,07:25:00 AM,11,93,178,27,20,21,14,97209545
16/10/2019,07:30:00 AM,11,92,179,26,20,79,15,14034318
16/10/2019,07:35:00 AM,8,98,124,81,20,76,14,80081136
16/10/2019,07:40:00 AM,9,22,116,68,19,93,15,19213409
16/10/2019,07:45:00 AM,10,85,137,52,20,11,15,686125
16/10/2019,07:50:00 AM,10,91,142,58,20,51,16,1835
16/10/2019,07:55:00 AM,13,72,188,53,21,23,16,23550227
16/10/2019,08:00:00 AM,28,28,432,74,24,59,16,43551136
16/10/2019,08:05:00 AM,20,16,302,51,28,42,16,45156591
16/10/2019,08:10:00 AM,12,18,178,13,25,8,16,51482045
16/10/2019,08:15:00 AM,13,26,189,99,24,41,16,58561136
16/10/2019,08:20:00 AM,14,58,201,8,23,34,16,58818182
16/10/2019,08:25:00 AM,15,22,196,18,23,54,16,81697955
16/10/2019,08:30:00 AM,16,54,209,53,23,69,17,49827273
16/10/2019,08:35:00 AM,15,26,190,4,23,1,17,38058636
16/10/2019,08:40:00 AM,16,36,205,56,23,1,16,99333409
16/10/2019,08:45:00 AM,19,82,253,71,24,15,16,93195455
16/10/2019,08:50:00 AM,17,87,225,86,24,96,17,12005909
16/10/2019,08:55:00 AM,15,9,196,61,24,41,17,33701818
16/10/2019,09:00:00 AM,15,7,198,65,23,75,17,65973409
16/10/2019,09:05:00 AM,23,5,293,2,25,28,17,94735227
16/10/2019,09:10:00 AM,25,8,319,38,27,94,18,32845682
16/10/2019,09:15:00 AM,24,1,303,26,28,73,18,72954545
16/10/2019,09:20:00 AM,22,97,286,44,28,86,18,78793182
16/10/2019,09:25:00 AM,21,24,255,38,28,73,18,92098182
16/10/2019,09:30:00 AM,21,18,253,28,22,19,26969545,
16/10/2019,09:35:00 AM,19,32,227,34,28,19,75879773,
16/10/2019,09:40:00 AM,18,83,226,88,27,69,20,11806136
16/10/2019,09:45:00 AM,27,47,340,56,29,33,20,44242045
16/10/2019,09:50:00 AM,30,44,379,27,31,81,20,72356136
16/10/2019,09:55:00 AM,29,6,362,47,32,91,20,6773
16/10/2019,10:00:00 AM,30,7,375,35,33,33,20,61005682
16/10/2019,10:05:00 AM,30,4,372,86,33,63,20,33762045
16/10/2019,10:10:00 AM,27,82,346,4,33,7,19,83984091
16/10/2019,10:15:00 AM,23,82,287,9,32,19,59989545,
16/10/2019,10:20:00 AM,20,4,246,73,27,94,19,25246591
16/10/2019,10:25:00 AM,18,44,228,99,26,7,19,43228182
16/10/2019,10:30:00 AM,19,46,248,78,25,7,19,32963864
16/10/2019,10:35:00 AM,27,82,356,59,26,43,18,75519318
16/10/2019,10:40:00 AM,38,93,494,8,31,68,18,13517045
16/10/2019,10:45:00 AM,50,78,654,4,36,93,18,22011591
