Fecha,Hora,Potencia [kW],Insolaci�n [W/m�],Temperatura de modulos [�C],Temperatura ambiente [�C],,,,
19/10/2019,10:10:00 AM,43,3,554,4,34,26,12,5693182
19/10/2019,10:15:00 AM,46,75,628,32,30,29,11,39482727
19/10/2019,10:20:00 AM,39,19,503,12,29,22,12,10012727
19/10/2019,10:25:00 AM,41,52,533,73,29,1,11,95318182
19/10/2019,10:30:00 AM,36,82,480,94,27,7,12,306625
19/10/2019,10:35:00 AM,40,12,509,16,27,6,12,18083409
19/10/2019,10:40:00 AM,54,86,698,57,30,73,11,63250682
19/10/2019,10:45:00 AM,30,88,386,42,27,48,12,10801591
19/10/2019,10:50:00 AM,36,41,441,85,26,59,12,35531818
19/10/2019,10:55:00 AM,26,36,322,71,24,54,12,67736136
19/10/2019,11:00:00 AM,28,5,348,55,23,39,13,20505455
19/10/2019,11:05:00 AM,38,2,471,32,25,54,13,749875
19/10/2019,11:10:00 AM,32,63,397,84,28,3,14,58826364
19/10/2019,11:15:00 AM,29,94,375,11,27,78,14,50172727
19/10/2019,11:20:00 AM,30,1,375,5,27,5,14,69255455
19/10/2019,11:25:00 AM,25,46,316,49,27,53,14,87860227
19/10/2019,11:30:00 AM,24,53,305,99,26,45,15,16366136
19/10/2019,11:35:00 AM,19,81,246,5,25,26,15,53441136
19/10/2019,11:40:00 AM,23,35,288,94,23,36,15,74730455
19/10/2019,11:45:00 AM,24,29,297,57,24,15,88077955,
19/10/2019,11:50:00 AM,20,6,247,74,24,15,16,6219318
19/10/2019,11:55:00 AM,22,26,274,53,24,12,16,33177727
19/10/2019,12:00:00 PM,31,37,385,22,26,82,16,53835227
19/10/2019,12:05:00 PM,27,84,335,63,28,35,16,61204091
19/10/2019,12:10:00 PM,26,11,323,78,27,58,16,87265455
19/10/2019,12:15:00 PM,29,47,356,56,28,88,17,4509773
19/10/2019,12:20:00 PM,22,61,263,4,28,77,16,91377273
19/10/2019,12:25:00 PM,19,33,228,38,26,2,16,33629318
19/10/2019,12:30:00 PM,15,42,174,79,23,74,15,73745682
19/10/2019,12:35:00 PM,14,46,165,4,22,2,15,2612727
19/10/2019,12:40:00 PM,14,92,167,82,21,68,14,87832273
19/10/2019,12:45:00 PM,15,86,190,65,20,85,15,56365
19/10/2019,12:50:00 PM,38,36,474,6,24,27,15,519225
19/10/2019,12:55:00 PM,53,14,742,98,31,86,15,32331136
19/10/2019,01:00:00 PM,55,16,760,8,34,32,15,8697045
19/10/2019,01:05:00 PM,61,9,835,96,42,6,15,267955
19/10/2019,01:10:00 PM,21,48,263,68,33,4,15,7023409
19/10/2019,01:15:00 PM,21,2,244,59,27,67,15,36003409
19/10/2019,01:20:00 PM,34,92,307,92,26,63,15,9102
19/10/2019,01:25:00 PM,33,13,335,9,26,35,16,44058864
19/10/2019,01:30:00 PM,37,46,366,8,27,83,16,97095909
19/10/2019,01:35:00 PM,29,42,348,34,28,29,17,2905909
19/10/2019,01:40:00 PM,22,58,254,41,26,11,16,12172045
19/10/2019,01:45:00 PM,20,7,252,39,23,1,15,61156136
19/10/2019,01:50:00 PM,22,79,269,31,22,3,15,27265455
19/10/2019,01:55:00 PM,22,22,268,57,24,18,15,6375682
19/10/2019,02:00:00 PM,19,3,227,68,23,47,14,80134545
19/10/2019,02:05:00 PM,22,74,256,1,23,17,14,53674091
19/10/2019,02:10:00 PM,31,9,290,49,23,55,14,11970455
19/10/2019,02:15:00 PM,38,11,331,55,23,67,13,9475
19/10/2019,02:20:00 PM,32,351,64,24,59,13,85212273,
19/10/2019,02:25:00 PM,34,61,349,77,24,39,13,56318409
19/10/2019,02:30:00 PM,20,9,240,36,21,87,13,26689545
19/10/2019,02:35:00 PM,16,67,202,33,19,83,13,9517045
19/10/2019,02:40:00 PM,15,91,195,29,19,35,12,97216136
19/10/2019,02:45:00 PM,16,6,207,13,19,23,12,97328636
19/10/2019,02:50:00 PM,17,58,218,98,19,39,12,99392045
19/10/2019,02:55:00 PM,18,49,224,27,20,1,13,4998636
19/10/2019,03:00:00 PM,16,96,202,44,19,54,13,7631818
19/10/2019,03:05:00 PM,16,24,189,97,18,93,13,24476818
19/10/2019,03:10:00 PM,16,66,188,4,19,3,13,59142955
19/10/2019,03:15:00 PM,16,25,178,81,19,2,14,8495909
19/10/2019,03:20:00 PM,21,32,176,64,19,38,14,67524545
19/10/2019,03:25:00 PM,31,2,183,14,20,3,15,23324545
19/10/2019,03:30:00 PM,37,58,203,47,21,72,15,69292273
19/10/2019,03:35:00 PM,34,32,208,42,23,59,16,3422727
19/10/2019,03:40:00 PM,27,2,197,32,24,34,16,33274091
19/10/2019,03:45:00 PM,33,5,185,96,24,81,16,65469773
19/10/2019,03:50:00 PM,22,87,145,87,23,69,16,96326364
19/10/2019,03:55:00 PM,18,4,119,78,21,91,17,18960455
19/10/2019,04:00:00 PM,20,52,119,99,20,41,17,30588182
19/10/2019,04:05:00 PM,14,83,123,98,20,22,17,22054318
19/10/2019,04:10:00 PM,22,46,97,84,20,11,17,1381818
19/10/2019,04:15:00 PM,19,9,80,51,19,65,16,74342045
19/10/2019,04:20:00 PM,16,69,66,84,19,1,16,47475
19/10/2019,04:25:00 PM,14,89,64,73,18,49,16,30272955
19/10/2019,04:30:00 PM,12,12,59,15,17,8,16,299525
19/10/2019,04:35:00 PM,9,94,53,75,17,4,16,31086591
19/10/2019,04:40:00 PM,8,2,46,71,17,31,16,233325
19/10/2019,04:45:00 PM,7,22,45,42,17,47,16,13545909
19/10/2019,04:50:00 PM,5,11,46,31,17,63,16,3046591
19/10/2019,04:55:00 PM,3,64,33,69,17,57,15,93995455
19/10/2019,05:00:00 PM,3,13,29,68,17,28,15,876875
19/10/2019,05:05:00 PM,2,99,28,7,17,1,15,82718182
19/10/2019,05:10:00 PM,2,44,23,48,16,72,15,75332955
19/10/2019,05:15:00 PM,2,20,53,16,35,15,63824318,
19/10/2019,05:20:00 PM,1,7,19,98,16,4,15,49657273
19/10/2019,05:25:00 PM,1,63,20,5,15,85,15,30972045
19/10/2019,05:30:00 PM,1,1,15,8,15,62,15,12433864
19/10/2019,05:35:00 PM,0,55,9,86,15,3,14,95969773
19/10/2019,05:40:00 PM,0,11,4,68,14,88,14,80139318
19/10/2019,05:45:00 PM,0,2,26,14,64,14,6771,
19/10/2019,05:50:00 PM,0,1,24,14,46,14,58481818,
19/10/2019,05:55:00 PM,0,1,4,14,31,14,48864773,
19/10/2019,06:00:00 PM,0,1,4,14,3,14,39037955,
19/10/2019,06:05:00 PM,x,1,6,14,25,14,29277273,
19/10/2019,06:10:00 PM,x,1,6,14,35,14,22346818,
19/10/2019,06:15:00 PM,x,1,6,14,41,14,17792273,
19/10/2019,06:20:00 PM,x,1,5,14,16,14,13666591,
19/10/2019,06:25:00 PM,x,1,6,14,6,14,88425,
19/10/2019,06:30:00 PM,x,1,5,13,94,14,839545,
19/10/2019,06:35:00 PM,x,1,6,14,13,91115227,,
19/10/2019,06:40:00 PM,x,1,6,14,1,13,77666591,
19/10/2019,06:45:00 PM,x,1,5,14,13,61945227,,
19/10/2019,06:50:00 PM,x,1,6,13,78,13,4913,
19/10/2019,06:55:00 PM,x,1,5,13,42,13,36954091,
19/10/2019,07:00:00 PM,x,1,5,13,18,13,26047955,
19/10/2019,07:05:00 PM,x,1,4,12,87,13,14962955,
19/10/2019,07:10:00 PM,x,1,4,12,68,12,99968864,
19/10/2019,07:15:00 PM,x,1,4,12,75,12,85062727,
19/10/2019,07:20:00 PM,x,1,4,12,72,12,72435227,
19/10/2019,07:25:00 PM,x,1,4,12,74,12,62074545,
19/10/2019,07:30:00 PM,x,1,4,12,78,12,52350227,
19/10/2019,07:35:00 PM,x,1,4,12,45,12,450775,
19/10/2019,07:40:00 PM,x,1,4,12,36,12,41622955,
19/10/2019,07:45:00 PM,x,1,3,12,39,12,35622955,
19/10/2019,07:50:00 PM,x,1,4,12,28,12,26350227,
19/10/2019,07:55:00 PM,x,1,4,12,11,12,15535,
19/10/2019,08:00:00 PM,x,1,4,12,7,12,2265227,
19/10/2019,08:05:00 PM,x,1,4,12,3,11,91540909,
19/10/2019,08:10:00 PM,x,1,4,12,9,11,80725682,
19/10/2019,08:15:00 PM,x,1,4,11,7,11,69816591,
19/10/2019,08:20:00 PM,x,1,3,11,55,11,61543864,
19/10/2019,08:25:00 PM,x,1,3,11,32,11,55910455,
19/10/2019,08:30:00 PM,x,1,3,11,27,11,50731591,
19/10/2019,08:35:00 PM,x,1,3,11,17,11,42461818,
19/10/2019,08:40:00 PM,x,1,3,11,19,11,36101136,
19/10/2019,08:45:00 PM,x,1,4,11,37,11,32740455,
19/10/2019,08:50:00 PM,x,1,3,11,49,11,30013182,
19/10/2019,08:55:00 PM,x,1,3,11,5,11,30740455,
19/10/2019,09:00:00 PM,x,1,3,11,39,11,34740455,
19/10/2019,09:05:00 PM,x,1,3,11,39,11,38649545,
19/10/2019,09:10:00 PM,x,1,3,11,33,11,39285909,
19/10/2019,09:15:00 PM,x,1,3,11,25,11,35200909,
19/10/2019,09:20:00 PM,x,1,3,11,4,11,28840227,
19/10/2019,09:25:00 PM,x,1,3,11,71,11,21934091,
19/10/2019,09:30:00 PM,x,1,3,11,6,11,14937045,
19/10/2019,09:35:00 PM,x,1,3,11,26,11,8212727,
19/10/2019,09:40:00 PM,x,1,2,10,92,11,3488409,
19/10/2019,09:45:00 PM,x,1,2,10,79,11,4218636,
19/10/2019,09:50:00 PM,x,1,2,10,74,11,5127727,
19/10/2019,09:55:00 PM,x,1,2,10,62,11,2764091,
19/10/2019,10:00:00 PM,x,1,2,10,65,11,1127727,
19/10/2019,10:05:00 PM,x,1,2,10,81,11,2309545,
19/10/2019,10:10:00 PM,x,1,2,11,33,11,6491364,
19/10/2019,10:15:00 PM,x,1,3,11,5,11,11309545,
19/10/2019,10:20:00 PM,x,1,3,11,45,11,15673182,
19/10/2019,10:25:00 PM,x,1,3,11,42,11,22036818,
19/10/2019,10:30:00 PM,x,1,3,11,39,11,29582273,
19/10/2019,10:35:00 PM,x,1,2,11,38,11,37033864,
19/10/2019,10:40:00 PM,x,1,2,11,32,11,40667273,
19/10/2019,10:45:00 PM,x,1,2,11,22,11,42667273,
19/10/2019,10:50:00 PM,x,1,2,11,32,11,4494,
19/10/2019,10:55:00 PM,x,1,2,11,48,11,47394545,
19/10/2019,11:00:00 PM,x,1,3,11,63,11,49576364,
19/10/2019,11:05:00 PM,x,1,3,11,73,11,51937045,
19/10/2019,11:10:00 PM,x,1,3,11,72,11,55934091,
19/10/2019,11:15:00 PM,x,1,3,11,7,11,62112955,
19/10/2019,11:20:00 PM,x,1,3,11,69,11,69561591,
19/10/2019,11:25:00 PM,x,1,3,11,63,11,75558636,
19/10/2019,11:30:00 PM,x,1,3,11,64,11,81467727,
19/10/2019,11:35:00 PM,x,1,3,11,76,11,88013182,
19/10/2019,11:40:00 PM,x,1,3,11,9,11,95376818,
19/10/2019,11:45:00 PM,x,1,4,12,14,12,3464773,
19/10/2019,11:50:00 PM,x,1,3,12,14,12,12101136,
19/10/2019,11:55:00 PM,x,1,3,12,28,12,20828409,
20/10/2019,12:00:00 AM,x,1,3,12,45,12,29010227,
20/10/2019,12:05:00 AM,x,1,3,12,53,12,36192045,
20/10/2019,12:10:00 AM,x,1,4,12,59,12,40555682,
20/10/2019,12:15:00 AM,x,1,3,12,64,12,39285909,
20/10/2019,12:20:00 AM,x,1,3,12,59,12,35285909,
20/10/2019,12:25:00 AM,x,1,3,12,54,12,25925227,
20/10/2019,12:30:00 AM,x,1,3,12,55,12,12840227,
20/10/2019,12:35:00 AM,x,1,3,12,38,11,99391591,
20/10/2019,12:40:00 AM,x,1,3,12,11,86400455,,
20/10/2019,12:45:00 AM,x,1,3,11,7,11,74497273,
20/10/2019,12:50:00 AM,x,1,2,11,25,11,64954773,
20/10/2019,12:55:00 AM,x,1,1,11,1,11,56230455,
20/10/2019,01:00:00 AM,x,1,1,11,5,11,47781818,
20/10/2019,01:05:00 AM,x,1,1,11,16,11,41060455,
20/10/2019,01:10:00 AM,x,1,1,11,33,11,39245227,
20/10/2019,01:15:00 AM,x,1,2,11,54,11,41611818,
20/10/2019,01:20:00 AM,x,1,2,11,58,11,49611818,
20/10/2019,01:25:00 AM,x,1,1,11,62,11,63605909,
20/10/2019,01:30:00 AM,x,1,1,11,64,11,77327273,
20/10/2019,01:35:00 AM,x,1,2,11,8,11,87685,
20/10/2019,01:40:00 AM,x,1,2,11,96,11,91500227,
20/10/2019,01:45:00 AM,x,1,2,12,13,11,88045682,
20/10/2019,01:50:00 AM,x,1,3,12,55,11,80045682,
20/10/2019,01:55:00 AM,x,1,3,12,56,11,70136591,
20/10/2019,02:00:00 AM,x,1,3,12,3,11,63318409,
20/10/2019,02:05:00 AM,x,1,2,11,75,11,55045682,
20/10/2019,02:10:00 AM,x,1,2,11,16,11,44591136,
20/10/2019,02:15:00 AM,x,1,2,10,7,11,31503182,
20/10/2019,02:20:00 AM,x,1,1,10,53,11,13415227,
20/10/2019,02:25:00 AM,x,1,1,10,89,10,93693864,
20/10/2019,02:30:00 AM,x,1,2,10,89,10,75245227,
20/10/2019,02:35:00 AM,x,1,2,10,81,10,60157273,
20/10/2019,02:40:00 AM,x,1,1,10,69,10,51251136,
20/10/2019,02:45:00 AM,x,1,2,10,56,10,47708636,
20/10/2019,02:50:00 AM,x,1,1,10,39,10,47342045,
20/10/2019,02:55:00 AM,x,1,1,10,27,10,44157273,
20/10/2019,03:00:00 AM,x,1,1,10,9,10,37157273,
20/10/2019,03:05:00 AM,x,1,1,10,18,10,28251136,
20/10/2019,03:10:00 AM,x,1,1,10,31,10,19523864,
20/10/2019,03:15:00 AM,x,1,2,10,49,10,12617727,
20/10/2019,03:20:00 AM,x,1,2,10,54,10,7254091,
20/10/2019,03:25:00 AM,x,1,2,10,12,10,1799545,
20/10/2019,03:30:00 AM,x,1,1,9,83,9,948904545,
20/10/2019,03:35:00 AM,x,1,1,9,73,9,879813636,
20/10/2019,03:40:00 AM,x,1,1,9,8,9,807086364,
20/10/2019,03:45:00 AM,x,1,1,9,8,9,713479545,
20/10/2019,03:50:00 AM,x,1,1,9,67,9,5926,
20/10/2019,03:55:00 AM,x,1,1,9,33,9,494447727,
20/10/2019,04:00:00 AM,x,1,1,9,42,9,418084091,
20/10/2019,04:05:00 AM,x,1,1,9,51,9,357175,
20/10/2019,04:10:00 AM,x,1,1,9,46,9,291690909,
20/10/2019,04:15:00 AM,x,1,1,9,21,9,212570455,
20/10/2019,04:20:00 AM,x,1,1,9,4,9,138934091,
20/10/2019,04:25:00 AM,x,1,1,8,99,9,124359091,
20/10/2019,04:30:00 AM,x,1,1,9,6,9,87056818,
20/10/2019,04:35:00 AM,x,1,2,9,8,9,19754545,
20/10/2019,04:40:00 AM,x,1,2,8,93,8,960634091,
20/10/2019,04:45:00 AM,x,1,1,8,86,8,905179545,
20/10/2019,04:50:00 AM,x,1,2,9,17,8,866088636,
20/10/2019,04:55:00 AM,x,1,2,9,1,8,836997727,
20/10/2019,05:00:00 AM,x,1,2,8,77,8,794240909,
20/10/2019,05:05:00 AM,x,1,2,8,81,8,736938636,
20/10/2019,05:10:00 AM,x,1,1,8,6,8,676495455,
20/10/2019,05:15:00 AM,x,1,1,8,61,8,625329545,
20/10/2019,05:20:00 AM,x,1,1,8,67,8,541054545,
20/10/2019,05:25:00 AM,x,1,2,8,59,8,467718182,
20/10/2019,05:30:00 AM,x,1,3,8,45,8,429309091,
20/10/2019,05:35:00 AM,0,1,17,8,27,8,395104545,
20/10/2019,05:40:00 AM,0,2,2,8,33,8,394247727,
20/10/2019,05:45:00 AM,0,1,3,39,8,32,8,384943182
20/10/2019,05:50:00 AM,0,2,7,38,8,41,8,361995455
20/10/2019,05:55:00 AM,0,62,14,2,8,77,8,349736364
20/10/2019,06:00:00 AM,1,14,21,52,9,1,8,379038636
20/10/2019,06:05:00 AM,1,73,29,3,9,51,8,4575
20/10/2019,06:10:00 AM,2,33,37,39,9,69,8,549368182
20/10/2019,06:15:00 AM,2,96,45,7,9,87,8,645381818
20/10/2019,06:20:00 AM,3,65,54,4,10,19,8,742361364
20/10/2019,06:25:00 AM,4,34,63,42,10,8,8,733809091
20/10/2019,06:30:00 AM,5,3,72,46,11,45,8,710556818
20/10/2019,06:35:00 AM,5,72,81,8,11,91,8,807347727
20/10/2019,06:40:00 AM,6,41,89,97,12,19,9,59409091
20/10/2019,06:45:00 AM,7,12,100,71,12,51,9,438697727
20/10/2019,06:50:00 AM,8,66,161,53,13,47,9,859636364
20/10/2019,06:55:00 AM,12,1,253,39,16,38,10,24838636
20/10/2019,07:00:00 AM,15,92,292,54,19,13,10,62227045
20/10/2019,07:05:00 AM,17,39,309,21,29,11,7577727,
20/10/2019,07:10:00 AM,18,46,320,71,22,98,11,72930227
20/10/2019,07:15:00 AM,19,37,326,39,23,66,12,58976136
20/10/2019,07:20:00 AM,23,14,386,92,25,59,13,7463
20/10/2019,07:25:00 AM,28,81,478,53,28,76,14,96786591
20/10/2019,07:30:00 AM,33,85,554,97,32,3,15,85971136
20/10/2019,07:35:00 AM,37,3,601,7,36,1,16,42537273
20/10/2019,07:40:00 AM,34,82,557,17,36,81,16,75480227
20/10/2019,07:45:00 AM,27,78,440,24,35,25,16,86541364
20/10/2019,07:50:00 AM,20,84,316,86,31,88,17,174
20/10/2019,07:55:00 AM,15,16,215,3,26,43,17,27972727
20/10/2019,08:00:00 AM,14,29,196,93,23,87,17,69618182
20/10/2019,08:05:00 AM,16,1,223,98,23,46,17,66304773
20/10/2019,08:10:00 AM,19,36,269,26,23,2,17,14387727
20/10/2019,08:15:00 AM,22,66,305,94,24,63,16,21949545
20/10/2019,08:20:00 AM,25,14,342,5,27,21,15,22863409
20/10/2019,08:25:00 AM,15,71,208,17,25,61,15,44898182
20/10/2019,08:30:00 AM,18,95,257,53,24,46,14,729875
20/10/2019,08:35:00 AM,28,61,406,12,26,19,14,35585682
20/10/2019,08:40:00 AM,46,19,664,8,32,38,14,37936591
20/10/2019,08:45:00 AM,54,47,810,69,37,3,14,25663409
20/10/2019,08:50:00 AM,33,7,479,49,37,44,14,47158409
20/10/2019,08:55:00 AM,61,2,868,32,37,78,14,36913864
20/10/2019,09:00:00 AM,58,1,837,34,39,28,14,49466364
20/10/2019,09:05:00 AM,47,65,732,38,38,33,15,64299318
20/10/2019,09:10:00 AM,57,62,819,48,39,97,16,80890682
20/10/2019,09:15:00 AM,37,54,528,99,35,65,17,59116591
20/10/2019,09:20:00 AM,41,5,580,69,36,59,17,32933409
20/10/2019,09:25:00 AM,50,66,695,66,40,8,18,10495455
20/10/2019,09:30:00 AM,34,6,454,7,40,38,17,99048409
20/10/2019,09:35:00 AM,30,7,377,26,35,86,17,69096818
20/10/2019,09:40:00 AM,38,34,509,31,35,84,17,89443864
20/10/2019,09:45:00 AM,44,24,588,11,38,9,17,21201136
20/10/2019,09:50:00 AM,48,65,642,11,38,96,16,91806818
20/10/2019,09:55:00 AM,65,46,877,93,39,34,16,32786591
20/10/2019,10:00:00 AM,70,4,962,37,42,51,15,26511364
20/10/2019,10:05:00 AM,65,34,885,69,44,36,14,16979091
20/10/2019,10:10:00 AM,74,41,1019,35,44,8,13,53796591
20/10/2019,10:15:00 AM,72,31,998,64,46,94,13,81699318
20/10/2019,10:20:00 AM,74,59,1026,19,44,33,14,94325
20/10/2019,10:25:00 AM,70,27,960,54,45,15,14,38861818
20/10/2019,10:30:00 AM,70,9,952,6,42,51,14,76799091
20/10/2019,10:35:00 AM,73,34,1005,62,45,2,14,95104545
20/10/2019,10:40:00 AM,54,79,741,67,46,15,15,3796364
20/10/2019,10:45:00 AM,41,9,526,9,38,24,15,6292273
20/10/2019,10:50:00 AM,46,14,597,4,33,46,15,83321364
20/10/2019,10:55:00 AM,50,71,646,89,36,43,16,311575
20/10/2019,11:00:00 AM,39,59,498,81,33,8,17,39177273
20/10/2019,11:05:00 AM,63,819,47,38,54,18,17646136,
20/10/2019,11:10:00 AM,58,36,738,5,38,76,18,42973409
20/10/2019,11:15:00 AM,50,16,659,63,40,89,18,70501591
20/10/2019,11:20:00 AM,46,81,621,71,39,4,19,33251818
20/10/2019,11:25:00 AM,35,2,443,61,37,85,19,52910909
20/10/2019,11:30:00 AM,37,97,463,11,36,2,19,6067045
20/10/2019,11:35:00 AM,21,85,252,87,33,5,18,43889091
20/10/2019,11:40:00 AM,14,15,164,61,29,52,17,13423409
20/10/2019,11:45:00 AM,12,38,137,63,25,42,16,79747045
20/10/2019,11:50:00 AM,12,74,149,89,22,44,16,55914545
20/10/2019,11:55:00 AM,22,12,267,82,21,14,15,40099318
20/10/2019,12:00:00 PM,46,5,584,38,24,6,14,90191818
20/10/2019,12:05:00 PM,78,67,1206,23,39,61,13,86358409
20/10/2019,12:10:00 PM,63,3,823,15,42,5,13,35891591
20/10/2019,12:15:00 PM,54,2,668,22,38,29,13,31074091
20/10/2019,12:20:00 PM,61,91,823,6,37,46,13,18747727
20/10/2019,12:25:00 PM,47,58,579,72,34,32,13,44471818
20/10/2019,12:30:00 PM,49,7,590,46,32,6,14,44494545
20/10/2019,12:35:00 PM,35,78,418,19,32,21,15,67144545
20/10/2019,12:40:00 PM,23,2,273,32,29,3,15,27721818
20/10/2019,12:45:00 PM,25,97,311,61,26,34,14,91782273
20/10/2019,12:50:00 PM,27,4,314,6,25,49,15,51104318
20/10/2019,12:55:00 PM,22,69,255,38,24,37,15,65858864
20/10/2019,01:00:00 PM,25,27,288,3,23,26,15,90563182
20/10/2019,01:05:00 PM,35,22,403,35,24,52,15,60837727
20/10/2019,01:10:00 PM,45,12,483,4,28,33,15,3135227
20/10/2019,01:15:00 PM,23,33,266,51,25,88,14,69207955
20/10/2019,01:20:00 PM,17,46,203,32,23,71,14,49965
20/10/2019,01:25:00 PM,17,72,210,23,22,96,14,35648182
20/10/2019,01:30:00 PM,21,41,248,3,23,41,14,45291818
20/10/2019,01:35:00 PM,25,94,295,39,23,67,14,96254545
20/10/2019,01:40:00 PM,32,34,341,21,23,57,15,58676591
20/10/2019,01:45:00 PM,32,95,351,73,24,58,15,74579318
20/10/2019,01:50:00 PM,32,9,348,76,25,83,15,72188864
20/10/2019,01:55:00 PM,31,45,335,39,25,86,15,79007273
20/10/2019,02:00:00 PM,28,67,313,63,27,21,15,87180227
20/10/2019,02:05:00 PM,20,86,223,51,26,75,16,10588182
20/10/2019,02:10:00 PM,16,22,192,7,25,21,16,50052045
20/10/2019,02:15:00 PM,16,8,198,18,23,28,16,86555455
20/10/2019,02:20:00 PM,13,87,167,46,22,32,17,8385455
20/10/2019,02:25:00 PM,14,4,172,6,21,84,17,20923636
20/10/2019,02:30:00 PM,13,4,163,24,21,95,17,9695682
20/10/2019,02:35:00 PM,11,18,135,64,21,23,16,86232045
20/10/2019,02:40:00 PM,8,29,104,18,20,55,16,78124318
20/10/2019,02:45:00 PM,8,65,112,72,20,56,16,90065
20/10/2019,02:50:00 PM,12,7,156,3,21,41,17,9166136
20/10/2019,02:55:00 PM,17,44,203,94,22,41,17,34460909
20/10/2019,03:00:00 PM,17,93,202,31,23,48,17,49199091
20/10/2019,03:05:00 PM,15,79,177,5,23,83,17,33171364
20/10/2019,03:10:00 PM,13,7,157,15,23,26,16,99610227
20/10/2019,03:15:00 PM,9,76,110,81,22,58,16,58400909
20/10/2019,03:20:00 PM,6,1,75,37,21,48,16,16955455
20/10/2019,03:25:00 PM,3,61,50,28,19,9,15,79579318
20/10/2019,03:30:00 PM,1,87,29,58,16,2,15,30709545
20/10/2019,03:35:00 PM,1,8,19,31,14,1,14,70297727
20/10/2019,03:40:00 PM,1,8,19,89,13,1,14,7107727
20/10/2019,03:45:00 PM,1,51,25,23,12,6,13,37451591
20/10/2019,03:50:00 PM,1,48,24,29,12,46,12,66281818
20/10/2019,03:55:00 PM,1,36,23,1,12,28,12,3700682
20/10/2019,04:00:00 PM,1,48,24,29,12,22,11,70733636
20/10/2019,04:05:00 PM,1,54,24,87,12,1,11,51606364
20/10/2019,04:10:00 PM,1,48,23,8,12,9,11,39920227
20/10/2019,04:15:00 PM,1,26,20,56,11,87,11,33332045
20/10/2019,04:20:00 PM,0,98,17,17,11,94,11,30412727
20/10/2019,04:25:00 PM,0,86,15,93,11,95,11,29613864
20/10/2019,04:30:00 PM,0,77,14,51,11,84,11,28539545
20/10/2019,04:35:00 PM,0,79,14,52,11,55,11,29370909
20/10/2019,04:40:00 PM,0,78,13,99,11,51,11,29908182
20/10/2019,04:45:00 PM,0,71,12,94,11,77,11,31759318
20/10/2019,04:50:00 PM,0,6,11,65,11,82,11,32707727
20/10/2019,04:55:00 PM,0,46,10,8,11,64,11,33206136
20/10/2019,05:00:00 PM,0,31,8,21,11,56,11,33856364
20/10/2019,05:05:00 PM,0,25,7,52,11,62,11,40068864
20/10/2019,05:10:00 PM,0,22,6,91,11,63,11,46193182
20/10/2019,05:15:00 PM,0,16,5,96,11,68,11,49848864
20/10/2019,05:20:00 PM,0,12,5,32,11,66,11,53496591
20/10/2019,05:25:00 PM,0,13,5,54,11,62,11,58803864
20/10/2019,05:30:00 PM,0,1,4,57,11,91,11,64019091
20/10/2019,05:35:00 PM,0,1,2,8,11,82,11,68297273
20/10/2019,05:40:00 PM,0,1,49,11,8,11,72213409,
20/10/2019,05:45:00 PM,0,1,15,11,88,11,75485227,
20/10/2019,05:50:00 PM,0,1,4,11,93,11,77840682,
20/10/2019,05:55:00 PM,0,1,2,11,9,11,79261136,
20/10/2019,06:00:00 PM,x,1,4,11,88,11,76395,
20/10/2019,06:05:00 PM,x,1,4,11,87,11,72736136,
20/10/2019,06:10:00 PM,x,1,4,11,88,11,67872045,
20/10/2019,06:15:00 PM,x,1,4,11,78,11,62362045,
20/10/2019,06:20:00 PM,x,1,4,11,63,11,58092273,
20/10/2019,06:25:00 PM,x,1,4,11,48,11,55180227,
20/10/2019,06:30:00 PM,x,1,3,11,36,11,53001364,
20/10/2019,06:35:00 PM,x,1,3,11,25,11,50367955,
20/10/2019,06:40:00 PM,x,1,3,11,27,11,46825455,
20/10/2019,06:45:00 PM,x,1,3,11,46,11,44646591,
20/10/2019,06:50:00 PM,x,1,3,11,58,11,43376818,
20/10/2019,06:55:00 PM,x,1,3,11,64,11,42107045,
20/10/2019,07:00:00 PM,x,1,3,11,58,11,41470682,
20/10/2019,07:05:00 PM,x,1,3,11,49,11,41379773,
20/10/2019,07:10:00 PM,x,1,3,11,54,11,41107045,
20/10/2019,07:15:00 PM,x,1,3,11,49,11,39561591,
20/10/2019,07:20:00 PM,x,1,3,11,34,11,366525,
20/10/2019,07:25:00 PM,x,1,3,11,29,11,33197955,
20/10/2019,07:30:00 PM,x,1,3,11,24,11,31197955,
20/10/2019,07:35:00 PM,x,1,3,11,24,11,30743409,
20/10/2019,07:40:00 PM,x,1,3,11,29,11,296525,
20/10/2019,07:45:00 PM,x,1,3,11,26,11,28470682,
20/10/2019,07:50:00 PM,x,1,3,11,26,11,28016136,
20/10/2019,07:55:00 PM,x,1,3,11,36,11,276525,
20/10/2019,08:00:00 PM,x,1,3,11,44,11,28107045,
20/10/2019,08:05:00 PM,x,1,3,11,42,11,28834318,
20/10/2019,08:10:00 PM,x,1,3,11,36,11,30197955,
20/10/2019,08:15:00 PM,x,1,3,11,29,11,32197955,
20/10/2019,08:20:00 PM,x,1,3,11,25,11,34470682,
20/10/2019,08:25:00 PM,x,1,3,11,29,11,36470682,
20/10/2019,08:30:00 PM,x,1,3,11,32,11,37379773,
20/10/2019,08:35:00 PM,x,1,3,11,44,11,37561591,
20/10/2019,08:40:00 PM,x,1,3,11,48,11,38561591,
20/10/2019,08:45:00 PM,x,1,3,11,51,11,41379773,
