Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura Ambiente [C],,,,
25/10/2019,09:20:00 PM,x,1,5,14,2,14,6314773,
25/10/2019,09:25:00 PM,x,1,5,14,14,8675455,,
25/10/2019,09:30:00 PM,x,1,5,13,94,14,10854318,
25/10/2019,09:35:00 PM,x,1,5,14,6,14,15490682,
25/10/2019,09:40:00 PM,x,1,5,14,24,14,22854318,
25/10/2019,09:45:00 PM,x,1,5,14,38,14,31127045,
25/10/2019,09:50:00 PM,x,1,6,14,53,14,37945227,
25/10/2019,09:55:00 PM,x,1,6,14,51,14,44854318,
25/10/2019,10:00:00 PM,x,1,5,14,63,14,50945227,
25/10/2019,10:05:00 PM,x,1,5,14,71,14,52945227,
25/10/2019,10:10:00 PM,x,1,5,14,78,14,55217955,
25/10/2019,10:15:00 PM,x,1,5,14,77,14,54945227,
25/10/2019,10:20:00 PM,x,1,5,14,76,14,54493636,
25/10/2019,10:25:00 PM,x,1,5,14,61,14,55226818,
25/10/2019,10:30:00 PM,x,1,5,14,28,14,56772273,
25/10/2019,10:35:00 PM,x,1,5,14,49,14,58954091,
25/10/2019,10:40:00 PM,x,1,5,14,35,14,60590455,
25/10/2019,10:45:00 PM,x,1,5,14,48,14,61863182,
25/10/2019,10:50:00 PM,x,1,4,14,59,14,63045,
25/10/2019,10:55:00 PM,x,1,5,14,8,14,64317727,
25/10/2019,11:00:00 PM,x,1,5,14,95,14,65138864,
25/10/2019,11:05:00 PM,x,1,5,14,96,14,63141818,
25/10/2019,11:10:00 PM,x,1,5,14,91,14,61962955,
25/10/2019,11:15:00 PM,x,1,5,14,89,14,60693182,
25/10/2019,11:20:00 PM,x,1,5,14,75,14,58693182,
25/10/2019,11:25:00 PM,x,1,4,14,37,14,553325,
25/10/2019,11:30:00 PM,x,1,4,14,27,14,4879,
25/10/2019,11:35:00 PM,x,1,4,14,22,14,39156591,
25/10/2019,11:40:00 PM,x,1,4,14,34,14,29523182,
25/10/2019,11:45:00 PM,x,1,4,14,37,14,21253409,
25/10/2019,11:50:00 PM,x,1,4,14,43,14,12892727,
25/10/2019,11:55:00 PM,x,1,4,14,23,14,7986591,
26/10/2019,12:00:00 AM,x,1,4,13,9,14,4716818,
26/10/2019,12:05:00 AM,x,1,4,13,85,14,2807727,
26/10/2019,12:10:00 AM,x,1,4,13,98,14,1625909,
26/10/2019,12:15:00 AM,x,1,4,13,83,13,99989545,
26/10/2019,12:20:00 AM,x,1,3,13,83,13,96989545,
26/10/2019,12:25:00 AM,x,1,3,13,91,13,97989545,
26/10/2019,12:30:00 AM,x,1,4,14,1,14,3625909,
26/10/2019,12:35:00 AM,x,1,4,14,21,14,9262273,
26/10/2019,12:40:00 AM,x,1,4,14,19,14,10625909,
26/10/2019,12:45:00 AM,x,1,4,14,1,14,11716818,
26/10/2019,12:50:00 AM,x,1,4,14,34,14,10353182,
26/10/2019,12:55:00 AM,x,1,4,14,52,14,7080455,
26/10/2019,01:00:00 AM,x,1,4,14,47,14,19925,
26/10/2019,01:05:00 AM,x,1,4,14,13,13,94722727,
26/10/2019,01:10:00 AM,x,1,4,13,95,13,87725682,
26/10/2019,01:15:00 AM,x,1,3,13,68,13,78728636,
26/10/2019,01:20:00 AM,x,1,3,13,55,13,61095227,
26/10/2019,01:25:00 AM,x,1,3,13,45,13,44461818,
26/10/2019,01:30:00 AM,x,1,3,13,41,13,31919318,
26/10/2019,01:35:00 AM,x,1,3,13,42,13,22010227,
26/10/2019,01:40:00 AM,x,1,3,13,11,13,14192045,
26/10/2019,01:45:00 AM,x,1,3,12,4,13,928,
26/10/2019,01:50:00 AM,x,1,3,12,69,13,6186136,
26/10/2019,01:55:00 AM,x,1,3,13,9,13,4728636,
26/10/2019,02:00:00 AM,x,1,4,13,4,13,2816591,
26/10/2019,02:05:00 AM,x,1,4,13,9,12,99998409,
26/10/2019,02:10:00 AM,x,1,4,13,14,13,725682,
26/10/2019,02:15:00 AM,x,1,4,13,21,13,9995455,
26/10/2019,02:20:00 AM,x,1,4,13,29,13,15901591,
26/10/2019,02:25:00 AM,x,1,4,13,2,13,16628864,
26/10/2019,02:30:00 AM,x,1,3,13,11,13,19359091,
26/10/2019,02:35:00 AM,x,1,3,13,19,13,18998409,
26/10/2019,02:40:00 AM,x,1,4,13,42,13,16001364,
26/10/2019,02:45:00 AM,x,1,4,13,34,13,11640682,
26/10/2019,02:50:00 AM,x,1,3,13,17,13,2189091,
26/10/2019,02:55:00 AM,x,1,3,13,34,12,88467727,
26/10/2019,03:00:00 AM,x,1,3,13,5,12,72925227,
26/10/2019,03:05:00 AM,x,1,3,12,81,12,5511,
26/10/2019,03:10:00 AM,x,1,3,12,73,12,35752273,
26/10/2019,03:15:00 AM,x,1,3,12,25,12,14667273,
26/10/2019,03:20:00 AM,x,1,2,11,69,11,92491364,
26/10/2019,03:25:00 AM,x,1,2,11,4,11,69767045,
26/10/2019,03:30:00 AM,x,1,2,11,23,11,51860909,
26/10/2019,03:35:00 AM,x,1,2,11,29,11,34954773,
26/10/2019,03:40:00 AM,x,1,2,11,2,11,19412273,
26/10/2019,03:45:00 AM,x,1,1,10,73,11,5506136,
26/10/2019,03:50:00 AM,x,1,2,10,84,10,93960682,
26/10/2019,03:55:00 AM,x,1,2,11,8,10,83051591,
26/10/2019,04:00:00 AM,x,1,2,10,95,10,73597045,
26/10/2019,04:05:00 AM,x,1,2,11,2,10,64051591,
26/10/2019,04:10:00 AM,x,1,2,10,72,10,57778864,
26/10/2019,04:15:00 AM,x,1,2,10,42,10,52954773,
26/10/2019,04:20:00 AM,x,1,2,10,2,10,46860909,
26/10/2019,04:25:00 AM,x,1,2,10,19,10,39948864,
26/10/2019,04:30:00 AM,x,1,2,10,24,10,35676136,
26/10/2019,04:35:00 AM,x,1,2,10,33,10,33491364,
26/10/2019,04:40:00 AM,x,1,3,10,2,10,35124773,
26/10/2019,04:45:00 AM,x,1,3,10,17,10,36215682,
26/10/2019,04:50:00 AM,x,1,3,10,32,10,38488409,
26/10/2019,04:55:00 AM,x,1,2,10,48,10,38667273,
26/10/2019,05:00:00 AM,x,1,3,10,78,10,37209773,
26/10/2019,05:05:00 AM,x,1,3,10,9,10,37341364,
26/10/2019,05:10:00 AM,x,1,2,10,54,10,40970682,
26/10/2019,05:15:00 AM,x,1,2,10,45,10,46591591,
26/10/2019,05:20:00 AM,x,1,3,10,21,10,49475909,
26/10/2019,05:25:00 AM,x,1,3,10,8,10,49282955,
26/10/2019,05:30:00 AM,0,1,19,10,35,10,45993636,
26/10/2019,05:35:00 AM,0,2,9,10,66,10,42832273,
26/10/2019,05:40:00 AM,0,6,5,39,10,93,10,45080909
26/10/2019,05:45:00 AM,0,14,6,96,10,83,10,54200909
26/10/2019,05:50:00 AM,0,5,12,75,10,84,10,68225455
26/10/2019,05:55:00 AM,1,25,23,24,11,14,10,86747955
26/10/2019,06:00:00 AM,1,87,31,73,11,55,11,3809318
26/10/2019,06:05:00 AM,2,11,34,64,11,88,11,17551818
26/10/2019,06:10:00 AM,2,15,34,46,12,54,11,30778864
26/10/2019,06:15:00 AM,2,77,41,87,13,8,11,50073182
26/10/2019,06:20:00 AM,3,29,48,8,13,67,11,73868409
26/10/2019,06:25:00 AM,4,26,61,29,14,18,11,96942273
26/10/2019,06:30:00 AM,4,63,65,31,14,2,12,28235909
26/10/2019,06:35:00 AM,5,42,78,16,14,75,12,60314091
26/10/2019,06:40:00 AM,6,24,91,81,15,71,12,91
26/10/2019,06:45:00 AM,7,26,108,52,16,57,13,18675455
26/10/2019,06:50:00 AM,9,29,150,99,17,83,13,44614091
26/10/2019,06:55:00 AM,9,7,128,89,18,15,13,7284
26/10/2019,07:00:00 AM,9,31,133,76,18,63,14,15385909
26/10/2019,07:05:00 AM,10,24,146,6,19,56,14,51964318
26/10/2019,07:10:00 AM,12,7,177,43,20,53,15,22818636
26/10/2019,07:15:00 AM,15,11,208,7,21,72,15,76496136
26/10/2019,07:20:00 AM,16,46,235,91,22,96,16,33898409
26/10/2019,07:25:00 AM,15,31,231,77,24,29,16,78610455
26/10/2019,07:30:00 AM,20,1,320,51,26,65,17,8458409
26/10/2019,07:35:00 AM,14,12,195,38,26,87,17,19684091
26/10/2019,07:40:00 AM,13,13,195,15,25,29,17,29801364
26/10/2019,07:45:00 AM,12,42,168,9,24,7,17,37714545
26/10/2019,07:50:00 AM,12,18,154,48,23,9,17,34696591
26/10/2019,07:55:00 AM,11,84,146,89,22,34,17,8496136
26/10/2019,08:00:00 AM,13,159,99,21,23,17,1933409,
26/10/2019,08:05:00 AM,13,18,160,11,21,8,16,67939545
26/10/2019,08:10:00 AM,12,61,154,84,20,84,16,32412273
26/10/2019,08:15:00 AM,14,76,182,74,20,9,15,87662955
26/10/2019,08:20:00 AM,17,64,222,91,21,12,15,71622955
26/10/2019,08:25:00 AM,19,22,243,3,23,41,15,65008636
26/10/2019,08:30:00 AM,16,58,208,59,23,56,15,69955227
26/10/2019,08:35:00 AM,21,1,273,55,23,93,15,83134773
26/10/2019,08:40:00 AM,27,46,352,78,25,78,15,90578409
26/10/2019,08:45:00 AM,17,6,218,24,2,16,11185682,
26/10/2019,08:50:00 AM,15,58,198,2,23,28,16,43201591
26/10/2019,08:55:00 AM,19,2,230,94,24,8,16,31842727
26/10/2019,09:00:00 AM,17,65,211,81,24,21,16,52591136
26/10/2019,09:05:00 AM,17,69,215,8,23,64,17,12566591
26/10/2019,09:10:00 AM,17,65,213,3,24,16,17,65837955
26/10/2019,09:15:00 AM,18,53,229,1,24,84,17,82685455
26/10/2019,09:20:00 AM,33,17,428,86,28,2,17,85848409
26/10/2019,09:25:00 AM,32,18,398,98,32,3,17,89332955
26/10/2019,09:30:00 AM,21,94,268,71,30,37,18,8537045
26/10/2019,09:35:00 AM,21,83,261,4,28,67,18,23913636
26/10/2019,09:40:00 AM,19,87,232,67,26,53,18,32718864
26/10/2019,09:45:00 AM,20,83,252,11,25,38,18,49125682
26/10/2019,09:50:00 AM,25,46,305,3,26,88,18,83170455
26/10/2019,09:55:00 AM,20,65,240,35,27,25,18,62149091
26/10/2019,10:00:00 AM,21,56,257,91,26,7,18,17973182
26/10/2019,10:05:00 AM,22,8,267,19,26,88,17,99084091
26/10/2019,10:10:00 AM,20,32,238,71,26,96,18,14522955
26/10/2019,10:15:00 AM,20,71,247,17,26,4,18,36225227
26/10/2019,10:20:00 AM,25,25,303,36,26,61,18,33917727
26/10/2019,10:25:00 AM,32,89,392,69,29,54,17,97573409
26/10/2019,10:30:00 AM,32,14,385,64,30,63,17,76521364
26/10/2019,10:35:00 AM,24,78,295,8,30,28,17,97206591
26/10/2019,10:40:00 AM,19,9,236,81,27,27,18,5545455
26/10/2019,10:45:00 AM,26,46,317,11,27,1,18,8404091
26/10/2019,10:50:00 AM,37,12,456,9,30,29,18,23427727
26/10/2019,10:55:00 AM,43,37,536,24,33,43,18,369925
26/10/2019,11:00:00 AM,38,32,475,64,35,93,18,51047273
26/10/2019,11:05:00 AM,35,17,432,64,34,18,18,46007727
26/10/2019,11:10:00 AM,38,66,474,11,33,73,18,4193
26/10/2019,11:15:00 AM,37,48,455,28,33,2,18,63087273
26/10/2019,11:20:00 AM,39,9,485,24,34,4,18,74844318
26/10/2019,11:25:00 AM,35,26,438,7,33,88,19,14697955
26/10/2019,11:30:00 AM,30,25,369,78,32,13,19,23212955
26/10/2019,11:35:00 AM,28,26,340,15,30,18,19,18061818
26/10/2019,11:40:00 AM,29,34,340,27,30,9,19,6631136
26/10/2019,11:45:00 AM,38,46,462,3,31,75,18,74345455
26/10/2019,11:50:00 AM,35,29,424,12,34,17,18,32656364
26/10/2019,11:55:00 AM,30,44,358,82,33,7,18,21089545
26/10/2019,12:00:00 PM,30,38,374,69,31,73,18,300725
26/10/2019,12:05:00 PM,40,22,475,26,32,51,18,6334091
26/10/2019,12:10:00 PM,43,94,537,17,32,31,17,69429091
26/10/2019,12:15:00 PM,54,5,651,88,34,87,18,55635227
26/10/2019,12:20:00 PM,46,79,566,45,36,78,18,62936818
26/10/2019,12:25:00 PM,45,95,537,53,38,57,18,437
26/10/2019,12:30:00 PM,49,2,619,88,36,66,18,4756136
26/10/2019,12:35:00 PM,60,68,818,41,41,57,19,22609091
26/10/2019,12:40:00 PM,37,43,441,64,40,57,20,44945227
26/10/2019,12:45:00 PM,42,56,512,33,37,84,21,45109091
26/10/2019,12:50:00 PM,56,4,791,2,40,68,21,45132045
26/10/2019,12:55:00 PM,71,86,932,46,49,9,21,11534091
26/10/2019,01:00:00 PM,40,85,431,45,44,5,21,39692045
26/10/2019,01:05:00 PM,24,5,252,34,36,51,21,951825
26/10/2019,01:10:00 PM,15,86,186,71,30,77,21,52701136
26/10/2019,01:15:00 PM,23,86,274,68,27,3,21,66528636
26/10/2019,01:20:00 PM,37,8,377,4,29,67,22,52349318
26/10/2019,01:25:00 PM,61,374,73,31,79,23,6136591,
26/10/2019,01:30:00 PM,52,91,376,75,33,32,22,18209545
26/10/2019,01:35:00 PM,76,94,404,5,34,69,21,5487045
26/10/2019,01:40:00 PM,77,9,414,76,36,19,20,36207273
26/10/2019,01:45:00 PM,57,94,356,73,36,20,40616818,
26/10/2019,01:50:00 PM,28,94,277,18,34,52,20,59490227
26/10/2019,01:55:00 PM,19,1,222,28,27,58,20,54496818
26/10/2019,02:00:00 PM,43,82,282,17,25,8,20,37354773
26/10/2019,02:05:00 PM,47,78,284,58,26,33,20,8
26/10/2019,02:10:00 PM,37,84,295,14,28,45,19,66913636
26/10/2019,02:15:00 PM,28,72,272,29,28,33,19,669
26/10/2019,02:20:00 PM,43,44,262,4,27,59,18,39058409
26/10/2019,02:25:00 PM,32,41,280,28,29,18,18544773,
26/10/2019,02:30:00 PM,27,8,272,47,27,17,18,28302955
26/10/2019,02:35:00 PM,21,71,239,36,25,97,18,25067273
26/10/2019,02:40:00 PM,18,96,206,41,24,49,18,20804545
26/10/2019,02:45:00 PM,18,6,199,1,24,54,18,13354318
26/10/2019,02:50:00 PM,17,81,178,48,23,9,18,1604091
26/10/2019,02:55:00 PM,29,46,197,45,23,4,17,78210682
26/10/2019,03:00:00 PM,53,3,225,7,24,4,17,65015455
26/10/2019,03:05:00 PM,30,205,26,25,6,17,52317727,
26/10/2019,03:10:00 PM,20,3,203,66,25,28,17,44089318
26/10/2019,03:15:00 PM,20,34,210,17,24,6,17,25345455
26/10/2019,03:20:00 PM,21,13,210,87,23,47,17,4565909
26/10/2019,03:25:00 PM,19,22,195,9,23,23,16,94945682
26/10/2019,03:30:00 PM,18,53,195,26,23,14,16,88086136
26/10/2019,03:35:00 PM,19,7,194,26,23,19,16,65329773
26/10/2019,03:40:00 PM,17,47,185,22,22,3,16,42074773
26/10/2019,03:45:00 PM,16,45,179,58,21,65,16,29342045
26/10/2019,03:50:00 PM,15,84,168,78,21,41,16,26776364
26/10/2019,03:55:00 PM,13,5,149,21,20,82,16,19738182
26/10/2019,04:00:00 PM,12,62,135,82,20,3,16,16975455
26/10/2019,04:05:00 PM,11,76,123,6,20,12,16,12298636
26/10/2019,04:10:00 PM,10,92,108,65,19,9,16,12792273
26/10/2019,04:15:00 PM,10,39,101,4,19,63,16,16047273
26/10/2019,04:20:00 PM,12,16,101,26,19,38,16,19854773
26/10/2019,04:25:00 PM,8,83,87,38,19,33,16,25280682
26/10/2019,04:30:00 PM,6,73,75,32,18,81,16,32051136
26/10/2019,04:35:00 PM,6,22,68,78,18,3,16,36874318
26/10/2019,04:40:00 PM,5,64,63,64,18,24,16,40604091
26/10/2019,04:45:00 PM,5,35,58,97,18,26,16,45852045
26/10/2019,04:50:00 PM,5,11,54,23,18,33,16,53237727
26/10/2019,04:55:00 PM,4,7,49,52,18,24,16,56224545
26/10/2019,05:00:00 PM,3,84,42,66,18,2,16,61675227
26/10/2019,05:05:00 PM,3,4,34,18,17,89,16,69465455
26/10/2019,05:10:00 PM,2,36,27,33,17,8,16,738025
26/10/2019,05:15:00 PM,1,55,20,57,17,57,16,76199318
26/10/2019,05:20:00 PM,1,16,4,17,34,16,74819318,
26/10/2019,05:25:00 PM,0,47,10,41,17,3,16,69834773
26/10/2019,05:30:00 PM,0,12,5,49,17,1,16,62125682
26/10/2019,05:35:00 PM,0,2,3,73,16,77,16,50092955
26/10/2019,05:40:00 PM,0,2,55,16,69,16,339425,
26/10/2019,05:45:00 PM,0,1,67,16,47,16,15252273,
26/10/2019,05:50:00 PM,0,1,16,16,12,15,94496364,
26/10/2019,05:55:00 PM,0,1,6,15,82,15,69895227,
26/10/2019,06:00:00 PM,0,1,6,15,49,15,43658636,
26/10/2019,06:05:00 PM,x,1,7,15,17,15,17902045,
26/10/2019,06:10:00 PM,x,1,6,14,88,14,90436136,
26/10/2019,06:15:00 PM,x,1,6,14,57,14,64616364,
26/10/2019,06:20:00 PM,x,1,6,14,29,14,41921591,
26/10/2019,06:25:00 PM,x,1,6,14,7,14,23015455,
26/10/2019,06:30:00 PM,x,1,6,13,85,14,9379091,
26/10/2019,06:35:00 PM,x,1,5,13,62,14,382045,
26/10/2019,06:40:00 PM,x,1,6,13,61,13,93654773,
26/10/2019,06:45:00 PM,x,1,5,13,62,13,88836591,
26/10/2019,06:50:00 PM,x,1,5,13,74,13,87109318,
26/10/2019,06:55:00 PM,x,1,6,13,99,13,89291136,
26/10/2019,07:00:00 PM,x,1,6,14,18,13,95109318,
26/10/2019,07:05:00 PM,x,1,6,14,14,14,4106364,
26/10/2019,07:10:00 PM,x,1,6,14,4,14,12924545,
26/10/2019,07:15:00 PM,x,1,6,14,1,14,210125,
26/10/2019,07:20:00 PM,x,1,6,14,31,14,29739773,
26/10/2019,07:25:00 PM,x,1,6,14,49,14,370125,
26/10/2019,07:30:00 PM,x,1,6,14,61,14,43194318,
26/10/2019,07:35:00 PM,x,1,6,14,58,14,50648864,
26/10/2019,07:40:00 PM,x,1,6,14,51,14,59285227,
26/10/2019,07:45:00 PM,x,1,5,14,7,14,67557955,
26/10/2019,07:50:00 PM,x,1,6,14,79,14,72197273,
26/10/2019,07:55:00 PM,x,1,6,14,86,14,73109318,
26/10/2019,08:00:00 PM,x,1,6,14,96,14,68930455,
26/10/2019,08:05:00 PM,x,1,6,14,99,14,61387955,
26/10/2019,08:10:00 PM,x,1,6,15,1,14,53302955,
26/10/2019,08:15:00 PM,x,1,5,14,82,14,45396818,
26/10/2019,08:20:00 PM,x,1,5,14,59,14,37766364,
26/10/2019,08:25:00 PM,x,1,5,14,15,14,29042045,
26/10/2019,08:30:00 PM,x,1,5,13,75,14,19775227,
26/10/2019,08:35:00 PM,x,1,4,13,62,14,9869091,
26/10/2019,08:40:00 PM,x,1,4,13,83,13,98781136,
26/10/2019,08:45:00 PM,x,1,4,13,95,13,87965909,
26/10/2019,08:50:00 PM,x,1,5,13,9,13,773325,
26/10/2019,08:55:00 PM,x,1,4,13,94,13,70696136,
26/10/2019,09:00:00 PM,x,1,5,13,9,13,67880909,
26/10/2019,09:05:00 PM,x,1,5,13,79,13,68244545,
26/10/2019,09:10:00 PM,x,1,4,13,63,13,68877955,
26/10/2019,09:15:00 PM,x,1,4,13,42,13,69329545,
26/10/2019,09:20:00 PM,x,1,5,13,42,13,69602273,
26/10/2019,09:25:00 PM,x,1,4,13,44,13,68872045,
26/10/2019,09:30:00 PM,x,1,4,13,66,13,68599318,
26/10/2019,09:35:00 PM,x,1,5,13,9,13,71235682,
26/10/2019,09:40:00 PM,x,1,5,14,13,75690227,,
26/10/2019,09:45:00 PM,x,1,5,13,93,13,79508409,
26/10/2019,09:50:00 PM,x,1,5,13,86,13,78965909,
26/10/2019,09:55:00 PM,x,1,5,13,87,13,74877955,
26/10/2019,10:00:00 PM,x,1,5,14,8,13,67150682,
26/10/2019,10:05:00 PM,x,1,4,14,12,13,55520227,
26/10/2019,10:10:00 PM,x,1,4,13,84,13,41344318,
26/10/2019,10:15:00 PM,x,1,4,13,36,13,26895682,
26/10/2019,10:20:00 PM,x,1,3,12,99,13,12628864,
26/10/2019,10:25:00 PM,x,1,4,12,81,12,99089318,
26/10/2019,10:30:00 PM,x,1,3,12,62,12,85004318,
26/10/2019,10:35:00 PM,x,1,3,12,44,12,71461818,
26/10/2019,10:40:00 PM,x,1,3,12,34,12,61101136,
26/10/2019,10:45:00 PM,x,1,3,12,29,12,53740455,
26/10/2019,10:50:00 PM,x,1,3,12,38,12,49104091,
26/10/2019,10:55:00 PM,x,1,3,12,53,12,44379773,
26/10/2019,11:00:00 PM,x,1,3,12,63,12,40197955,
26/10/2019,11:05:00 PM,x,1,3,12,7,12,38743409,
26/10/2019,11:10:00 PM,x,1,3,12,55,12,39743409,
26/10/2019,11:15:00 PM,x,1,3,12,48,12,42470682,
26/10/2019,11:20:00 PM,x,1,3,12,29,12,41288864,
26/10/2019,11:25:00 PM,x,1,3,12,16,12,35019091,
26/10/2019,11:30:00 PM,x,1,3,12,28,12,24385682,
26/10/2019,11:35:00 PM,x,1,3,12,45,12,11843182,
26/10/2019,11:40:00 PM,x,1,3,12,59,12,2664318,
26/10/2019,11:45:00 PM,x,1,3,12,25,11,9494,
26/10/2019,11:50:00 PM,x,1,2,11,84,11,85761136,
26/10/2019,11:55:00 PM,x,1,2,11,46,11,75855,
27/10/2019,12:00:00 AM,x,1,2,11,32,11,64497273,
27/10/2019,12:05:00 AM,x,1,2,11,54,11,53318409,
27/10/2019,12:10:00 AM,x,1,2,11,63,11,42048636,
27/10/2019,12:15:00 AM,x,1,2,11,28,11,33233409,
27/10/2019,12:20:00 AM,x,1,2,11,7,11,26233409,
27/10/2019,12:25:00 AM,x,1,1,11,3,11,21687955,
27/10/2019,12:30:00 AM,x,1,2,11,22,11,191425,
27/10/2019,12:35:00 AM,x,1,2,11,35,11,15324318,
27/10/2019,12:40:00 AM,x,1,2,11,28,11,101425,
27/10/2019,12:45:00 AM,x,1,2,11,7,11,7415227,
27/10/2019,12:50:00 AM,x,1,2,10,96,11,61425,
27/10/2019,12:55:00 AM,x,1,2,11,4,11,4957727,
27/10/2019,01:00:00 AM,x,1,2,11,12,11,1685,
27/10/2019,01:05:00 AM,x,1,2,11,6,10,96500227,
27/10/2019,01:10:00 AM,x,1,2,10,98,10,91500227,
27/10/2019,01:15:00 AM,x,1,2,10,93,10,88318409,
27/10/2019,01:20:00 AM,x,1,2,10,9,10,85772955,
27/10/2019,01:25:00 AM,x,1,2,10,86,10,822275,
27/10/2019,01:30:00 AM,x,1,3,10,78,10,78772955,
27/10/2019,01:35:00 AM,x,1,2,10,73,10,762275,
27/10/2019,01:40:00 AM,x,1,2,10,72,10,73500227,
27/10/2019,01:45:00 AM,x,1,2,10,68,10,70863864,
27/10/2019,01:50:00 AM,x,1,2,10,65,10,68954773,
27/10/2019,01:55:00 AM,x,1,2,10,74,10,67409318,
27/10/2019,02:00:00 AM,x,1,2,10,78,10,65139545,
27/10/2019,02:05:00 AM,x,1,2,10,68,10,62139545,
27/10/2019,02:10:00 AM,x,1,2,10,64,10,58503182,
27/10/2019,02:15:00 AM,x,1,2,10,69,10,54321364,
27/10/2019,02:20:00 AM,x,1,2,10,69,10,49594091,
27/10/2019,02:25:00 AM,x,1,2,10,53,10,43321364,
27/10/2019,02:30:00 AM,x,1,2,10,4,10,36594091,
27/10/2019,02:35:00 AM,x,1,2,10,32,10,30866818,
27/10/2019,02:40:00 AM,x,1,2,10,22,10,26048636,
27/10/2019,02:45:00 AM,x,1,2,10,13,10,19139545,
27/10/2019,02:50:00 AM,x,1,2,10,5,10,11866818,
27/10/2019,02:55:00 AM,x,1,2,10,4,10,5687955,
27/10/2019,03:00:00 AM,x,1,2,10,5,10,1425,
27/10/2019,03:05:00 AM,x,1,2,10,11,9,945970455,
27/10/2019,03:10:00 AM,x,1,2,9,93,9,903243182,
27/10/2019,03:15:00 AM,x,1,2,9,89,9,865970455,
27/10/2019,03:20:00 AM,x,1,1,9,85,9,833243182,
27/10/2019,03:25:00 AM,x,1,2,9,79,9,794152273,
27/10/2019,03:30:00 AM,x,1,2,9,71,9,766879545,
27/10/2019,03:35:00 AM,x,1,2,9,75,9,731425,
27/10/2019,03:40:00 AM,x,1,2,9,72,9,706,
27/10/2019,03:45:00 AM,x,1,2,9,69,9,667847727,
27/10/2019,03:50:00 AM,x,1,2,9,61,9,629665909,
27/10/2019,03:55:00 AM,x,1,2,9,75,9,602393182,
27/10/2019,04:00:00 AM,x,1,2,9,72,9,577877273,
27/10/2019,04:05:00 AM,x,1,1,9,65,9,535179545,
27/10/2019,04:10:00 AM,x,1,1,9,47,9,493390909,
27/10/2019,04:15:00 AM,x,1,1,9,43,9,457965909,
27/10/2019,04:20:00 AM,x,1,2,9,49,9,445268182,
27/10/2019,04:25:00 AM,x,1,1,9,44,9,43345,
27/10/2019,04:30:00 AM,x,1,1,9,28,9,424388636,
27/10/2019,04:35:00 AM,x,1,1,9,26,9,420722727,
27/10/2019,04:40:00 AM,x,1,1,9,3,9,422540909,
27/10/2019,04:45:00 AM,x,1,1,9,47,9,44345,
27/10/2019,04:50:00 AM,x,1,2,9,62,9,466177273,
27/10/2019,04:55:00 AM,x,1,1,9,62,9,484359091,
27/10/2019,05:00:00 AM,x,1,2,9,61,9,481631818,
27/10/2019,05:05:00 AM,x,1,1,9,49,9,457818182,
27/10/2019,05:10:00 AM,x,1,1,9,66,9,445159091,
27/10/2019,05:15:00 AM,x,1,2,9,74,9,403168182,
27/10/2019,05:20:00 AM,x,1,1,9,64,9,324352273,
27/10/2019,05:25:00 AM,x,1,1,9,25,9,231043182,
27/10/2019,05:30:00 AM,x,1,7,9,9,133868182,,
27/10/2019,05:35:00 AM,0,1,91,9,19,9,4625,
27/10/2019,05:40:00 AM,0,3,53,9,9,8,9541,
27/10/2019,05:45:00 AM,0,8,5,85,8,91,8,861120455
27/10/2019,05:50:00 AM,0,38,10,13,8,89,8,775293182
27/10/2019,05:55:00 AM,0,96,17,91,9,9,8,726306818
27/10/2019,06:00:00 AM,1,57,26,5,9,34,8,703081818
27/10/2019,06:05:00 AM,2,11,33,43,9,7,8,672711364
27/10/2019,06:10:00 AM,2,66,40,49,10,8,706175,
27/10/2019,06:15:00 AM,3,17,47,29,10,2,8,805954545
27/10/2019,06:20:00 AM,3,64,53,59,10,42,8,883634091
27/10/2019,06:25:00 AM,4,1,59,7,10,65,8,970856818
27/10/2019,06:30:00 AM,4,52,65,42,10,92,9,520455
27/10/2019,06:35:00 AM,4,86,70,5,11,62,8,990236364
27/10/2019,06:40:00 AM,5,18,74,54,12,24,9,142731818
27/10/2019,06:45:00 AM,6,1,106,3,12,87,9,479311364
27/10/2019,06:50:00 AM,8,66,174,85,15,15,9,707681818
27/10/2019,06:55:00 AM,12,28,240,1,16,62,10,18110909
27/10/2019,07:00:00 AM,17,2,343,68,19,67,10,84381136
27/10/2019,07:05:00 AM,19,44,391,3,23,7,11,39936818
27/10/2019,07:10:00 AM,18,58,352,14,23,81,11,85914318
27/10/2019,07:15:00 AM,22,86,423,68,24,96,12,42420682
27/10/2019,07:20:00 AM,22,98,414,54,27,39,12,99951136
27/10/2019,07:25:00 AM,21,86,383,89,28,56,13,67876364
27/10/2019,07:30:00 AM,23,5,393,4,28,24,14,496225
27/10/2019,07:35:00 AM,29,8,484,77,30,63,15,24732273
27/10/2019,07:40:00 AM,32,21,526,74,32,75,15,89495909
27/10/2019,07:45:00 AM,34,13,549,67,33,66,16,51753409
27/10/2019,07:50:00 AM,35,77,567,34,34,73,16,75093864
27/10/2019,07:55:00 AM,37,14,585,77,36,53,16,93594545
27/10/2019,08:00:00 AM,38,11,593,12,37,9,17,26890682
27/10/2019,08:05:00 AM,38,44,596,94,38,89,17,58474545
